Change,count,mean,std,min,5%,50%,95%,max
"(-8, -6]",8.0,-8.68581035375,19.2881825100304,-35.37414966,-32.6855049705,-2.017039043,15.285912149549992,21.42857143
"(-6, -4]",93.0,-5.628287573795698,20.30027462026586,-83.42142857,-31.300453194,-7.179115301,31.445391453999996,57.94550017
"(-4, -2]",136.0,4.446945427080883,31.387418920244325,-68.82352941,-30.606498119999998,-0.66920688,54.59869078,221.86652740000002
"(-2, 0]",367.0,-4.268949440811981,27.882589483184745,-77.56642512,-38.824739578,-6.164383562,36.57722631499999,227.6024741
"(0, 2]",263.0,-6.000663004326995,23.272517381427885,-57.19884393,-40.578596733,-6.3197026020000004,30.620428428999986,130.7692308
"(2, 4]",217.0,-8.01331430606912,22.12065609629011,-85.86206897,-36.086571878,-8.627673343,26.67228040199999,108.1283976
"(4, 6]",166.0,-11.752377689867473,17.797568358061415,-50.994764399999994,-35.2572082275,-13.941745990000001,18.7803290325,63.75545852
"(6, 8]",41.0,-10.511725071829268,17.96314252657408,-57.77777778,-36.0,-11.52263374,19.49685535,20.10676157
