DecadeOpening,count,mean,std,min,5%,50%,95%,max
2,2.0,-6.600901861,5.880708076398673,-10.75919042,-10.343361564099999,-6.600901861,-2.8584421579,-2.442613302
3,49.0,0.12477460434693793,40.39917255304355,-77.56642512,-50.881636103999995,-2.857142857,76.70077049199983,130.7692308
4,26.0,24.225276751461536,34.131470068699585,-63.91484943,-32.8890052875,32.050743775,63.3695510125,80.37238169
5,643.0,-8.670566239479001,20.63553658395567,-85.86206897,-35.69955817,-10.55374593,23.83687815499998,147.3684211
6,577.0,-3.9679702397227015,27.05607463950511,-86.64546057,-39.796784408,-5.036019161,37.30925324399998,231.1258278
