UnifiedImprovementType,count,mean,std,min,5%,50%,95%,max
1,788.0,-9.007740407342647,18.494664268806105,-83.42142857,-38.577706703000004,-8.7774668805,18.260473315499986,118.3622829
2,29.0,-9.907115676724139,10.07126178701508,-34.38324165,-25.20523428,-8.884640636,3.7725134417999975,5.445677073
3,480.0,0.29892129736458145,33.46506935252344,-86.64546057,-40.1648933975,-4.999708716000001,57.71197193399995,231.1258278
