FunctionalClass,count,mean,std,min,5%,50%,95%,max
1,546.0,10.753094210071438,10.771474112667057,0.0,0.017804479749999998,8.040694012,27.4725244925,89.21461044
3,960.0,16.701799751552077,14.259993229284845,0.0,0.45238367735000007,13.41681574,42.774503380999995,94.64907317
4,453.0,18.391967768708614,17.278790586206448,0.0,0.5656930914,14.89361702,52.68712999799999,146.66666669999998
5,310.0,18.829464403512898,19.646730031435084,0.0,0.11391853510000005,13.558563905,54.581940127,146.46464650000001
6,22.0,22.144406626681818,14.19485114372591,2.222222222,4.281106530600001,24.797332855,44.5003799355,51.51515152
7,1.0,46.66666667,,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667
8,1514.0,32.63367080324305,27.506560947671232,0.0,1.736111111,26.56482157,86.48018648,147.61904760000002
