Area,count,mean,std,min,5%,50%,95%,max
1,210.0,-4.016009762185716,18.224425495390463,-53.24074074,-27.928162414,-5.559845559499999,24.71516747399997,71.66666667
2,549.0,-8.222697675253189,22.28392803319971,-85.86206897,-40.069272634,-9.782608696,26.942372294000016,146.66666669999998
3,3047.0,-0.11698918479849814,33.89151308237234,-92.74193548,-47.309102605999996,-5.002367051,68.04705882299999,147.61904760000002
