Area,count,mean,std,min,5%,50%,95%,max
1,210.0,-4.016009762499025,18.22442549514811,-53.24074074074074,-27.928162415408643,-5.559845559845559,24.71516747046588,71.66666666666667
2,543.0,-8.054082711328833,22.324259549625225,-85.86206896551724,-39.37086903304773,-9.58904109589041,27.141953496488227,146.66666666666666
