InternalProjectID,AverageCount,AverageForecast,Error,PercentError,AbsPE,Func_Class,Forecast_Method,Diff_Year,UnifiedImprovementType
411809-1,36713.75,36950,236.25,0.639377537,0.639377537,3,5,3,1
411981-1,14250,19162.5,4912.5,25.63600783,25.63600783,4,4,8,1
411983-1,23350,22225,-1125,-5.061867267,5.061867267,3.5,1,7,1
411985-1,18500,13300,-5200,-39.09774436,39.09774436,3,4,3,1
411993-1,23375,21975,-1400,-6.370875995,6.370875995,3,5,8,1
411997-1,38000,39200,1200,3.06122449,3.06122449,3,4,2,1
412357-1,4750,4700,-50,-1.063829787,1.063829787,3,1,7,1
413473-1,10300,6000,-4300,-71.66666667,71.66666667,3,4,3,3
413570-1,28250,27600,-650,-2.355072464,2.355072464,3,4,7,1
413571-1,18700,15200,-3500,-23.02631579,23.02631579,3,5,3,1
413574-1,22800,19500,-3300,-16.92307692,16.92307692,4,5,7,1
413575-1,17200,14500,-2700,-18.62068966,18.62068966,3,5,3,1
413576-1,27000,33700,6700,19.88130564,19.88130564,3,5,3,1
413577-1,41000,39100,-1900,-4.859335038,4.859335038,4,5,2,1
413578-1,47000,46400,-600,-1.293103448,1.293103448,3,5,3,1
413582-1,28000,32700,4700,14.37308869,14.37308869,3,4,3,1
413583-1,42000,38500,-3500,-9.090909091,9.090909091,3,4,3,1
413584-1,32000,33200,1200,3.614457831,3.614457831,3,5,3,1
413585-1,27000,40400,13400,33.16831683,33.16831683,3,5,3,1
413586-1,6500,4400,-2100,-47.72727273,47.72727273,3,5,3,1
413587-1,14300,13800,-500,-3.623188406,3.623188406,3,4,3,1
413589-1,27000,25200,-1800,-7.142857143,7.142857143,3,4,3,1
413590-1,46000,47930,1930,4.026705612,4.026705612,3,4,2,1
413592-1,15050,20050,5000,24.93765586,24.93765586,3,1,2,1
413594-1,54000,47200,-6800,-14.40677966,14.40677966,3,4,2,1
413595-1,3700,4200,500,11.9047619,11.9047619,3,5,3,1
413596-1,11500,12100,600,4.958677686,4.958677686,3,5,3,1
413603-1,41500,36500,-5000,-13.69863014,13.69863014,3,5,3,1
415973-1,7700,15400,7700,50,50,4,5,2,1
415977-1,29000,21100,-7900,-37.44075829,37.44075829,3,5,2,1
415978-1,23000,20800,-2200,-10.57692308,10.57692308,3,1,3,1
416153-1,9900,14500,4600,31.72413793,31.72413793,4,5,5,1
416187-1,20650,24000,3350,13.95833333,13.95833333,3.5,5,2,1
416188-1,35500,42100,6600,15.67695962,15.67695962,3,1,2,1
416189-1,53000,58100,5100,8.777969019,8.777969019,4,5,2,1
416194-1,17700,23400,5700,24.35897436,24.35897436,3,4,5,1
416219-1,18200,21800,3600,16.51376147,16.51376147,4,4,4,1
416221-1,5100,4750,-350,-7.368421053,7.368421053,4,1,2,1
416407-1,18200,19700,1500,7.614213198,7.614213198,3,1,2,1
416408-1,32500,48500,16000,32.98969072,32.98969072,3,1,3,3
416518-1,1600,3050,1450,47.54098361,47.54098361,1,4,2,1
416657-1,14900,17200,2300,13.37209302,13.37209302,3,1,3,1
416740-1,36000,44300,8300,18.73589165,18.73589165,3,4,3,3
416753-1,10500,13100,2600,19.84732824,19.84732824,4,1,2,1
416773-1,28000,32700,4700,14.37308869,14.37308869,3,4,3,3
416798-1,13200,14600,1400,9.589041096,9.589041096,3,5,2,1
416893-1,37500,22900,-14600,-63.75545852,63.75545852,4,4,2,1
416939-1,69750,83050,13300,16.01444913,16.01444913,3,5,2,1
417006-1,9400,9300,-100,-1.075268817,1.075268817,3,5,2,1
417141-1,4300,4000,-300,-7.5,7.5,4,1,3,1
417153-1,19200,22400,3200,14.28571429,14.28571429,3,4,2,1
417154-1,8300,6950,-1350,-19.42446043,19.42446043,3,1,3,1
417158-1,6000,6100,100,1.639344262,1.639344262,3,4,2,1
417165-1,10500,13200,2700,20.45454545,20.45454545,3,5,3,1
417247-1,9300,6795,-2505,-36.86534216,36.86534216,3,4,2,1
417378-1,7800,9700,1900,19.58762887,19.58762887,3,4,0,3
417380-1,5300,4700,-600,-12.76595745,12.76595745,4,4,0,3
418321-1,28500,28300,-200,-0.706713781,0.706713781,3,1,5,1
418328-1,27500,32300,4800,14.86068111,14.86068111,3,5,5,1
418647-1,14500,26600,12100,45.4887218,45.4887218,3,4,3,1
419367-1,8400,22700,14300,62.99559471,62.99559471,1,5,2,1
419370-1,5600,5300,-300,-5.660377358,5.660377358,3,1,2,1
419557-1,11600,12700,1100,8.661417323,8.661417323,3,1,2,1
419561-1,11390,15500,4110,26.51612903,26.51612903,3,1,3,1
419562-1,32000,26700,-5300,-19.85018727,19.85018727,3,1,3,1
419563-1,55500,28700,-26800,-93.37979094,93.37979094,3,1,2,1
419564-1,5300,7100,1800,25.35211268,25.35211268,4,4,3,1
419581-1,50000,47700,-2300,-4.821802935,4.821802935,3,4,2,1
419582-1,54000,57500,3500,6.086956522,6.086956522,4,1,3,1
419583-1,3200,5000,1800,36,36,4,1,2,1
419584-1,18900,16900,-2000,-11.83431953,11.83431953,3,5,3,1
419585-1,28000,30500,2500,8.196721311,8.196721311,3,5,2,1
419586-1,19000,15900,-3100,-19.49685535,19.49685535,4,1,2,1
419587-1,7600,18000,10400,57.77777778,57.77777778,5,4,3,1
419587-2,16000,23500,7500,31.91489362,31.91489362,5,4,3,1
419588-1,29000,34200,5200,15.20467836,15.20467836,3,1,2,1
419588-2,18200,20200,2000,9.900990099,9.900990099,3,1,2,1
419589-1,9400,12900,3500,27.13178295,27.13178295,3,5,3,1
419591-1,29000,34900,5900,16.90544413,16.90544413,3,4,3,1
419592-1,13700,15600,1900,12.17948718,12.17948718,3,4,2,1
419593-1,13700,12400,-1300,-10.48387097,10.48387097,3,1,2,1
419595-1,43500,49000,5500,11.2244898,11.2244898,3,5,3,1
419596-1,39000,50000,11000,22,22,3,5,3,1
419597-1A,12500,13700,1200,8.759124088,8.759124088,3,5,3,1
421621-1,28000,30800,2800,9.090909091,9.090909091,3,5,3,1
421974-1,16100,25200,9100,36.11111111,36.11111111,4,1,3,1
421975-1,35000,37200,2200,5.913978495,5.913978495,3,5,2,1
421976-1,28000,14600,-13400,-91.78082192,91.78082192,4,1,3,1
421977-1,19600,24300,4700,19.34156379,19.34156379,3,1,3,1
421978-1,7100,7400,300,4.054054054,4.054054054,3,5,3,1
421979-1,2900,3000,100,3.333333333,3.333333333,4,5,3,1
421981-1,24500,22100,-2400,-10.85972851,10.85972851,3,5,3,1
421986-1,4700,4250,-450,-10.58823529,10.58823529,4,4,3,1
421988-1,14300,14200,-100,-0.704225352,0.704225352,3,5,2,1
421989-1,36500,37300,800,2.144772118,2.144772118,3,1,3,1
421990-1,14008,14200,192,1.352112676,1.352112676,3,5,3,1
421991-1,28881,45000,16119,35.82,35.82,3,5,3,1
422001-1,12900,15100,2200,14.56953642,14.56953642,3,1,3,1
422002-1,29500,45000,15500,34.44444444,34.44444444,3,5,3,1
422003-1,25000,26000,1000,3.846153846,3.846153846,3,1,3,1
422004-1,14700,17700,3000,16.94915254,16.94915254,3,5,3,1
422005-1,14700,15200,500,3.289473684,3.289473684,4,5,3,1
422008-1,16500,18500,2000,10.81081081,10.81081081,4,1,3,1
422009-1,36500,42100,5600,13.30166271,13.30166271,4,1,3,1
422010-1,13500,15900,2400,15.09433962,15.09433962,4,2,3,1
422011-1,19500,24900,5400,21.68674699,21.68674699,3,5,3,1
422012-1,17700,16600,-1100,-6.626506024,6.626506024,4,4,2,1
422018-1,25250,27300,2050,7.509157509,7.509157509,3,4,2,1
422019-1,22500,23400,900,3.846153846,3.846153846,3,4,3,1
422020-1,28000,32000,4000,12.5,12.5,3,4,3,1
422022-1,21500,25100,3600,14.34262948,14.34262948,3,4,3,1
422023-1,4500,6100,1600,26.2295082,26.2295082,3,1,3,1
422024-1,14006,14100,94,0.666666667,0.666666667,3,1,3,1
422024-2,19800,17700,-2100,-11.86440678,11.86440678,3,5,4,1
422026-1,12300,17300,5000,28.9017341,28.9017341,3,1,3,1
422027-1,23600,27450,3850,14.02550091,14.02550091,3,4,3,1
422028-1,11500,13500,2000,14.81481481,14.81481481,4,2,2,1
422030-1,19500,36600,17100,46.72131148,46.72131148,3,4,3,1
422030-2,14000,36500,22500,61.64383562,61.64383562,3,4,2,1
422031-1,8600,8700,100,1.149425287,1.149425287,4,4,2,1
422032-1,27000,29500,2500,8.474576271,8.474576271,3,5,2,1
422033-1,58500,59100,600,1.015228426,1.015228426,3,4,3,1
422223-1,15900,14000,-1900,-13.57142857,13.57142857,4,2,2,1
422567-1,19900,18400,-1500,-8.152173913,8.152173913,3,4,2,1
422627-1,25000,23500,-1500,-6.382978723,6.382978723,3,4,2,1
422683-1,33250,31850,-1400,-4.395604396,4.395604396,3,2,2,1
422707-1,67000,70350,3350,4.761904762,4.761904762,3,5,3,1
422708-1,16600,18400,1800,9.782608696,9.782608696,3,4,2,1
423096-1,6500,6600,100,1.515151515,1.515151515,4,5,2,1
423346-1,10600,9650,-950,-9.844559585,9.844559585,3,1,3,1
423347-1,25500,31100,5600,18.00643087,18.00643087,3,5,2,1
423348-1,10800,13100,2300,17.55725191,17.55725191,3,5,3,1
423350-1,29000,18765,-10235,-54.54303224,54.54303224,3,4,2,1
423351-1,28000,31400,3400,10.82802548,10.82802548,3,5,2,1
423352-1,28000,40800,12800,31.37254902,31.37254902,3,1,3,1
423353-1,36000,28300,-7700,-27.20848057,27.20848057,3,4,3,1
423356-1,39750,43200,3450,7.986111111,7.986111111,4,5,3,1
423359-1,32500,35900,3400,9.470752089,9.470752089,4,5,3,1
423360-1,6000,3850,-2150,-55.84415584,55.84415584,4,1,2,1
423362-1,44000,47600,3600,7.56302521,7.56302521,3,5,2,1
423362-2,21500,24200,2700,11.15702479,11.15702479,3,5,1,1
423567-1,26524,30600,4076,13.32026144,13.32026144,1,4,2,1
423630-1,30500,39000,8500,21.79487179,21.79487179,3,5,2,1
424228-1,6100,43370,37270,85.9349781,85.9349781,4,4,2,1
424524-1,5800,5800,0,0,0,4,4,2,1
424735-1,5800,5600,-200,-3.571428571,3.571428571,4,4,2,1
424881-1,14000,16800,2800,16.66666667,16.66666667,4,4,2,1
424883-1,4600,5700,1100,19.29824561,19.29824561,3,5,2,1
424884-1,5300,6300,1000,15.87301587,15.87301587,3,4,3,1
424885-1,14500,14100,-400,-2.836879433,2.836879433,4,4,3,1
424886-1,57000,56400,-600,-1.063829787,1.063829787,3,5,2,1
424899-1,31000,32500,1500,4.615384615,4.615384615,4,5,2,1
426566-1,41424,47900,6476,13.51983299,13.51983299,3,5,4,1
665,10033.33333,10866.66667,833.3333333,7.668711656,7.668711656,3,1,1,3
75077,10350,13345,2995,22.4428625,22.4428625,3,6,1,1
75078,10350,13345,2995,22.4428625,22.4428625,3,6,1,1
75086,28740,28897.5,157.5,0.545029847,0.545029847,1,6,1,1
75182,7090,9052.5,1962.5,21.67909417,21.67909417,5,6,2,1
75186,47190,58555,11365,19.40910255,19.40910255,1,6,1,2
75253,22300,15750,-6550,-41.58730159,41.58730159,1,6,2,1
75395,12450,14088,1638,11.62691652,11.62691652,3,6,-2,1
75408,4056.666667,4685.833334,629.166667,13.42699627,13.42699627,3,6,1,1
75418,18452.5,18423.33333,-29.1666675,-0.158313737,0.158313737,1,6,1,1
75441,2300,3155,855,27.09984152,27.09984152,5,6,1,1
75443,1800,1876,76,4.051172708,4.051172708,5,6,2,1
75444,820,1111,291,26.19261926,26.19261926,6,6,2,1
75472,9360,20608.5,11248.5,54.5818473,54.5818473,3,6,4,1
75477,35400,39087,3687,9.432803745,9.432803745,1,6,3,1
75518,8970,9082.5,112.5,1.238645747,1.238645747,3,6,3,1
75520,16673.33333,17256,582.6666667,3.376603307,3.376603307,3,6,3,1
75529,47190,54336,7146,13.15150177,13.15150177,1,6,3,1
75643,63950,62835,-1115,-1.77448874,1.77448874,1,6,3,1
75691,7150,8870,1720,19.39120631,19.39120631,4,6,0,1
75732,13720,13272.5,-447.5,-3.371633076,3.371633076,1,6,2,1
75736,33306.66667,27645.33333,-5661.333333,-20.47844121,20.47844121,1,6,4,1
75861,1060,1197.5,137.5,11.4822547,11.4822547,5,6,4,1
75863,59140,63423.66667,4283.666667,6.754050801,6.754050801,1.333333333,6,3,1
75869,105157.5,95676.25,-9481.25,-9.909721587,9.909721587,1,6,1,3
75883,44545,57624,13079,22.69714008,22.69714008,2,6,3,1
75989,62920,70177,7257,10.34099491,10.34099491,1,6,3,1
76002,19226.66667,19225,-1.666666667,-0.008669267,0.008669267,1,6,1,1
76009,3310,4088.181818,778.181818,19.03491216,19.03491216,5,6,2,1
76158,1240,1607,367,22.83758556,22.83758556,5,6,3,1
76174,75405.45455,91790,16384.54545,17.85003318,17.85003318,1,6,1.181818182,1
76254,11620,22345,10725,47.99731484,47.99731484,3,6,3,3
76265,7160,6300,-860,-13.65079365,13.65079365,5,6,2,1
76267,12970,16875,3905,23.14074074,23.14074074,4,6,3,1
76359,44250,49626,5376,10.83303107,10.83303107,1,6,7,1
76375,7685,9200.25,1515.25,16.46966115,16.46966115,4,6,4,1
76378,23600,27418,3818,13.92515865,13.92515865,3,6,5,1
76411,34830,38232,3402,8.898305085,8.898305085,1,6,2,1
76437,17685,22200.5,4515.5,20.33963199,20.33963199,3,6,4,1
76441,19420,21869,2449,11.19850016,11.19850016,3,6,3,1
76469,110182.5,109975.5,-207,-0.188223741,0.188223741,1,6,4,1
76480,12740,17275,4535,26.25180897,26.25180897,3,6,2,1
76536,6080,7261,1181,16.26497728,16.26497728,4,6,2,1
76565,18815,22283.5,3468.5,15.56532861,15.56532861,3,6,3,1
76674,64800,93525,28725,30.71371291,30.71371291,1,6,1,3
76721,62552,62487.6,-64.4,-0.103060447,0.103060447,1,6,5,1
76825,30795,31848,1053,3.306330068,3.306330068,1,6,2,1
76938,38710,39090,380,0.972115631,0.972115631,3,6,4,1
76968,28540,27436,-1104,-4.023910191,4.023910191,3,6,1,3
76990,2380,2351,-29,-1.233517652,1.233517652,5,6,2,1
77037,36310,41299.66667,4989.666666,12.08161486,12.08161486,1,6,2,1
77057,12556.66667,16516.33333,3959.666667,23.97424771,23.97424771,3.666666667,6,1,3
77076,40047.5,46763.75,6716.25,14.36208602,14.36208602,3,6,2,2
77078,116150,132030,15880,12.02756949,12.02756949,1,6,3,1
77117,77060,87314,10254,11.74382115,11.74382115,1,6,2,1
77129,19106.66667,27326.66667,8220,30.08050744,30.08050744,1.666666667,6,2,3
77198,15060,23523.16667,8463.166667,35.9780075,35.9780075,3,6,2,1
77242,62445,74914.8,12469.8,16.64530907,16.64530907,1.4,6,4,2
77244,37175,49777.5,12602.5,25.3176636,25.3176636,1,6,0,1
77248,92640,111634,18994,17.01452962,17.01452962,1,6,11,2
77273,7633.333333,9043.333332,1409.999999,15.59159601,15.59159601,3,6,2,1
77284,5646.25,7300,1653.75,22.65410959,22.65410959,3,6,2,1
77308,2140,2540,400,15.7480315,15.7480315,5,6,2,1
77314,9766.666667,10411.66667,645.000001,6.194973596,6.194973596,1,6,2,1
77318,14700,18082.5,3382.5,18.70593115,18.70593115,3,6,2,1
77326,97596.66667,100576.6667,2980,2.962913863,2.962913863,1,6,1,2
77348,6666.666667,7387.777778,721.111111,9.760866294,9.760866294,3,6,3,1
77349,7100,7102.5,2.5,0.035198874,0.035198874,3,6,1,1
77351,18380,19466.66667,1086.666668,5.582191785,5.582191785,1,6,1,1
77355,42710,43846.38889,1136.38889,2.591750242,2.591750242,1,6,1,1
77419,81910,120395,38485,31.96561319,31.96561319,1,6,3,1
77447,43257.5,43260.625,3.125,0.007223659,0.007223659,1,6,1,1
77449,17166.66667,18396.66667,1230,6.685993839,6.685993839,3,6,1,1
77557,19660,16398,-3262,-19.89266984,19.89266984,3,6,4,1
77562,1600,1671.5,71.5,4.277594975,4.277594975,6,6,2,1
77568,86960,91017.5,4057.5,4.457933914,4.457933914,1,6,0,1
77592,5965,6999.375,1034.375,14.77810519,14.77810519,4.5,6,3,1
77688,3310,4275,965,22.57309942,22.57309942,5,6,0,1
77801,47212.22222,47427.11111,214.8888889,0.453092933,0.453092933,1,6,4,1
77856,9113.333333,6705.666667,-2407.666667,-35.90495601,35.90495601,4,6,2,1
77873,33005,35955,2950,8.20470032,8.20470032,1,6,1,1
77877,1100,1159.722222,59.7222221,5.149700589,5.149700589,5,6,2,1
77895,9410,12392.5,2982.5,24.06697599,24.06697599,3,6,3,3
77975,9640,10743.5,1103.5,10.27132685,10.27132685,3,6,1,1
78041,15255,16125,870,5.395348837,5.395348837,4,6,4,1
78043,31410,37127,5717,15.39849705,15.39849705,1,6,2,1
78044,3130,3152,22,0.697969543,0.697969543,5,6,2,1
78245,16583,17600,1017,5.778409091,5.778409091,1,6,1,1
78248,7860,12797.5,4937.5,38.58175425,38.58175425,1.5,6,1,1
78267,18220,14025,-4195,-29.91087344,29.91087344,3,6,3,1
78277,23637.5,31658,8020.5,25.33482848,25.33482848,3,6,4,1
78278,12630,12987,357,2.748902749,2.748902749,3,6,4,1
78295,47730,50775.54545,3045.545455,5.998055614,5.998055614,2.454545455,6,1,2
78300,9406.666667,9149.333333,-257.3333333,-2.812591081,2.812591081,3.666666667,6,5,1
78425,42680,52406.5,9726.5,18.55972065,18.55972065,1,6,4,1
78483,22670,29632.77778,6962.777777,23.49687845,23.49687845,3,6,2,1
78898,1150,1876.5,726.5,38.71569411,38.71569411,4,6,3,1
79014,16465,17340,875,5.046136101,5.046136101,3,6,4,1
79016,29010,34983.33333,5973.333333,17.07479752,17.07479752,3,6,4,1
79029,11390,12310.2825,920.2825,7.475722023,7.475722023,3.55,6,2,3
79078,76022.85714,73880.72381,-2142.133333,-2.899448223,2.899448223,1.857142857,6,0,3
79175,29086.66667,29491.66667,405,1.373269285,1.373269285,1,6,3,3
79258,11415,11194.25,-220.75,-1.971994551,1.971994551,4,6,2,1
79352,19307.5,20209.58333,902.0833338,4.463641426,4.463641426,2,6,1,1
79357,51348.7,57989.33333,6640.633333,11.45147383,11.45147383,2,6,1.1,2
79400,11350,13000,1650,12.69230769,12.69230769,3,6,0,3
79449,6659.166667,6937.777778,278.6111112,4.015855222,4.015855222,3.416666667,6,3,1
79453,26110,27278.09524,1168.095239,4.282173034,4.282173034,3.571428571,6,2,1
79455,8263.333333,8262.500001,-0.833332167,-0.010085715,0.010085715,3,6,1,1
79489,9520,10815,1295,11.97411003,11.97411003,3,6,3,1
79535,37760,48261.5,10501.5,21.75958062,21.75958062,1,6,3,1
79559,1480,2530,1050,41.50197628,41.50197628,5,6,2,1
79601,15599.375,20187.8125,4588.4375,22.72875033,22.72875033,3.4375,6,3,3
79608,58200,57778.71429,-421.2857143,-0.729136533,0.729136533,1.857142857,6,2,1
79745,11530,11894.375,364.375,3.063422836,3.063422836,3,6,2,1
79748,10715,12046.875,1331.875,11.05577173,11.05577173,3,6,2,1
79853,48555,47883.33333,-671.6666662,-1.402714931,1.402714931,1,6,1,1
79855,2960,2960,0,0,0,3,6,2,1
79944,28993.33333,48853,19859.66667,40.65188764,40.65188764,1,6,3,1
79951,74937.5,85665.0625,10727.5625,12.52268099,12.52268099,1.75,6,1,1
80005,85880,104220,18340,17.59739014,17.59739014,1,6,3,1
80030,48720,62781,14061,22.39690352,22.39690352,1,6,2,3
80057,830,802,-28,-3.49127182,3.49127182,5,6,4,1
80059,14390,15294,904,5.910814699,5.910814699,3,6,4,1
80065,30680,29708.33333,-971.66667,-3.270687249,3.270687249,1,6,1,1
80096,7338,9488.5,2150.5,22.66427781,22.66427781,3.8,6,4,1
80102,49363.75,51636.75,2273,4.401903683,4.401903683,1.75,6,2,2
80114,1180,1583,403,25.45799116,25.45799116,5,6,4,1
80119,48410,46039,-2371,-5.149981537,5.149981537,1,6,3,1
80122,1900,1700,-200,-11.76470588,11.76470588,5,6,0,3
80130,28863,35380,6517,18.42001131,18.42001131,1,6,2,1
80139,1910,1779,-131,-7.363687465,7.363687465,5,6,3,1
80141,4040,3735,-305,-8.165997323,8.165997323,5,6,4,1
80142,1170,2387.5,1217.5,50.9947644,50.9947644,5,6,4,1
80145,7200,6991,-209,-2.989558003,2.989558003,4,6,3,1
80168,8726.666667,10206.66667,1480,14.50032658,14.50032658,4,6,2,1
80169,16940,17844.16667,904.166665,5.067015356,5.067015356,4,6,3,1
80170,797.5,981.2499998,183.7499998,18.72611464,18.72611464,5,6,1,1
80171,690,595,-95,-15.96638655,15.96638655,5,6,3,1
80172,2917.142857,3972.380952,1055.238095,26.56437305,26.56437305,4.571428571,6,1,1
80173,3866.25,4053.75,187.5,4.625346901,4.625346901,4,6,2,1
80174,2570,2783.645833,213.6458331,7.675036479,7.675036479,5,6,2,1
80175,1730,1986.666667,256.6666667,12.91946309,12.91946309,5,6,3,1
80176,6000,7010,1010,14.40798859,14.40798859,3,6,2,1
80177,6275,8315,2040,24.53397474,24.53397474,3.5,6,3,1
80178,2710,3184.583333,474.583333,14.90252518,14.90252518,4,6,2,1
80179,3436.666667,3233.333333,-203.3333333,-6.288659794,6.288659794,4.333333333,6,3,1
80181,4293.333333,5114.722222,821.3888887,16.05930592,16.05930592,5,6,2,1
80182,7076.666667,8383.333333,1306.666667,15.58648111,15.58648111,5,6,2,1
80183,3860,4085,225,5.507955936,5.507955936,4.5,6,3,1
80196,9580,9709,129,1.328664126,1.328664126,4,6,0,1
80197,3220,3130,-90,-2.875399361,2.875399361,4,6,5,1
80198,1150,2080,930,44.71153846,44.71153846,5,6,5,1
80209,1150,1876.5,726.5,38.71569411,38.71569411,4,6,3,1
80217,7070,9434.5,2364.5,25.06227145,25.06227145,4,6,5,1
80395,17340,19430,2090,10.75656202,10.75656202,1,6,2,1
80491,18140,18932.25,792.25,4.184658453,4.184658453,3,6,1,1
80605,8880,9975,1095,10.97744361,10.97744361,4,6,2,1
80613,2670,4057,1387,34.18782351,34.18782351,5,6,3,1
80619,134080,139632.25,5552.25,3.976337845,3.976337845,1,6,2,1
80791,15990,17660,1670,9.456398641,9.456398641,4,6,2,1
80810,31025.83333,31799.58333,773.75,2.433207982,2.433207982,2.75,6,0,3
80931,172000,171196.6667,-803.3333,-0.469245877,0.469245877,1,6,1,1
80963,11910,12866.25,956.25,7.4322355,7.4322355,3,6,3,1
80993,6990,10200,3210,31.47058824,31.47058824,4,6,3,1
81137,9193.333333,14046.66667,4853.333333,34.55149502,34.55149502,3.666666667,6,0,1
81147,80463.57143,100054.7619,19591.19049,19.58046785,19.58046785,1,6,2,1
81162,3510,4665,1155,24.75884244,24.75884244,5,6,2,1
81215,1690,1507,-183,-12.14333112,12.14333112,5,6,5,3
81243,7862.5,8958.625,1096.125,12.23541559,12.23541559,4,6,2,1
81269,6460,6470,10,0.154559505,0.154559505,3,6,1,1
81300,7032.5,9594.375,2561.875,26.70184353,26.70184353,3.5,6,1,1
81328,3150,2989,-161,-5.386416862,5.386416862,5,6,3,1
81338,21706.66667,20678.53333,-1028.133333,-4.971983829,4.971983829,3.6,6,5,1
81359,124000,124260,260,0.209238693,0.209238693,1,6,1,1
81405,17433.33333,18153.33333,720,3.966213735,3.966213735,4,6,2,1
81485,15130,17270,2140,12.39143023,12.39143023,3,6,1,1
81486,10640,10636.66667,-3.33333,-0.031338107,0.031338107,1,6,1,1
81504,10765,10643.5,-121.5,-1.141541786,1.141541786,3,6,1,1
81539,7380,7078.333333,-301.6666667,-4.261831881,4.261831881,3,6,2,2
81587,4270,4731,461,9.744240118,9.744240118,3,6,1,1
81725,36900,35402.5,-1497.5,-4.229927265,4.229927265,1,6,5,1
81796,38208.33333,37287,-921.3333333,-2.470923736,2.470923736,1.666666667,6,3,2
81797,14700,23929.75,9229.75,38.57018983,38.57018983,3,6,1,1
81899,29010,32983.5,3973.5,12.04693256,12.04693256,3,6,3,1
81918,5680,5531,-149,-2.693907069,2.693907069,5,6,2,1
81934,4570,3660,-910,-24.86338798,24.86338798,4,6,1,1
81935,12260,12256.5,-3.5,-0.028556276,0.028556276,3,6,1,1
81937,14140,14144,4,0.028280543,0.028280543,3,6,1,1
81940,9165,8680,-485,-5.587557604,5.587557604,4,6,2,1
82030,25150,27260,2110,7.740278797,7.740278797,3.5,6,2,1
82035,4830,4996.666666,166.6666665,3.335557035,3.335557035,4,6,2,1
82040,5075,4595,-480,-10.44613711,10.44613711,4.25,6,1,1
82131,3658.333333,3993.166667,334.8333333,8.385157978,8.385157978,4.083333333,6,3,1
82154,10195,11878.75,1683.75,14.17447122,14.17447122,3,6,0,1
82249,87690,86005,-1685,-1.959188419,1.959188419,1,6,2,1
82275,4630,4720,90,1.906779661,1.906779661,4,6,2,1
82277,7090,9008.5,1918.5,21.29655326,21.29655326,3,6,3,1
82298,8795,11272.875,2477.875,21.98086114,21.98086114,3.75,6,2,1
82315,8221,8665.333334,444.3333337,5.12771196,5.12771196,3.5,6,2,1
82485,7580,8401.5,821.5,9.778015831,9.778015831,5,6,2,1
82505,26988.33333,29519.5,2531.166667,8.57455806,8.57455806,3,6,3,1
82506,29920,28870.33333,-1049.666667,-3.635796839,3.635796839,3,6,2,1
82507,22895,22587,-308,-1.363616239,1.363616239,3,6,2,1
82606,17290,20763,3473,16.72686991,16.72686991,3,6,4,1
82625,48555,51502,2947,5.722107879,5.722107879,1,6,2,3
82632,15507.5,13852,-1655.5,-11.95134277,11.95134277,3.5,6,6,1
82689,5942,6677.8,735.8,11.01859894,11.01859894,4.2,6,2,1
82757,10875,13459,2584,19.19904896,19.19904896,3,6,4,2
82771,3285,3340,55,1.646706587,1.646706587,3,6,2,1
82772,5450,5325,-125,-2.34741784,2.34741784,4,6,1,1
82773,9910,10778.33333,868.3333333,8.056285758,8.056285758,3.75,6,2,1
82774,1920,2365,445,18.81606765,18.81606765,4,6,2,1
82812,1230,1232.5,2.5,0.202839757,0.202839757,5,6,2,1
82824,19070,19585.5,515.5,2.63204922,2.63204922,3,6,2,1
82826,250,249.1666667,-0.8333333,-0.334448147,0.334448147,5,6,2,3
82838,446,550,104,18.90909091,18.90909091,5,6,2,3
82961,36350,50436.25,14086.25,27.92882104,27.92882104,1,6,2,1
83044,110775,117799.4167,7024.416667,5.963031792,5.963031792,1,6,1,1
83079,25190,22414.25,-2775.75,-12.38386294,12.38386294,3,6,4,1
83138,10012,9828.05,-183.95,-1.871683599,1.871683599,3,6,3,1
83203,6720,7270,550,7.565337001,7.565337001,4,6,6,1
83239,42360,42365,5,0.011802195,0.011802195,1,6,1,1
83245,58012.5,57314.375,-698.125,-1.218062659,1.218062659,1,6,3,2
83273,71457.77778,88754.44444,17296.66667,19.48822594,19.48822594,1,6,1,1
83301,72326.66667,95145.55556,22818.88889,23.98313695,23.98313695,1,6,3,1
83310,12380,12380,0,0,0,4,6,1.5,1
83359,6925,7748,823,10.62209602,10.62209602,4,6,1,1
83388,56270,67126,10856,16.17257099,16.17257099,1,6,2,1
83406,1185,1441.25,256.25,17.77970512,17.77970512,5,6,1,1
83410,693.3333333,789.4444445,96.11111113,12.17452498,12.17452498,6,6,1,1
83414,1326.666667,1810.277778,483.611111,26.71474604,26.71474604,5,6,1,1
83415,1070,1246.388889,176.3888889,14.15199465,14.15199465,5,6,1,1
83417,17730,19785.83333,2055.83333,10.39043085,10.39043085,3,6,1,1
83418,3376.666667,3153.333333,-223.3333333,-7.082452431,7.082452431,5,6,1,1
83426,2620,2560,-60,-2.34375,2.34375,4,6,2,1
83443,3140,3036,-104,-3.425559947,3.425559947,5,6,3,1
83444,1370,1452,82,5.64738292,5.64738292,5,6,3,1
83445,2860,2860,0,0,0,3,6,0,1
83446,19610,19609,-1,-0.005099699,0.005099699,3,6,0,1
83449,52020,52024.5,4.5,0.008649771,0.008649771,1,6,2,1
83456,20170,19485.25,-684.75,-3.514196636,3.514196636,4,6,3,1
83481,11470,12660,1190,9.399684044,9.399684044,3,6,0,1
