InternalProjectID,AverageCount,AverageForecast,Error,PercentError,AbsPE,ImprovementType,Func_Class,Forecast_Method,Diff_Year,UnifiedImprovementType
25666,2536.666667,3693.886667,-1157.22,-31.32797794,31.32797794,1,5,6,2,1
25667,2120,2780,-660,-23.74100719,23.74100719,1,4,6,2,1
25668,6436.666667,10246.11333,-3809.446667,-37.17943129,37.17943129,1,3,6,1,1
25669,3440,3437.5,2.5,0.072727273,0.072727273,1,4,6,1,1
2567,11050,11550,-500,-4.329004329,4.329004329,12,3,4,2,3
25672,4631.25,6378.2275,-1746.9775,-27.38970192,27.38970192,1,3,6,2,1
25673,1650,2000.625,-350.625,-17.5257732,17.5257732,1,5,6,2,1
25676,1290,1843.33,-553.33,-30.01795663,30.01795663,1,5,6,2,1
25677,2680,3310.834,-630.834,-19.05362818,19.05362818,1,5,6,2,1
25679,3724,5678.834,-1954.834,-34.42315799,34.42315799,1,4,6,1,1
25681,2748,3974.664,-1226.664,-30.86208042,30.86208042,1,4,6,1,1
25683,9752.5,10518.96,-766.46,-7.286461779,7.286461779,1,4,6,3,1
25695,10580,14655,-4075,-27.80620948,27.80620948,1,3.5,6,2,1
25697,7750,9608.33,-1858.33,-19.34082197,19.34082197,1,3,6,2,1
25698,11175,13134.17,-1959.17,-14.9165878,14.9165878,1,4,6,2,1
25700,8782.5,10693.12625,-1910.62625,-17.86779848,17.86779848,1,3.125,6,2,1
25713,112045,104185.75,7859.25,7.543498031,7.543498031,12,1,6,2,3
25733,48057.5,45575.6,2481.9,5.445677073,5.445677073,11,2.1,6,5,2
25734,52020,56349.5,-4329.5,-7.683297988,7.683297988,1,1,6,6,1
2576,5038,37725,-32687,-86.64546057,86.64546057,12,3,5,2,3
25760,24925,27406.75,-2481.75,-9.055250987,9.055250987,12,1,6,6,3
25768,18983.33333,26488.33333,-7505,-28.33322847,28.33322847,2,3,6,3,1
25769,9930,12738.66667,-2808.666667,-22.04835671,22.04835671,3,3,6,4,1
2577,17350,14666.66667,2683.333333,18.29545455,18.29545455,12,3.166666667,1,2,3
2621,1800,1900,-100,-5.263157895,5.263157895,12,3,1,3,3
2627,22000,17400,4600,26.43678161,26.43678161,12,3,1,2,3
2649,14000,13000,1000,7.692307692,7.692307692,12,3,4,1,3
2653,16600,16700,-100,-0.598802395,0.598802395,12,3,1,1,3
2671,82993,158766.6667,-75773.66667,-47.72643292,47.72643292,12,3,5,1,3
2690,19600,18500,1100,5.945945946,5.945945946,12,3,1,0,3
2698,510,750,-240,-32,32,12,6,1,1,3
2717,870,780,90,11.53846154,11.53846154,12,5,1,1,3
2726,4900,5800,-900,-15.51724138,15.51724138,12,4,1,1,3
2729,620,775,-155,-20,20,12,4,1,1,3
2737,3000,3600,-600,-16.66666667,16.66666667,12,4,1,1,3
2739,3100,4700,-1600,-34.04255319,34.04255319,12,4,1,1,3
2764,856.6666667,1406.666667,-550,-39.09952607,39.09952607,12,5,1,1,3
2833,32580,35040,-2460,-7.020547945,7.020547945,12,1,1,2,3
2834,9700,15000,-5300,-35.33333333,35.33333333,12,4,4,3,3
2840,5100,5250,-150,-2.857142857,2.857142857,12,3.8,4,1,3
2891,2600,2625,-25,-0.952380952,0.952380952,12,4,4,2,3
2923,8725,11675,-2950,-25.26766595,25.26766595,12,3.25,4,1,3
2926,9250,9200,50,0.543478261,0.543478261,12,4.25,4,2,3
2927,4475,4525,-50,-1.104972376,1.104972376,12,4,4,0,3
2962,36625,39600,-2975,-7.512626263,7.512626263,12,3,4,1,3
2963,11500,11975,-475,-3.966597077,3.966597077,12,4,4,1,3
3055,11444.61538,12119.23077,-674.6153846,-5.56648683,5.56648683,12,5.307692308,4,2,3
3073,1200,2800,-1600,-57.14285714,57.14285714,12,4,1,2,3
3076,48800,51866.66667,-3066.666667,-5.912596401,5.912596401,12,1,4,1,3
3082,7250,8200,-950,-11.58536585,11.58536585,12,4.5,4,2,3
3135,3350,3750,-400,-10.66666667,10.66666667,12,5,4,1,3
3200,260,470,-210,-44.68085106,44.68085106,12,6,4,1,3
3202,700,790,-90,-11.39240506,11.39240506,12,5,1,1,3
3209,3237.5,3825,-587.5,-15.35947712,15.35947712,12,4.5,4,1,3
3231,2460,2200,260,11.81818182,11.81818182,12,4.2,1,2,3
3253,3650,3750,-100,-2.666666667,2.666666667,12,4,1,1,3
3278,32650,30900,1750,5.663430421,5.663430421,12,1,4,1,3
3317,9500,10916.66667,-1416.666667,-12.97709924,12.97709924,12,3.666666667,4,1,3
3324,34066.66667,38766.66667,-4700,-12.12381771,12.12381771,12,1,1,1,3
3331,450,430,20,4.651162791,4.651162791,12,5,1,1,3
3362,17066.66667,21100,-4033.333333,-19.11532385,19.11532385,12,3.333333333,4,0,3
3364,2500,4800,-2300,-47.91666667,47.91666667,12,5,4,1,3
3366,3700,5300,-1600,-30.18867925,30.18867925,12,5,4,1,3
3374,720,700,20,2.857142857,2.857142857,12,5,1,1,3
3376,780,700,80,11.42857143,11.42857143,12,5,1,1,3
3384,5600,6600,-1000,-15.15151515,15.15151515,12,4,4,0,3
3385,650,630,20,3.174603175,3.174603175,12,5,1,0,3
3394,6770,8510,-1740,-20.44653349,20.44653349,12,6.3,4,0,3
3434,9283.333333,11583.33333,-2300,-19.85611511,19.85611511,12,3.333333333,4,0,3
3456,8336.666667,9511.666667,-1175,-12.35325039,12.35325039,12,3,1,0,3
3489,4850,4900,-50,-1.020408163,1.020408163,12,3,1,1,3
3490,130,170,-40,-23.52941176,23.52941176,12,5,1,1,3
3493,2600,2500,100,4,4,12,3,1,2,3
3507,1400,1500,-100,-6.666666667,6.666666667,12,5,1,1,3
3512,2383.333333,2481.666667,-98.33333333,-3.962390866,3.962390866,12,3.833333333,4,1,3
3531,4300,6600,-2300,-34.84848485,34.84848485,12,4,4,1,3
3558,4100,4300,-200,-4.651162791,4.651162791,12,5,1,1,3
3609,35700,38300,-2600,-6.788511749,6.788511749,12,3,1,1,3
404418-1,49000,51500,-2500,-4.854368932,4.854368932,2,3,1,0,1
404525-1,19900,23450,-3550,-15.13859275,15.13859275,4,3,5,4,1
405506-2,36500,53700,-17200,-32.02979516,32.02979516,4,3,1,5,1
406869-3,52500,53400,-900,-1.685393258,1.685393258,1,1,1,6,1
406869-4,31000,35400,-4400,-12.42937853,12.42937853,1,1,1,6,1
406869-5,29500,45000,-15500,-34.44444444,34.44444444,1,1,1,6,1
406869-6,31000,43900,-12900,-29.38496583,29.38496583,1,1,1,6,1
408638-1,26000,24500,1500,6.12244898,6.12244898,1,3,1,4,1
408639-1,2600,2800,-200,-7.142857143,7.142857143,1,3,1,3,1
408905-1,41500,27200,14300,52.57352941,52.57352941,12,4,1,1,3
409093-1,7900,22200,-14300,-64.41441441,64.41441441,1,4,5,3,1
409165-1,32750,27950,4800,17.17352415,17.17352415,1,3,5,2,1
409166-1,15789,13400,2389,17.82835821,17.82835821,1,3,5,2,1
409167-1,9800,14900,-5100,-34.22818792,34.22818792,1,4,5,3,1
409173-1,2100,2300,-200,-8.695652174,8.695652174,1,3,4,0,1
409180-1,6833.333333,6700,133.3333333,1.990049751,1.990049751,1,4,5,2,1
409846-1,35000,29800,5200,17.44966443,17.44966443,1,3,1,1,1
409847-1,47500,45000,2500,5.555555556,5.555555556,1,3,1,2,1
409870-1,11282,16200,-4918,-30.35802469,30.35802469,4,3,5,4,1
410250-1,5500,6500,-1000,-15.38461538,15.38461538,4,4,4,5,1
410777-1,12500,11600,900,7.75862069,7.75862069,1,4,4,2,1
410983-1,43229.66667,48700,-5470.333333,-11.23271732,11.23271732,4,3,4,4,1
411092-1,10200,16900,-6700,-39.64497041,39.64497041,1,3,1,5,1
411116-1,11500,17400,-5900,-33.90804598,33.90804598,1,3,1,1,1
411256-3,14100,13300,800,6.015037594,6.015037594,4,3,1,4,1
411256-4,12200,13600,-1400,-10.29411765,10.29411765,4,3,1,5,1
411257-3,14500,16500,-2000,-12.12121212,12.12121212,4,3,5,3,1
411257-4,13900,12200,1700,13.93442623,13.93442623,4,3,4,5,1
411476-1,20500,29800,-9300,-31.20805369,31.20805369,1,3,4,7,1
411603-1,25000,38800,-13800,-35.56701031,35.56701031,1,3,4,3,1
411603-1A,31250,40950,-9700,-23.68742369,23.68742369,1,3,4,2,1
411612-1,15500,15900,-400,-2.51572327,2.51572327,1,4,4,2,1
411613-1,7400,10200,-2800,-27.45098039,27.45098039,1,3,4,3,1
411613-1A,6550,5900,650,11.01694915,11.01694915,1,3,4,3,1
411614-1,15700,14650,1050,7.167235495,7.167235495,1,4,5,2,1
411660-1,13700,14600,-900,-6.164383562,6.164383562,1,3,4,1,1
411661-1,5200,6700,-1500,-22.3880597,22.3880597,1,3,4,1,1
411662-1,4200,5200,-1000,-19.23076923,19.23076923,1,3,4,1,1
411664-1,27875,25750,2125,8.252427184,8.252427184,1,3,5,2,1
411666-1,21000,20100,900,4.47761194,4.47761194,1,3,4,3,1
411667-1,29500,40600,-11100,-27.33990148,27.33990148,1,3,4,3,1
411672-1,21940,23320,-1380,-5.917667238,5.917667238,1,3,4,2,1
411727-1,5100,5495,-395,-7.188353048,7.188353048,1,3,4,2,1
411728-1,43500,49400,-5900,-11.94331984,11.94331984,1,3,5,3,1
411730-1,58500,67900,-9400,-13.84388807,13.84388807,1,3,4,4,1
411742-1,23745.33333,25566.66667,-1821.333333,-7.123859192,7.123859192,1,3,5,2,1
411777-1,34321.5,32665,1656.5,5.071177101,5.071177101,1,3,4,4,1
411778-1,28500,28400,100,0.352112676,0.352112676,1,3,4,3,1
411781-1,11600,10950,650,5.936073059,5.936073059,1,3,4,3,1
411782-1,19500,28250,-8750,-30.97345133,30.97345133,1,3,4,4,1
411783-1,7300,6900,400,5.797101449,5.797101449,1,3,5,3,1
411787-1,6300,7900,-1600,-20.25316456,20.25316456,1,1,5,2,1
411809-1,36713.75,36950,-236.25,-0.639377537,0.639377537,1,3,5,3,1
411981-1,16000,19160,-3160,-16.49269311,16.49269311,1,4,4,3,1
411983-1,25250,22100,3150,14.25339367,14.25339367,1,3.5,1,2,1
411985-1,18500,13300,5200,39.09774436,39.09774436,1,3,4,3,1
411993-1,24250,21800,2450,11.23853211,11.23853211,1,3,5,3,1
411997-1,38000,39200,-1200,-3.06122449,3.06122449,1,3,4,2,1
412357-1,4900,4700,200,4.255319149,4.255319149,5,3,1,2,1
413473-1,10300,6000,4300,71.66666667,71.66666667,12,3,4,3,3
413570-1,31500,27600,3900,14.13043478,14.13043478,1,3,4,2,1
413571-1,18700,15200,3500,23.02631579,23.02631579,1,3,5,3,1
413574-1,27000,19500,7500,38.46153846,38.46153846,1,4,5,2,1
413575-1,17200,14500,2700,18.62068966,18.62068966,1,3,5,3,1
413576-1,27000,33700,-6700,-19.88130564,19.88130564,1,3,5,3,1
413577-1,41000,39100,1900,4.859335038,4.859335038,1,4,5,2,1
413578-1,47000,46400,600,1.293103448,1.293103448,1,3,5,3,1
413582-1,28000,32700,-4700,-14.37308869,14.37308869,1,3,4,3,1
413583-1,42000,38500,3500,9.090909091,9.090909091,1,3,4,3,1
413584-1,32000,33200,-1200,-3.614457831,3.614457831,1,3,5,3,1
413585-1,27000,40400,-13400,-33.16831683,33.16831683,1,3,5,3,1
413586-1,6500,4400,2100,47.72727273,47.72727273,1,3,5,3,1
413587-1,14300,13800,500,3.623188406,3.623188406,1,3,4,3,1
413589-1,27000,25200,1800,7.142857143,7.142857143,1,3,4,3,1
413590-1,46000,47930,-1930,-4.026705612,4.026705612,1,3,4,2,1
413592-1,15050,20050,-5000,-24.93765586,24.93765586,1,3,1,2,1
413594-1,54000,47200,6800,14.40677966,14.40677966,1,3,4,2,1
413595-1,3700,4200,-500,-11.9047619,11.9047619,1,3,5,3,1
413596-1,11500,12100,-600,-4.958677686,4.958677686,1,3,5,3,1
413603-1,41500,36500,5000,13.69863014,13.69863014,1,3,5,3,1
415973-1,7700,15400,-7700,-50,50,4,4,5,2,1
415977-1,29000,21100,7900,37.44075829,37.44075829,4,3,5,2,1
415978-1,23000,20800,2200,10.57692308,10.57692308,4,3,1,3,1
416153-1,9500,14500,-5000,-34.48275862,34.48275862,1,4,5,0,1
416187-1,20650,24000,-3350,-13.95833333,13.95833333,4,3.5,5,2,1
416188-1,35500,42100,-6600,-15.67695962,15.67695962,1,3,1,2,1
416189-1,53000,58100,-5100,-8.777969019,8.777969019,4,4,5,2,1
416194-1,17700,23400,-5700,-24.35897436,24.35897436,4,3,4,5,1
416219-1,18200,21800,-3600,-16.51376147,16.51376147,4,4,4,4,1
416221-1,5100,4750,350,7.368421053,7.368421053,4,4,1,2,1
416407-1,18200,19700,-1500,-7.614213198,7.614213198,4,3,1,2,1
416408-1,32500,48500,-16000,-32.98969072,32.98969072,12,3,1,3,3
416518-1,1600,3050,-1450,-47.54098361,47.54098361,2,1,4,2,1
416657-1,14900,17200,-2300,-13.37209302,13.37209302,4,3,1,3,1
416740-1,36000,44300,-8300,-18.73589165,18.73589165,12,3,4,3,3
416753-1,10500,13100,-2600,-19.84732824,19.84732824,4,4,1,2,1
416773-1,28000,32700,-4700,-14.37308869,14.37308869,12,3,4,3,3
416798-1,13200,14600,-1400,-9.589041096,9.589041096,4,3,5,2,1
416893-1,37500,22900,14600,63.75545852,63.75545852,4,4,4,2,1
416939-1,69750,83050,-13300,-16.01444913,16.01444913,1,3,5,2,1
417006-1,9400,9300,100,1.075268817,1.075268817,2,3,5,2,1
417141-1,4300,4000,300,7.5,7.5,1,4,1,3,1
417153-1,19200,22400,-3200,-14.28571429,14.28571429,1,3,4,2,1
417154-1,8300,6950,1350,19.42446043,19.42446043,1,3,1,3,1
417158-1,6000,6100,-100,-1.639344262,1.639344262,2,3,4,2,1
417165-1,10500,13200,-2700,-20.45454545,20.45454545,4,3,5,3,1
417247-1,9300,6795,2505,36.86534216,36.86534216,2,3,4,2,1
417378-1,7800,9700,-1900,-19.58762887,19.58762887,12,3,4,0,3
417380-1,5300,4700,600,12.76595745,12.76595745,12,4,4,0,3
418321-1,28500,28300,200,0.706713781,0.706713781,4,3,1,5,1
418328-1,27500,32300,-4800,-14.86068111,14.86068111,4,3,5,5,1
418647-1,14500,26600,-12100,-45.4887218,45.4887218,1,3,4,3,1
419367-1,8400,22700,-14300,-62.99559471,62.99559471,4,1,5,2,1
419370-1,5600,5300,300,5.660377358,5.660377358,4,3,1,2,1
419557-1,11600,12700,-1100,-8.661417323,8.661417323,1,3,1,2,1
419561-1,11390,15500,-4110,-26.51612903,26.51612903,1,3,1,3,1
419562-1,32000,26700,5300,19.85018727,19.85018727,1,3,1,3,1
419563-1,55500,28700,26800,93.37979094,93.37979094,1,3,1,2,1
419564-1,5300,7100,-1800,-25.35211268,25.35211268,1,4,4,3,1
419581-1,50000,47700,2300,4.821802935,4.821802935,1,3,4,2,1
419582-1,54000,57500,-3500,-6.086956522,6.086956522,1,4,1,3,1
419583-1,3200,5000,-1800,-36,36,1,4,1,2,1
419584-1,18900,16900,2000,11.83431953,11.83431953,1,3,5,3,1
419585-1,28000,30500,-2500,-8.196721311,8.196721311,1,3,5,2,1
419586-1,19000,15900,3100,19.49685535,19.49685535,1,4,1,2,1
419587-1,7600,18000,-10400,-57.77777778,57.77777778,1,5,4,3,1
419587-2,16000,23500,-7500,-31.91489362,31.91489362,1,5,4,3,1
419588-1,29000,34200,-5200,-15.20467836,15.20467836,1,3,1,2,1
419588-2,18200,20200,-2000,-9.900990099,9.900990099,1,3,1,2,1
419589-1,9400,12900,-3500,-27.13178295,27.13178295,1,3,5,3,1
419591-1,29000,34900,-5900,-16.90544413,16.90544413,1,3,4,3,1
419592-1,13700,15600,-1900,-12.17948718,12.17948718,1,3,4,2,1
419593-1,13700,12400,1300,10.48387097,10.48387097,1,3,1,2,1
419595-1,43500,49000,-5500,-11.2244898,11.2244898,1,3,5,3,1
419596-1,39000,50000,-11000,-22,22,1,3,5,3,1
419597-1A,12500,13700,-1200,-8.759124088,8.759124088,1,3,5,3,1
421621-1,28000,30800,-2800,-9.090909091,9.090909091,1,3,5,3,1
421974-1,16100,25200,-9100,-36.11111111,36.11111111,1,4,1,3,1
421975-1,35000,37200,-2200,-5.913978495,5.913978495,1,3,5,2,1
421976-1,10400,14600,-4200,-28.76712329,28.76712329,1,4,1,3,1
421977-1,19600,24300,-4700,-19.34156379,19.34156379,1,3,1,3,1
421978-1,7100,7400,-300,-4.054054054,4.054054054,1,3,5,3,1
421979-1,2900,3000,-100,-3.333333333,3.333333333,1,4,5,3,1
421981-1,24500,22100,2400,10.85972851,10.85972851,1,3,5,3,1
421986-1,4700,4250,450,10.58823529,10.58823529,1,4,4,3,1
421988-1,14300,14200,100,0.704225352,0.704225352,1,3,5,2,1
421989-1,36500,37300,-800,-2.144772118,2.144772118,1,3,1,3,1
421990-1,14008,14200,-192,-1.352112676,1.352112676,1,3,5,3,1
421991-1,28881,45000,-16119,-35.82,35.82,1,3,5,3,1
422001-1,12900,15100,-2200,-14.56953642,14.56953642,1,3,1,3,1
422002-1,29500,45000,-15500,-34.44444444,34.44444444,1,3,5,3,1
422003-1,25000,26000,-1000,-3.846153846,3.846153846,1,3,1,3,1
422004-1,14700,17700,-3000,-16.94915254,16.94915254,1,3,5,3,1
422005-1,14700,15200,-500,-3.289473684,3.289473684,1,4,5,3,1
422008-1,16500,18500,-2000,-10.81081081,10.81081081,1,4,1,3,1
422009-1,36500,42100,-5600,-13.30166271,13.30166271,1,4,1,3,1
422010-1,13500,15900,-2400,-15.09433962,15.09433962,1,4,2,3,1
422011-1,19500,24900,-5400,-21.68674699,21.68674699,1,3,5,3,1
422012-1,17700,16600,1100,6.626506024,6.626506024,1,4,4,2,1
422018-1,25250,27300,-2050,-7.509157509,7.509157509,1,3,4,2,1
422019-1,22500,23400,-900,-3.846153846,3.846153846,1,3,4,3,1
422020-1,28000,32000,-4000,-12.5,12.5,1,3,4,3,1
422022-1,21500,25100,-3600,-14.34262948,14.34262948,1,3,4,3,1
422023-1,4500,6100,-1600,-26.2295082,26.2295082,1,3,1,3,1
422024-1,14006,14100,-94,-0.666666667,0.666666667,1,3,1,3,1
422024-2,19800,17700,2100,11.86440678,11.86440678,1,3,5,4,1
422026-1,12300,17300,-5000,-28.9017341,28.9017341,1,3,1,3,1
422027-1,23600,27450,-3850,-14.02550091,14.02550091,1,3,4,3,1
422028-1,11500,13500,-2000,-14.81481481,14.81481481,1,4,2,2,1
422030-1,19500,36600,-17100,-46.72131148,46.72131148,1,3,4,3,1
422030-2,14000,36500,-22500,-61.64383562,61.64383562,1,3,4,2,1
422031-1,8600,8700,-100,-1.149425287,1.149425287,1,4,4,2,1
422032-1,27000,29500,-2500,-8.474576271,8.474576271,1,3,5,2,1
422033-1,58500,59100,-600,-1.015228426,1.015228426,1,3,4,3,1
422223-1,15900,14000,1900,13.57142857,13.57142857,4,4,2,2,1
422567-1,19900,18400,1500,8.152173913,8.152173913,1,3,4,2,1
422627-1,25000,23500,1500,6.382978723,6.382978723,4,3,4,2,1
422683-1,33250,31850,1400,4.395604396,4.395604396,1,3,2,2,1
422707-1,67000,70350,-3350,-4.761904762,4.761904762,1,3,5,3,1
422708-1,16600,18400,-1800,-9.782608696,9.782608696,1,3,4,2,1
423096-1,6500,6600,-100,-1.515151515,1.515151515,4,4,5,2,1
423346-1,10600,9650,950,9.844559585,9.844559585,1,3,1,3,1
423347-1,25500,31100,-5600,-18.00643087,18.00643087,1,3,5,2,1
423348-1,10800,13100,-2300,-17.55725191,17.55725191,1,3,5,3,1
423350-1,29000,18765,10235,54.54303224,54.54303224,1,3,4,2,1
423351-1,28000,31400,-3400,-10.82802548,10.82802548,1,3,5,2,1
423352-1,28000,40800,-12800,-31.37254902,31.37254902,1,3,1,3,1
423353-1,36000,28300,7700,27.20848057,27.20848057,1,3,4,3,1
423356-1,39750,43200,-3450,-7.986111111,7.986111111,1,4,5,3,1
423359-1,32500,35900,-3400,-9.470752089,9.470752089,1,4,5,3,1
423360-1,6000,3850,2150,55.84415584,55.84415584,1,4,1,2,1
423362-1,44000,47600,-3600,-7.56302521,7.56302521,1,3,5,2,1
423362-2,21500,24200,-2700,-11.15702479,11.15702479,1,3,5,1,1
423567-1,26524,30600,-4076,-13.32026144,13.32026144,1,1,4,2,1
423630-1,30500,39000,-8500,-21.79487179,21.79487179,1,3,5,2,1
424228-1,35277,43370,-8093,-18.66036431,18.66036431,1,4,4,2,1
424524-1,5800,5800,0,0,0,1,4,4,2,1
424735-1,5800,5600,200,3.571428571,3.571428571,2,4,4,2,1
424881-1,14000,16800,-2800,-16.66666667,16.66666667,1,4,4,2,1
424883-1,4600,5700,-1100,-19.29824561,19.29824561,1,3,5,2,1
424884-1,5300,6300,-1000,-15.87301587,15.87301587,1,3,4,3,1
424885-1,14500,14100,400,2.836879433,2.836879433,1,4,4,3,1
424886-1,57000,56400,600,1.063829787,1.063829787,1,3,5,2,1
424899-1,31000,32500,-1500,-4.615384615,4.615384615,1,4,5,2,1
426566-1,41424,47900,-6476,-13.51983299,13.51983299,1,3,5,4,1
665,10033.33333,10866.66667,-833.3333333,-7.668711656,7.668711656,12,3,1,1,3
75077,10350,13345,-2995,-22.4428625,22.4428625,1,3,6,1,1
75078,10350,13345,-2995,-22.4428625,22.4428625,3,3,6,1,1
75086,28740,28897.5,-157.5,-0.545029847,0.545029847,1,1,6,1,1
75182,7090,9052.5,-1962.5,-21.67909417,21.67909417,2,5,6,2,1
75186,47190,58555,-11365,-19.40910255,19.40910255,11,1,6,1,2
75253,22300,15750,6550,41.58730159,41.58730159,1,1,6,2,1
75408,4056.666667,4685.836667,-629.17,-13.42705785,13.42705785,1,3,6,1,1
75418,18452.5,18423.3325,29.1675,0.158318263,0.158318263,1,1,6,1,1
75441,2300,3155,-855,-27.09984152,27.09984152,1,5,6,1,1
75443,1800,1876,-76,-4.051172708,4.051172708,1,5,6,2,1
75444,820,1111,-291,-26.19261926,26.19261926,1,6,6,2,1
75472,9360,20608.5,-11248.5,-54.5818473,54.5818473,3,3,6,4,1
75477,35400,39087,-3687,-9.432803745,9.432803745,1,1,6,3,1
75518,8970,9082.5,-112.5,-1.238645747,1.238645747,1,3,6,3,1
75520,16673.33333,17256,-582.6666667,-3.376603307,3.376603307,1,3,6,3,1
75529,47190,54336,-7146,-13.15150177,13.15150177,1,1,6,3,1
75643,63950,62835,1115,1.77448874,1.77448874,1,1,6,3,1
75691,7150,8870,-1720,-19.39120631,19.39120631,1,4,6,0,1
75732,13720,13272.5,447.5,3.371633076,3.371633076,1,1,6,2,1
75736,33306.66667,27645.33333,5661.333333,20.47844121,20.47844121,3,1,6,4,1
75861,1060,1197.5,-137.5,-11.4822547,11.4822547,2,5,6,4,1
75863,59140,63423.66667,-4283.666667,-6.754050801,6.754050801,3,1.333333333,6,3,1
75869,105157.5,95676.25,9481.25,9.909721587,9.909721587,12,1,6,1,3
75883,44545,57624,-13079,-22.69714008,22.69714008,1,2,6,3,1
75989,62920,70177,-7257,-10.34099491,10.34099491,2,1,6,3,1
76002,19226.66667,19225,1.666666667,0.008669267,0.008669267,1,1,6,1,1
76009,3310,4088.18,-778.18,-19.03487616,19.03487616,1,5,6,2,1
76158,1240,1607,-367,-22.83758556,22.83758556,1,5,6,3,1
76174,75405.45455,91790,-16384.54545,-17.85003318,17.85003318,1,1,6,1.181818182,1
76254,11620,22345,-10725,-47.99731484,47.99731484,12,3,6,3,3
76265,7160,6300,860,13.65079365,13.65079365,2,5,6,2,1
76267,12970,16875,-3905,-23.14074074,23.14074074,2,4,6,3,1
76359,44250,49626,-5376,-10.83303107,10.83303107,1,1,6,7,1
76375,7685,9200.25,-1515.25,-16.46966115,16.46966115,2,4,6,4,1
76378,23600,27418,-3818,-13.92515865,13.92515865,2,3,6,5,1
76411,34830,38232,-3402,-8.898305085,8.898305085,1,1,6,2,1
76437,17685,22200.5,-4515.5,-20.33963199,20.33963199,3,3,6,4,1
76441,19420,21869,-2449,-11.19850016,11.19850016,2,3,6,3,1
76469,110182.5,109975.5,207,0.188223741,0.188223741,1,1,6,4,1
76480,12740,17275,-4535,-26.25180897,26.25180897,2,3,6,2,1
76536,6080,7261,-1181,-16.26497728,16.26497728,2,4,6,2,1
76565,18815,22283.5,-3468.5,-15.56532861,15.56532861,1,3,6,3,1
76674,64800,93525,-28725,-30.71371291,30.71371291,12,1,6,1,3
76721,62552,62487.6,64.4,0.103060447,0.103060447,1,1,6,5,1
76825,30795,31848,-1053,-3.306330068,3.306330068,1,1,6,2,1
76938,38710,39090,-380,-0.972115631,0.972115631,2,3,6,4,1
76968,28540,27436,1104,4.023910191,4.023910191,12,3,6,1,3
76990,2380,2351,29,1.233517652,1.233517652,1,5,6,2,1
77037,36310,41299.666,-4989.666,-12.08161344,12.08161344,1,1,6,2,1
77057,12556.66667,16516.33333,-3959.666667,-23.97424771,23.97424771,12,3.666666667,6,1,3
77076,40047.5,46763.75,-6716.25,-14.36208602,14.36208602,11,3,6,2,2
77078,116150,132030,-15880,-12.02756949,12.02756949,1,1,6,3,1
77117,77060,87314,-10254,-11.74382115,11.74382115,1,1,6,2,1
77129,19106.66667,27326.66667,-8220,-30.08050744,30.08050744,12,1.666666667,6,2,3
77198,15060,23523.16667,-8463.166667,-35.9780075,35.9780075,3,3,6,2,1
77242,62445,74914.8,-12469.8,-16.64530907,16.64530907,11,1.4,6,4,2
77244,37175,49777.5,-12602.5,-25.3176636,25.3176636,2,1,6,0,1
77248,92640,111634,-18994,-17.01452962,17.01452962,11,1,6,11,2
77273,7633.333333,9043.333333,-1410,-15.59159602,15.59159602,1,3,6,2,1
77284,5646.25,7300,-1653.75,-22.65410959,22.65410959,1,3,6,2,1
77308,2140,2540,-400,-15.7480315,15.7480315,1,5,6,2,1
77314,9766.666667,10411.66667,-645,-6.194973587,6.194973587,1,1,6,2,1
77318,14700,18082.5,-3382.5,-18.70593115,18.70593115,1,3,6,2,1
77326,97596.66667,100576.6667,-2980,-2.962913863,2.962913863,11,1,6,1,2
77348,6666.666667,7387.776667,-721.11,-9.760852724,9.760852724,1,3,6,3,1
77349,7100,7102.5,-2.5,-0.035198874,0.035198874,1,3,6,1,1
77351,18380,19466.6675,-1086.6675,-5.582195823,5.582195823,1,1,6,1,1
77355,42710,43846.39,-1136.39,-2.591752708,2.591752708,1,1,6,1,1
77419,81910,120395,-38485,-31.96561319,31.96561319,1,1,6,3,1
77447,43257.5,43260.625,-3.125,-0.007223659,0.007223659,1,1,6,1,1
77449,17166.66667,18396.66667,-1230,-6.685993839,6.685993839,1,3,6,1,1
77557,19660,16398,3262,19.89266984,19.89266984,2,3,6,4,1
77562,1600,1671.5,-71.5,-4.277594975,4.277594975,1,6,6,2,1
77568,86960,91017.5,-4057.5,-4.457933914,4.457933914,1,1,6,0,1
77592,5965,6999.375,-1034.375,-14.77810519,14.77810519,1,4.5,6,3,1
77688,3310,4275,-965,-22.57309942,22.57309942,1,5,6,0,1
77801,47212.22222,47427.11111,-214.8888889,-0.453092933,0.453092933,3,1,6,4,1
77856,9113.333333,6705.666667,2407.666667,35.90495601,35.90495601,2,4,6,2,1
77873,33005,35955,-2950,-8.20470032,8.20470032,1,1,6,1,1
77877,1100,1159.72,-59.72,-5.149518849,5.149518849,1,5,6,2,1
77895,9410,12392.5,-2982.5,-24.06697599,24.06697599,12,3,6,3,3
77975,9640,10743.5,-1103.5,-10.27132685,10.27132685,1,3,6,1,1
78041,15255,16125,-870,-5.395348837,5.395348837,2,4,6,4,1
78043,31410,37127,-5717,-15.39849705,15.39849705,1,1,6,2,1
78044,3130,3152,-22,-0.697969543,0.697969543,1,5,6,2,1
78245,16583,17600,-1017,-5.778409091,5.778409091,1,1,6,1,1
78248,7860,12797.5,-4937.5,-38.58175425,38.58175425,1,1.5,6,1,1
