,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,PercentError,PercentError,PercentError,PercentError,PercentError,PercentError,PercentError,PercentError
,count,mean,std,min,5%,50%,95%,max,count,mean,std,min,5%,50%,95%,max
Agency,,,,,,,,,,,,,,,,
1,489.0,21.469634576288325,24.183424102118174,0.21367521399999997,1.6582626064000008,14.28571429,58.410758205999976,227.6024741,489.0,-0.8863057663619641,32.34100527776037,-85.86206897,-41.38524452,-5.579399142000001,54.324332942,227.6024741
2,2.0,6.861043045500001,0.8963803535251105,6.227206419,6.2905900816499996,6.861043045500001,7.431496009350001,7.494879672000001,2.0,-6.861043045500001,0.8963803535251105,-7.494879672000001,-7.431496009350001,-6.861043045500001,-6.2905900816499996,-6.227206419
5,237.0,17.35788182137131,15.09622233329019,0.0,1.1381194646000001,13.8576779,48.18181818399998,93.37979094,237.0,-6.356004510983123,22.133655224915042,-64.41441441,-35.856,-8.196721311000001,31.415247695999923,93.37979094
