,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,AbsPE,PercentError,PercentError,PercentError,PercentError,PercentError,PercentError,PercentError,PercentError
,count,mean,std,min,5%,50%,95%,max,count,mean,std,min,5%,50%,95%,max
Decade_ForecastProduced,,,,,,,,,,,,,,,,
1,26.0,25.58524478011538,21.281649800755797,0.97826087,2.3439084660000002,23.480612995,60.71527712500001,91.86765152,26.0,21.130600253653846,25.87151331012284,-27.85913664,-14.207170722499999,21.224344770000002,60.71527712500001,91.86765152
2,14.0,44.7633134045,31.763266856372656,2.1913081180000002,4.70237066225,42.17088559999999,96.30255445200001,107.0456881,14.0,44.7633134045,31.763266856372656,2.1913081180000002,4.70237066225,42.17088559999999,96.30255445200001,107.0456881
3,49.0,23.58293402967347,44.25171910708801,0.285477673,2.1323460562000003,10.15761821,54.20625574599997,227.6024741,49.0,12.119054968163267,48.74448341243506,-33.93678384,-23.818843723999997,-1.8679992490000001,54.20625574599997,227.6024741
4,680.0,15.780815027350004,13.38839553601433,0.0,0.6653022105,12.846849944999999,41.088539053,93.37979094,680.0,-9.542445606376475,18.37002039698069,-65.08498825,-38.588451243,-9.7803122635,18.499527628999992,93.37979094
5,130.0,11.07792557626154,15.67566187972891,0.0,0.008536201900000002,6.418266593,37.4957323305,118.36228290000001,130.0,-4.507217009369231,18.67955154207716,-83.42142857,-32.533422834999996,-1.9801427935,16.38626449049999,118.36228290000001
