InternalProjectID,GEOID2015,County
25645,39053,Gallia
19855,39155,Trumbull
6080,39099,Mahoning
6080,39099,Mahoning
19932,39133,Portage
18631,39169,Wayne
75104,39113,Montgomery
75104,39113,Montgomery
75104,39113,Montgomery
12776,39095,Lucas
23265,39061,Hamilton
20044,39151,Stark
20044,39151,Stark
20044,39151,Stark
20044,39151,Stark
23894,39169,Wayne
23894,39169,Wayne
23265,39061,Hamilton
22649,39117,Morrow
19503,39081,Jefferson
23717,39081,Jefferson
23104,39093,Lorain
23903,39133,Portage
23903,39133,Portage
23903,39133,Portage
75182,39109,Miami
75182,39109,Miami
76265,39013,Belmont
22219,39055,Geauga
22219,39055,Geauga
9247,39085,Lake
22517,39095,Lucas
,39035,Cuyahoga
21029,39035,Cuyahoga
25713,39049,Franklin
25713,39049,Franklin
25714,39049,Franklin
22474,39153,Summit
22484,39099,Mahoning
22484,39099,Mahoning
24441,39113,Montgomery
24441,39113,Montgomery
24441,39113,Montgomery
24441,39113,Montgomery
21581,39013,Belmont
21581,39013,Belmont
75764,39087,Lawrence
75764,39087,Lawrence
19503,39081,Jefferson
,39035,Cuyahoga
22080,39093,Lorain
21145,39025,Clermont
9247,39085,Lake
21785,39035,Cuyahoga
14940,39085,Lake
16577,39049,Franklin
16577,39049,Franklin
16577,39049,Franklin
23030,39023,Clark
16577,39049,Franklin
75859,39167,Washington
23716,39029,Columbiana
23587,39005,Ashland
23576,39139,Richland
10914,39025,Clermont
10914,39025,Clermont
10914,39025,Clermont
10914,39025,Clermont
18702,39153,Summit
75869,39113,Montgomery
75869,39113,Montgomery
75869,39113,Montgomery
75869,39113,Montgomery
76674,39095,Lucas
77326,39153,Summit
77326,39153,Summit
77326,39153,Summit
76968,39095,Lucas
24355,39005,Ashland
24355,39005,Ashland
76224,39167,Washington
76224,39167,Washington
76224,39167,Washington
23584,39169,Wayne
21509,39035,Cuyahoga
24355,39005,Ashland
23586,39093,Lorain
23586,39093,Lorain
23586,39093,Lorain
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
25584,39049,Franklin
25584,39049,Franklin
25584,39049,Franklin
25584,39049,Franklin
25584,39049,Franklin
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
79078,39061,Hamilton
78250,39059,Guernsey
78250,39059,Guernsey
78250,39059,Guernsey
78250,39059,Guernsey
18982,39093,Lorain
22889,39109,Miami
22889,39109,Miami
22776,39075,Holmes
22776,39075,Holmes
17406,39091,Logan
17406,39091,Logan
17406,39091,Logan
17067,39113,Montgomery
17067,39113,Montgomery
17067,39113,Montgomery
24810,39029,Columbiana
24436,39113,Montgomery
24436,39113,Montgomery
22907,39085,Lake
22907,39085,Lake
22907,39085,Lake
22010,39097,Madison
22010,39097,Madison
22772,39157,Tuscarawas
22772,39157,Tuscarawas
24528,39023,Clark
22772,39157,Tuscarawas
22772,39157,Tuscarawas
22772,39157,Tuscarawas
22010,39097,Madison
22491,39127,Perry
22491,39127,Perry
22491,39127,Perry
22491,39127,Perry
22010,39097,Madison
22356,39013,Belmont
23967,39155,Trumbull
22491,39127,Perry
22491,39127,Perry
75883,39095,Lucas
23828,39113,Montgomery
25074,39153,Summit
25074,39153,Summit
25074,39153,Summit
75989,39061,Hamilton
75883,39095,Lucas
,39037,Darke
,39037,Darke
20082,39061,Hamilton
20082,39061,Hamilton
24440,39017,Butler
24868,39093,Lorain
,39037,Darke
25074,39153,Summit
75928,39003,Allen
75928,39003,Allen
22010,39097,Madison
25461,39173,Wood
14017,39103,Medina
14017,39103,Medina
14017,39103,Medina
14017,39169,Wayne
22906,39151,Stark
14017,39103,Medina
14017,39103,Medina
77076,39061,Hamilton
25677,39033,Crawford
23585,39043,Erie
23582,39077,Huron
23582,39077,Huron
23582,39077,Huron
23582,39077,Huron
25661,39077,Huron
23581,39093,Lorain
23582,39093,Lorain
23585,39093,Lorain
25662,39093,Lorain
25662,39093,Lorain
23581,39103,Medina
25657,39005,Ashland
25677,39139,Richland
25677,39139,Richland
25677,39033,Crawford
77320,39049,Franklin
77076,39061,Hamilton
77076,39061,Hamilton
23830,39063,Hancock
23830,39063,Hancock
77129,39043,Erie
77129,39043,Erie
76480,39053,Gallia
76480,39053,Gallia
76480,39053,Gallia
76480,39053,Gallia
23825,39113,Montgomery
25695,39077,Huron
25697,39093,Lorain
77129,39043,Erie
22866,39155,Trumbull
22866,39155,Trumbull
22866,39155,Trumbull
22866,39155,Trumbull
15098,39085,Lake
18239,39103,Medina
25677,39077,Huron
25695,39077,Huron
25698,39093,Lorain
25698,39093,Lorain
77076,39061,Hamilton
23581,39093,Lorain
23581,39093,Lorain
24697,39117,Morrow
75251,39033,Crawford
75251,39033,Crawford
21075,39041,Delaware
23581,39103,Medina
77881,39077,Huron
77881,39077,Huron
21583,39157,Tuscarawas
79599,39035,Cuyahoga
79599,39035,Cuyahoga
79599,39035,Cuyahoga
79599,39035,Cuyahoga
79599,39035,Cuyahoga
79599,39035,Cuyahoga
79599,39035,Cuyahoga
23735,39157,Tuscarawas
23735,39157,Tuscarawas
25499,39061,Hamilton
75251,39033,Crawford
75691,39169,Wayne
80810,39045,Fairfield
80810,39045,Fairfield
80810,39045,Fairfield
80810,39049,Franklin
80810,39049,Franklin
80810,39045,Fairfield
80810,39045,Fairfield
80810,39045,Fairfield
80810,39045,Fairfield
80810,39045,Fairfield
80810,39045,Fairfield
80810,39045,Fairfield
24598,39025,Clermont
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
20878,39049,Franklin
76375,39165,Warren
76375,39165,Warren
76375,39165,Warren
76375,39165,Warren
23914,39027,Clinton
24597,39017,Butler
24597,39017,Butler
75861,39021,Champaign
75862,39113,Montgomery
25325,39011,Auglaize
24868,39093,Lorain
,39113,Montgomery
,39113,Montgomery
,39113,Montgomery
22935,39113,Montgomery
22935,39113,Montgomery
23827,39011,Auglaize
23827,39011,Auglaize
76376,39061,Hamilton
22935,39113,Montgomery
23827,39011,Auglaize
25769,39007,Ashtabula
25769,39007,Ashtabula
25769,39007,Ashtabula
25837,39133,Portage
76376,39061,Hamilton
22935,39113,Montgomery
77345,39007,Ashtabula
77345,39007,Ashtabula
77345,39007,Ashtabula
25198,39039,Defiance
77345,39007,Ashtabula
76158,39005,Ashland
76029,39079,Jackson
76441,39155,Trumbull
25768,39153,Summit
25768,39153,Summit
25768,39153,Summit
76442,39099,Mahoning
76442,39099,Mahoning
76443,39099,Mahoning
76443,39099,Mahoning
76380,39017,Butler
76565,39153,Summit
76565,39153,Summit
76037,39093,Lorain
76037,39093,Lorain
76037,39093,Lorain
76037,39093,Lorain
76037,39093,Lorain
76037,39093,Lorain
76267,39013,Belmont
76443,39099,Mahoning
75899,39017,Butler
21616,39063,Hancock
21616,39063,Hancock
23832,39175,Wyandot
18604,39169,Wayne
18630,39139,Richland
18630,39139,Richland
19598,39157,Tuscarawas
76009,39029,Columbiana
77877,39093,Lorain
77877,39093,Lorain
77877,39093,Lorain
25665,39005,Ashland
25665,39005,Ashland
25665,39005,Ashland
25665,39005,Ashland
25665,39005,Ashland
25676,39169,Wayne
23577,39043,Erie
23577,39043,Erie
23577,39043,Erie
25665,39005,Ashland
25665,39005,Ashland
25665,39005,Ashland
78990,39113,Montgomery
75253,39169,Wayne
24691,39061,Hamilton
18296,39043,Erie
25700,39005,Ashland
25700,39005,Ashland
25700,39005,Ashland
25700,39005,Ashland
25700,39005,Ashland
25700,39005,Ashland
25700,39005,Ashland
25661,39043,Erie
18235,39103,Medina
18235,39103,Medina
75297,39025,Clermont
75297,39025,Clermont
24247,39003,Allen
24247,39003,Allen
24247,39003,Allen
24247,39003,Allen
24247,39003,Allen
77198,39153,Summit
77198,39153,Summit
77198,39153,Summit
77034,39119,Muskingum
77034,39119,Muskingum
77034,39119,Muskingum
25700,39005,Ashland
23577,39043,Erie
21250,39141,Ross
14821,39103,Medina
14821,39103,Medina
78044,39007,Ashtabula
25676,39169,Wayne
25661,39043,Erie
80065,39013,Belmont
25668,39077,Huron
25668,39077,Huron
25668,39077,Huron
75408,39067,Harrison
75408,39067,Harrison
75408,39067,Harrison
23737,39081,Jefferson
23737,39081,Jefferson
25658,39139,Richland
25658,39139,Richland
25681,39005,Ashland
25681,39005,Ashland
25681,39005,Ashland
25681,39005,Ashland
25681,39005,Ashland
25679,39139,Richland
25658,39139,Richland
25658,39139,Richland
25658,39139,Richland
25658,39139,Richland
25658,39139,Richland
25658,39139,Richland
25658,39139,Richland
25658,39139,Richland
25658,39139,Richland
81359,39035,Cuyahoga
79951,39049,Franklin
79951,39049,Franklin
79951,39049,Franklin
79951,39049,Franklin
79951,39049,Franklin
81281,39049,Franklin
81281,39049,Franklin
81281,39049,Franklin
81281,39049,Franklin
81281,39049,Franklin
81281,39049,Franklin
81281,39049,Franklin
81281,39049,Franklin
22246,39095,Lucas
75884,39095,Lucas
80931,39061,Hamilton
23737,39081,Jefferson
25553,39081,Jefferson
25553,39081,Jefferson
25553,39081,Jefferson
X,39029,Columbiana
81535,39095,Lucas
81535,39095,Lucas
81535,39095,Lucas
81535,39095,Lucas
80491,39153,Summit
80491,39153,Summit
81066,39153,Summit
81066,39153,Summit
79951,39049,Franklin
79951,39049,Franklin
79951,39049,Franklin
25679,39033,Crawford
77975,39033,Crawford
13136,39043,Erie
25679,39139,Richland
81066,39153,Summit
81066,39153,Summit
81066,39153,Summit
81066,39153,Summit
81066,39153,Summit
25658,39139,Richland
16054,39093,Lorain
25679,39033,Crawford
25679,39033,Crawford
82154,39173,Wood
82154,39173,Wood
77244,39095,Lucas
77244,39095,Lucas
81137,39079,Jackson
82154,39123,Ottawa
82154,39123,Ottawa
21936,39093,Lorain
81137,39079,Jackson
81137,39079,Jackson
23109,39077,Huron
20879,39049,Franklin
20879,39049,Franklin
76378,39061,Hamilton
76378,39061,Hamilton
75472,39091,Logan
77454,39109,Miami
76374,39165,Warren
76374,39165,Warren
76374,39165,Warren
76374,39165,Warren
76374,39165,Warren
76374,39165,Warren
76374,39165,Warren
77242,39095,Lucas
77242,39095,Lucas
77242,39095,Lucas
77242,39095,Lucas
77242,39095,Lucas
77242,39095,Lucas
77242,39095,Lucas
77242,39095,Lucas
78119,39153,Summit
78119,39153,Summit
78119,39153,Summit
78119,39153,Summit
77557,39133,Portage
77557,39133,Portage
77242,39095,Lucas
77242,39095,Lucas
76436,39153,Summit
76436,39153,Summit
76437,39153,Summit
76437,39153,Summit
77205,39061,Hamilton
77204,39017,Butler
77204,39017,Butler
78089,39061,Hamilton
78089,39017,Butler
78085,39017,Butler
77454,39109,Miami
76436,39153,Summit
76436,39153,Summit
78088,39061,Hamilton
78088,39017,Butler
21798,39061,Hamilton
21052,39095,Lucas
21052,39095,Lucas
21052,39095,Lucas
21052,39095,Lucas
21052,39095,Lucas
21052,39095,Lucas
23833,39161,Van Wert
75293,39049,Franklin
75293,39049,Franklin
77078,39153,Summit
21798,39061,Hamilton
21798,39061,Hamilton
77730,39069,Henry
22862,39151,Stark
76440,39151,Stark
76440,39151,Stark
78267,39153,Summit
78267,39153,Summit
23833,39161,Van Wert
77895,39061,Hamilton
20430,39151,Stark
20430,39151,Stark
76254,39153,Summit
20430,39151,Stark
77037,39103,Medina
77037,39103,Medina
77037,39103,Medina
75417,39013,Belmont
75417,39013,Belmont
75417,39013,Belmont
77273,39157,Tuscarawas
77273,39157,Tuscarawas
77273,39157,Tuscarawas
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
18629,39103,Medina
18629,39103,Medina
77284,39093,Lorain
77284,39093,Lorain
80176,39139,Richland
80176,39139,Richland
18629,39005,Ashland
18629,39005,Ashland
25672,39077,Huron
25672,39077,Huron
25672,39077,Huron
25672,39077,Huron
25672,39077,Huron
77284,39077,Huron
77284,39077,Huron
77284,39077,Huron
77284,39077,Huron
77284,39077,Huron
78483,39043,Erie
78483,39043,Erie
78483,39043,Erie
77055,39023,Clark
77055,39023,Clark
77564,39047,Fayette
25663,39103,Medina
25663,39093,Lorain
25663,39093,Lorain
25663,39093,Lorain
77308,39139,Richland
77055,39023,Clark
77055,39023,Clark
77055,39023,Clark
77055,39023,Clark
25666,39005,Ashland
25666,39005,Ashland
25666,39005,Ashland
25671,39005,Ashland
25673,39005,Ashland
25673,39005,Ashland
25673,39005,Ashland
25673,39005,Ashland
79935,39129,Pickaway
79935,39129,Pickaway
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
25654,39169,Wayne
25671,39169,Wayne
25671,39169,Wayne
25703,39169,Wayne
25703,39169,Wayne
18624,39033,Crawford
18624,39033,Crawford
80181,39043,Erie
80181,39043,Erie
18629,39103,Medina
18629,39103,Medina
18629,39103,Medina
25663,39093,Lorain
25663,39093,Lorain
25663,39093,Lorain
25378,39025,Clermont
25671,39169,Wayne
25671,39169,Wayne
25671,39169,Wayne
18946,39103,Medina
80102,39113,Montgomery
80102,39113,Montgomery
80102,39113,Montgomery
80102,39113,Montgomery
80102,39057,Greene
79942,39049,Franklin
79942,39049,Franklin
80619,39049,Franklin
80619,39049,Franklin
80619,39049,Franklin
80619,39049,Franklin
23730,39095,Lucas
23730,39095,Lucas
23730,39095,Lucas
23730,39095,Lucas
77037,39103,Medina
77037,39103,Medina
77117,39061,Hamilton
25703,39169,Wayne
80102,39113,Montgomery
80102,39113,Montgomery
80102,39113,Montgomery
79425,39077,Huron
79425,39077,Huron
79425,39077,Huron
79942,39049,Franklin
79942,39049,Franklin
25703,39169,Wayne
25703,39169,Wayne
25703,39169,Wayne
25702,39043,Erie
25702,39043,Erie
25672,39077,Huron
25672,39077,Huron
25672,39077,Huron
77284,39077,Huron
79425,39077,Huron
79425,39077,Huron
79425,39077,Huron
20981,39041,Delaware
25702,39043,Erie
25702,39043,Erie
25702,39043,Erie
25702,39043,Erie
25663,39093,Lorain
25663,39093,Lorain
25663,39093,Lorain
25663,39093,Lorain
25663,39093,Lorain
80168,39093,Lorain
80168,39093,Lorain
80168,39093,Lorain
80791,39093,Lorain
80791,39093,Lorain
80791,39093,Lorain
25378,39025,Clermont
80181,39043,Erie
80181,39043,Erie
80181,39043,Erie
80181,39043,Erie
25378,39025,Clermont
25378,39025,Clermont
25378,39025,Clermont
25378,39025,Clermont
25574,39157,Tuscarawas
81191,39117,Morrow
82497,39039,Defiance
82497,39039,Defiance
83071,39109,Miami
83071,39109,Miami
83071,39109,Miami
25438,39155,Trumbull
25438,39155,Trumbull
25438,39155,Trumbull
80755,39099,Mahoning
80755,39099,Mahoning
80755,39099,Mahoning
18222,39005,Ashland
83071,39109,Miami
18226,39005,Ashland
12995,39035,Cuyahoga
12995,39035,Cuyahoga
12995,39035,Cuyahoga
12995,39035,Cuyahoga
12995,39035,Cuyahoga
25574,39013,Belmont
83076,39061,Hamilton
22859,39085,Lake
22859,39085,Lake
22859,39085,Lake
18222,39005,Ashland
18222,39005,Ashland
81797,39169,Wayne
81797,39169,Wayne
13994,39035,Cuyahoga
23734,39029,Columbiana
23734,39029,Columbiana
23734,39029,Columbiana
23734,39029,Columbiana
23734,39029,Columbiana
80686,39151,Stark
16000,39005,Ashland
13628,39087,Lawrence
13624,39071,Highland
83205,39113,Montgomery
83205,39113,Montgomery
83205,39113,Montgomery
83205,39113,Montgomery
82274,39101,Marion
82274,39101,Marion
82274,39101,Marion
82274,39101,Marion
,39035,Cuyahoga
,39035,Cuyahoga
22950,39165,Warren
16514,39153,Summit
16514,39153,Summit
16514,39153,Summit
75567,39061,Hamilton
75567,39061,Hamilton
77306,39093,Lorain
77306,39093,Lorain
23108,39077,Huron
78195,39103,Medina
78195,39103,Medina
78195,39103,Medina
78195,39103,Medina
25508,39099,Mahoning
25508,39099,Mahoning
25508,39099,Mahoning
25508,39099,Mahoning
24696,39049,Franklin
24696,39049,Franklin
24696,39049,Franklin
24696,39049,Franklin
24696,39049,Franklin
24696,39049,Franklin
24696,39049,Franklin
76946,39103,Medina
76946,39103,Medina
76946,39103,Medina
76946,39103,Medina
76946,39103,Medina
79014,39061,Hamilton
79014,39061,Hamilton
79016,39061,Hamilton
79016,39061,Hamilton
79016,39061,Hamilton
78266,39153,Summit
12356,39155,Trumbull
77348,39067,Harrison
77348,39067,Harrison
77348,39067,Harrison
20233,39077,Huron
25207,39161,Van Wert
25207,39161,Van Wert
25207,39161,Van Wert
80177,39169,Wayne
25683,39103,Medina
25683,39103,Medina
80179,39005,Ashland
80179,39005,Ashland
80175,39077,Huron
80175,39077,Huron
80175,39077,Huron
80185,39169,Wayne
80185,39169,Wayne
80185,39169,Wayne
80185,39169,Wayne
80171,39005,Ashland
80171,39005,Ashland
80179,39005,Ashland
80183,39043,Erie
25655,39169,Wayne
25655,39169,Wayne
25655,39169,Wayne
25655,39169,Wayne
23588,39033,Crawford
78083,39061,Hamilton
78083,39061,Hamilton
78083,39061,Hamilton
78083,39061,Hamilton
78083,39061,Hamilton
81796,39093,Lorain
81796,39093,Lorain
81796,39093,Lorain
81796,39093,Lorain
79944,39049,Franklin
79944,39049,Franklin
79944,39049,Franklin
23815,39139,Richland
23815,39139,Richland
23815,39139,Richland
23815,39139,Richland
23815,39139,Richland
23815,39139,Richland
23815,39139,Richland
81796,39093,Lorain
81796,39093,Lorain
79489,39169,Wayne
79489,39169,Wayne
80177,39169,Wayne
79449,39033,Crawford
79449,39033,Crawford
79449,39033,Crawford
79449,39033,Crawford
79449,39033,Crawford
79449,39033,Crawford
79449,39033,Crawford
79449,39033,Crawford
79452,39093,Lorain
79452,39093,Lorain
79452,39093,Lorain
78191,39009,Athens
79449,39033,Crawford
79449,39033,Crawford
79449,39033,Crawford
25683,39103,Medina
25683,39103,Medina
80169,39093,Lorain
80169,39093,Lorain
80183,39043,Erie
79449,39033,Crawford
80395,39121,Noble
78043,39153,Summit
25549,39151,Stark
25549,39151,Stark
25549,39151,Stark
81670,39067,Harrison
81670,39067,Harrison
81670,39067,Harrison
81446,39161,Van Wert
76536,39097,Madison
76561,39097,Madison
76561,39097,Madison
25549,39151,Stark
25549,39151,Stark
25549,39151,Stark
23574,39103,Medina
23574,39103,Medina
23574,39103,Medina
23574,39103,Medina
80173,39005,Ashland
80173,39005,Ashland
80173,39005,Ashland
80173,39005,Ashland
80173,39005,Ashland
80173,39005,Ashland
80173,39005,Ashland
80173,39005,Ashland
76561,39097,Madison
82485,39093,Lorain
79807,39105,Meigs
79830,39105,Meigs
77562,39041,Delaware
82625,39093,Lorain
82625,39093,Lorain
82625,39093,Lorain
82625,39093,Lorain
82625,39093,Lorain
25555,39095,Lucas
24956,39057,Greene
77566,39049,Franklin
77567,39049,Franklin
77569,39049,Franklin
82625,39093,Lorain
80813,39061,Hamilton
80813,39061,Hamilton
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
82092,39151,Stark
82092,39151,Stark
82092,39151,Stark
82092,39151,Stark
24956,39057,Greene
19567,39005,Ashland
81446,39161,Van Wert
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
79029,39155,Trumbull
13363,39103,Medina
76990,39081,Jefferson
22245,39173,Wood
22245,39173,Wood
25575,39157,Tuscarawas
25575,39157,Tuscarawas
83273,39173,Wood
83273,39173,Wood
22245,39173,Wood
81485,39029,Columbiana
81485,39029,Columbiana
23800,39043,Erie
84353,39037,Darke
23022,39079,Jackson
22245,39173,Wood
22245,39173,Wood
84096,39035,Cuyahoga
83273,39173,Wood
83273,39095,Lucas
83273,39095,Lucas
83273,39095,Lucas
83273,39095,Lucas
83273,39095,Lucas
83273,39095,Lucas
25277,39153,Summit
25277,39153,Summit
23799,39093,Lorain
23799,39093,Lorain
23799,39093,Lorain
23800,39043,Erie
22245,39173,Wood
X,39021,Champaign
X,39021,Champaign
X,39021,Champaign
X,39021,Champaign
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
79847,39087,Lawrence
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
75051,39085,Lake
19656,39043,Erie
20429,39079,Jackson
86769,39077,Huron
16579,39093,Lorain
77568,39049,Franklin
25528,39095,Lucas
25528,39095,Lucas
25528,39095,Lucas
25528,39095,Lucas
87349,39057,Greene
80657,39155,Trumbull
80657,39155,Trumbull
80657,39155,Trumbull
80657,39155,Trumbull
80657,39155,Trumbull
80657,39155,Trumbull
85190,39141,Ross
79017,39165,Warren
79017,39165,Warren
80657,39155,Trumbull
14040,39073,Hocking
25760,39081,Jefferson
25760,39081,Jefferson
19734,39157,Tuscarawas
21927,39141,Ross
80217,39075,Holmes
80217,39075,Holmes
19734,39157,Tuscarawas
19734,39157,Tuscarawas
19734,39157,Tuscarawas
10754,39165,Warren
10754,39165,Warren
10754,39165,Warren
10754,39165,Warren
77616,39035,Cuyahoga
77616,39035,Cuyahoga
77616,39035,Cuyahoga
77616,39035,Cuyahoga
77616,39035,Cuyahoga
77616,39035,Cuyahoga
77616,39035,Cuyahoga
77616,39035,Cuyahoga
13567,39035,Cuyahoga
13567,39035,Cuyahoga
13567,39035,Cuyahoga
21927,39141,Ross
21927,39141,Ross
13486,39085,Lake
13486,39085,Lake
10754,39165,Warren
10754,39165,Warren
10754,39165,Warren
78243,39133,Portage
78243,39133,Portage
78243,39133,Portage
21927,39141,Ross
21927,39141,Ross
21927,39141,Ross
10754,39165,Warren
10754,39165,Warren
10754,39165,Warren
10754,39165,Warren
10754,39165,Warren
10754,39165,Warren
78243,39133,Portage
78243,39133,Portage
78398,39153,Summit
78398,39153,Summit
21612,39063,Hancock
80098,39061,Hamilton
79476,39049,Franklin
79476,39049,Franklin
22200,39035,Cuyahoga
22200,39035,Cuyahoga
22200,39035,Cuyahoga
22200,39035,Cuyahoga
22200,39035,Cuyahoga
24957,39057,Greene
80098,39061,Hamilton
80098,39061,Hamilton
20963,39049,Franklin
20963,39049,Franklin
24957,39057,Greene
24957,39057,Greene
24957,39057,Greene
25235,39099,Mahoning
25235,39099,Mahoning
21612,39063,Hancock
21612,39063,Hancock
79476,39049,Franklin
79476,39049,Franklin
80096,39029,Columbiana
80096,39029,Columbiana
79000,39133,Portage
79000,39133,Portage
79000,39133,Portage
78269,39153,Summit
78269,39153,Summit
78269,39153,Summit
78269,39153,Summit
78269,39153,Summit
25235,39099,Mahoning
78277,39099,Mahoning
78277,39099,Mahoning
78277,39099,Mahoning
78277,39099,Mahoning
25423,39007,Ashtabula
25423,39007,Ashtabula
25423,39007,Ashtabula
20963,39049,Franklin
20963,39049,Franklin
80096,39029,Columbiana
80096,39029,Columbiana
80098,39061,Hamilton
83245,39097,Madison
83245,39097,Madison
83245,39097,Madison
83245,39097,Madison
23835,39063,Hancock
22653,39117,Morrow
22653,39117,Morrow
23835,39003,Allen
23835,39003,Allen
23835,39003,Allen
23835,39003,Allen
23835,39003,Allen
75477,39085,Lake
25199,39007,Ashtabula
80963,39055,Geauga
80963,39055,Geauga
82277,39169,Wayne
82277,39169,Wayne
82277,39169,Wayne
83245,39097,Madison
83245,39097,Madison
23733,39055,Geauga
23733,39055,Geauga
23733,39055,Geauga
23733,39055,Geauga
80963,39055,Geauga
80963,39055,Geauga
22653,39117,Morrow
22653,39117,Morrow
80613,39117,Morrow
80139,39093,Lorain
25199,39007,Ashtabula
75643,39061,Hamilton
75477,39085,Lake
83301,39173,Wood
83301,39095,Lucas
83301,39095,Lucas
83301,39095,Lucas
