InternalProjectID,GEOID2015,County
87920,39103,Medina
80094,39145,Scioto
80094,39145,Scioto
80094,39145,Scioto
22598,39009,Athens
89506,39077,Huron
85052,39169,Wayne
85052,39169,Wayne
85052,39169,Wayne
85052,39169,Wayne
82773,39093,Lorain
82773,39093,Lorain
82773,39093,Lorain
83426,39005,Ashland
90351,39005,Ashland
83426,39169,Wayne
83426,39169,Wayne
82032,39169,Wayne
82032,39169,Wayne
82032,39103,Medina
82032,39103,Medina
82032,39103,Medina
82032,39103,Medina
90425,39093,Lorain
82297,39139,Richland
82297,39139,Richland
82297,39139,Richland
88682,39139,Richland
80094,39145,Scioto
80094,39145,Scioto
83923,39001,Adams
87206,39001,Adams
86718,39005,Ashland
86718,39005,Ashland
86721,39005,Ashland
86721,39005,Ashland
88682,39005,Ashland
84521,39077,Huron
84521,39077,Huron
84521,39077,Huron
90359,39077,Huron
84519,39033,Crawford
88849,39033,Crawford
90356,39043,Erie
90357,39043,Erie
83424,39103,Medina
83424,39103,Medina
83424,39103,Medina
80912,39073,Hocking
84521,39077,Huron
87131,39169,Wayne
76411,39155,Trumbull
88591,39049,Franklin
76174,39095,Lucas
76174,39095,Lucas
87130,39103,Medina
87920,39103,Medina
87920,39103,Medina
87920,39103,Medina
87920,39103,Medina
90434,39169,Wayne
90434,39169,Wayne
90434,39169,Wayne
76994,39081,Jefferson
82773,39093,Lorain
84839,39093,Lorain
84839,39093,Lorain
84839,39093,Lorain
84839,39093,Lorain
84839,39093,Lorain
84839,39093,Lorain
86730,39093,Lorain
86730,39093,Lorain
80094,39145,Scioto
82315,39077,Huron
82315,39077,Huron
82315,39077,Huron
82315,39077,Huron
82315,39077,Huron
82315,39077,Huron
82315,39077,Huron
82315,39077,Huron
84521,39077,Huron
84521,39077,Huron
89506,39077,Huron
89506,39077,Huron
90434,39169,Wayne
84519,39033,Crawford
76437,39153,Summit
76437,39153,Summit
76437,39153,Summit
76437,39153,Summit
81940,39093,Lorain
84527,39093,Lorain
81055,39099,Mahoning
80094,39145,Scioto
80094,39145,Scioto
80094,39145,Scioto
86718,39005,Ashland
82315,39077,Huron
84521,39077,Huron
90424,39103,Medina
80912,39073,Hocking
80912,39073,Hocking
82315,39077,Huron
82315,39077,Huron
84521,39077,Huron
84521,39077,Huron
89506,39077,Huron
89506,39077,Huron
77355,39013,Belmont
77355,39013,Belmont
77451,39139,Richland
76980,39005,Ashland
76980,39169,Wayne
76980,39169,Wayne
78245,39157,Tuscarawas
76353,39047,Fayette
80095,39145,Scioto
91924,39141,Ross
93590,39013,Belmont
,39069,Henry
,39069,Henry
,39171,Williams
,39029,Columbiana
90423,39103,Medina
,39119,Muskingum
,39025,Clermont
83406,39005,Ashland
83406,39005,Ashland
89400,39079,Jackson
84438,39071,Highland
84438,39071,Highland
84438,39071,Highland
84438,39071,Highland
83654,39145,Scioto
93852,39037,Darke
93852,39037,Darke
92571,39055,Geauga
92571,39055,Geauga
92571,39055,Geauga
83406,39005,Ashland
83406,39005,Ashland
83406,39005,Ashland
88759,39011,Auglaize
,39025,Clermont
,39025,Clermont
87393,39087,Lawrence
77355,39013,Belmont
77451,39139,Richland
77451,39139,Richland
77451,39139,Richland
82976,39061,Hamilton
76174,39095,Lucas
76174,39095,Lucas
76174,39095,Lucas
76174,39095,Lucas
76174,39095,Lucas
76174,39095,Lucas
76174,39095,Lucas
76174,39095,Lucas
76174,39095,Lucas
76144,39049,Franklin
88000,39049,Franklin
25594,39049,Franklin
25594,39049,Franklin
25594,39049,Franklin
82976,39061,Hamilton
82976,39061,Hamilton
82976,39061,Hamilton
92576,39095,Lucas
92730,39095,Lucas
92730,39095,Lucas
,39035,Cuyahoga
,39035,Cuyahoga
,39035,Cuyahoga
,39035,Cuyahoga
,39049,Franklin
,39049,Franklin
83447,39093,Lorain
83447,39093,Lorain
83447,39093,Lorain
83447,39093,Lorain
,39095,Lucas
83883,39049,Franklin
84528,39061,Hamilton
95132,39061,Hamilton
95132,39061,Hamilton
83883,39049,Franklin
83883,39049,Franklin
83883,39049,Franklin
,39165,Warren
,39165,Warren
81486,39013,Belmont
84021,39035,Cuyahoga
76144,39049,Franklin
83447,39093,Lorain
83447,39093,Lorain
91544,39173,Wood
91544,39173,Wood
88049,39049,Franklin
92035,39113,Montgomery
91527,39129,Pickaway
,39069,Henry
,39139,Richland
,39139,Richland
,39123,Ottawa
,39173,Wood
,39165,Warren
,39165,Warren
87249,39145,Scioto
83447,39093,Lorain
83447,39093,Lorain
,39139,Richland
,39095,Lucas
83883,39049,Franklin
,39025,Clermont
,39017,Butler
,39051,Fulton
,39033,Crawford
,39017,Butler
,39153,Summit
,39153,Summit
,39153,Summit
,39121,Noble
89490,39049,Franklin
92478,39049,Franklin
95085,39049,Franklin
,39153,Summit
,39153,Summit
,39153,Summit
87218,39057,Greene
,39093,Lorain
,39093,Lorain
,39029,Columbiana
96335,39061,Hamilton
,39077,Huron
84750,39103,Medina
96002,39101,Marion
,39005,Ashland
,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
96335,39061,Hamilton
,39173,Wood
,39043,Erie
87470,39055,Geauga
95660,39067,Harrison
95660,39067,Harrison
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39093,Lorain
92851,39145,Scioto
,39169,Wayne
,39173,Wood
,39033,Crawford
,39005,Ashland
,39029,Columbiana
,39123,Ottawa
,39123,Ottawa
,39173,Wood
,39035,Cuyahoga
,39031,Coshocton
94257,39127,Perry
,39075,Holmes
,39075,Holmes
89403,39131,Pike
89399,39015,Brown
87329,39145,Scioto
88768,39021,Champaign
91813,39059,Guernsey
,39059,Guernsey
95192,39121,Noble
80122,39029,Columbiana
,39045,Fairfield
,39033,Crawford
,39029,Columbiana
,39029,Columbiana
,39029,Columbiana
,39045,Fairfield
,39127,Perry
,39127,Perry
,39095,Lucas
87394,39145,Scioto
,39095,Lucas
,39081,Jefferson
,39081,Jefferson
79400,39061,Hamilton
84750,39103,Medina
90943,39017,Butler
,39095,Lucas
,39029,Columbiana
83203,39169,Wayne
83548,39043,Erie
83548,39043,Erie
80126,39093,Lorain
85162,39103,Medina
85162,39103,Medina
85894,39099,Mahoning
85894,39099,Mahoning
85162,39103,Medina
85162,39103,Medina
86824,39035,Cuyahoga
86824,39035,Cuyahoga
81338,39103,Medina
81338,39103,Medina
84629,39153,Summit
84629,39153,Summit
85162,39103,Medina
84556,39043,Erie
84556,39043,Erie
86797,39061,Hamilton
85162,39103,Medina
85162,39103,Medina
85162,39103,Medina
85162,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
81338,39103,Medina
83793,39093,Lorain
83793,39093,Lorain
85162,39103,Medina
78425,39149,Shelby
84557,39063,Hancock
78425,39109,Miami
78425,39149,Shelby
86921,39041,Delaware
86921,39117,Morrow
X,39019,Carroll
89193,39101,Marion
78425,39109,Miami
78425,39149,Shelby
78425,39149,Shelby
84557,39063,Hancock
84557,39063,Hancock
84557,39063,Hancock
18741,39035,Cuyahoga
18741,39035,Cuyahoga
83500,39035,Cuyahoga
83500,39035,Cuyahoga
78425,39149,Shelby
78425,39149,Shelby
77920,39057,Greene
77920,39057,Greene
77920,39057,Greene
77920,39057,Greene
87381,39109,Miami
88393,39113,Montgomery
88393,39113,Montgomery
84557,39063,Hancock
84557,39063,Hancock
84557,39063,Hancock
84557,39063,Hancock
84557,39063,Hancock
78278,39133,Portage
78278,39133,Portage
78278,39133,Portage
78278,39133,Portage
85296,39133,Portage
85296,39133,Portage
85296,39133,Portage
83555,39157,Tuscarawas
88393,39113,Montgomery
88393,39113,Montgomery
87761,39025,Clermont
87761,39025,Clermont
87761,39025,Clermont
87761,39025,Clermont
87761,39025,Clermont
18741,39035,Cuyahoga
87762,39025,Clermont
,39047,Fayette
,39047,Fayette
76975,39077,Huron
75520,39063,Hancock
80123,39093,Lorain
88815,39093,Lorain
13234,39145,Scioto
90362,39077,Huron
83444,39033,Crawford
90598,39049,Franklin
25732,39093,Lorain
75520,39063,Hancock
75520,39063,Hancock
88421,39003,Allen
88421,39003,Allen
88421,39003,Allen
88421,39003,Allen
88421,39003,Allen
88421,39003,Allen
76439,39151,Stark
84526,39093,Lorain
91303,39093,Lorain
84455,39087,Lawrence
76439,39151,Stark
76439,39151,Stark
76439,39151,Stark
83443,39033,Crawford
91728,39149,Shelby
84268,39157,Tuscarawas
76153,39167,Washington
78255,39157,Tuscarawas
25012,39091,Logan
25012,39091,Logan
93801,39015,Brown
93801,39015,Brown
,39173,Wood
,39173,Wood
87240,39009,Athens
82872,39167,Washington
94597,39167,Washington
82291,39009,Athens
,39029,Columbiana
91451,39053,Gallia
,39123,Ottawa
,39143,Sandusky
,39143,Sandusky
92262,39043,Erie
93801,39015,Brown
93801,39015,Brown
91461,39009,Athens
87302,39019,Carroll
87093,39027,Clinton
87093,39027,Clinton
87093,39027,Clinton
87093,39027,Clinton
84432,39001,Adams
86724,39005,Ashland
86724,39005,Ashland
86724,39005,Ashland
86724,39005,Ashland
87217,39087,Lawrence
79559,39011,Auglaize
85135,39025,Clermont
85135,39025,Clermont
85135,39025,Clermont
92264,39093,Lorain
92263,39139,Richland
85135,39025,Clermont
85106,39013,Belmont
93286,39041,Delaware
94893,39101,Marion
82838,39105,Meigs
16987,39159,Union
93286,39159,Union
82844,39167,Washington
82830,39009,Athens
91464,39053,Gallia
90358,39077,Huron
,39173,Wood
,39173,Wood
,39173,Wood
,39173,Wood
83709,39073,Hocking
83709,39073,Hocking
88778,39103,Medina
82826,39111,Monroe
,39055,Geauga
90360,39077,Huron
92917,39025,Clermont
,39069,Henry
,39121,Noble
92406,39129,Pickaway
,39147,Seneca
83827,39163,Vinton
,39143,Sandusky
,39075,Holmes
82839,39115,Morgan
75497,39013,Belmont
88371,39109,Miami
92576,39173,Wood
91820,39035,Cuyahoga
85288,39095,Lucas
85288,39095,Lucas
85288,39095,Lucas
85288,39095,Lucas
85288,39095,Lucas
81147,39095,Lucas
81147,39095,Lucas
81147,39095,Lucas
81147,39095,Lucas
81147,39095,Lucas
81147,39095,Lucas
81147,39095,Lucas
93207,39113,Montgomery
93953,39113,Montgomery
79663,39049,Franklin
90947,39073,Hocking
,39157,Tuscarawas
91657,39077,Huron
91657,39077,Huron
91657,39077,Huron
92266,39093,Lorain
90771,39113,Montgomery
88816,39139,Richland
94588,39167,Washington
91128,39055,Geauga
,39055,Geauga
79357,39049,Franklin
80108,39049,Franklin
85135,39025,Clermont
93797,39145,Scioto
93543,39149,Shelby
93543,39149,Shelby
85135,39025,Clermont
85135,39025,Clermont
86867,39141,Ross
93758,39141,Ross
93758,39141,Ross
,39173,Wood
81086,39097,Madison
91927,39087,Lawrence
85135,39025,Clermont
85135,39025,Clermont
93282,39109,Miami
91930,39145,Scioto
,39049,Franklin
,39049,Franklin
,39159,Union
87605,39035,Cuyahoga
96095,39159,Union
,39009,Athens
89182,39061,Hamilton
89182,39061,Hamilton
93206,39113,Montgomery
,39173,Wood
,39173,Wood
,39173,Wood
94005,39035,Cuyahoga
94005,39035,Cuyahoga
94005,39035,Cuyahoga
94005,39035,Cuyahoga
94005,39035,Cuyahoga
,39095,Lucas
93256,39149,Shelby
24999,39149,Shelby
24999,39149,Shelby
24999,39149,Shelby
,39069,Henry
,39147,Seneca
,39017,Butler
,39159,Union
,39159,Union
,39029,Columbiana
92829,39113,Montgomery
,39173,Wood
94070,39081,Jefferson
83630,39055,Geauga
88656,39061,Hamilton
90540,39107,Mercer
94169,39047,Fayette
95271,39001,Adams
,39143,Sandusky
,39143,Sandusky
,39143,Sandusky
94724,39095,Lucas
94724,39095,Lucas
94724,39095,Lucas
94724,39095,Lucas
94724,39095,Lucas
94724,39095,Lucas
97207,39017,Butler
84382,39091,Logan
88656,39061,Hamilton
88656,39061,Hamilton
88656,39061,Hamilton
91461,39105,Meigs
,39173,Wood
,39173,Wood
,39173,Wood
94005,39035,Cuyahoga
,39119,Muskingum
91769,39049,Franklin
93766,39091,Logan
,39139,Richland
,39171,Williams
,39005,Ashland
94449,39029,Columbiana
93205,39109,Miami
,39143,Sandusky
,39173,Wood
,39173,Wood
,39173,Wood
,39173,Wood
93189,39011,Auglaize
83624,39035,Cuyahoga
93183,39037,Darke
24999,39149,Shelby
,39051,Fulton
,39147,Seneca
,39005,Ashland
25521,39173,Wood
,39159,Union
75686,39017,Butler
,39173,Wood
,39173,Wood
,39173,Wood
93189,39011,Auglaize
93258,39011,Auglaize
93183,39037,Darke
94070,39081,Jefferson
,39095,Lucas
79663,39049,Franklin
94584,39091,Logan
,39107,Mercer
,39143,Sandusky
83624,39035,Cuyahoga
83630,39055,Geauga
83634,39055,Geauga
86875,39075,Holmes
,39147,Seneca
87372,39149,Shelby
85216,39055,Geauga
85216,39055,Geauga
83382,39067,Harrison
,39171,Williams
,39069,Henry
86824,39035,Cuyahoga
86824,39035,Cuyahoga
,39061,Hamilton
,39061,Hamilton
,39061,Hamilton
,39061,Hamilton
,39173,Wood
,39173,Wood
,39095,Lucas
,39095,Lucas
94670,39049,Franklin
95085,39049,Franklin
95064,39041,Delaware
95064,39041,Delaware
93763,39113,Montgomery
,39173,Wood
,39095,Lucas
87128,39165,Warren
87799,39085,Lake
87799,39085,Lake
,39147,Seneca
90659,39173,Wood
90659,39173,Wood
83722,39041,Delaware
89487,39041,Delaware
93206,39113,Montgomery
,39143,Sandusky
,39095,Lucas
88906,39029,Columbiana
83643,39085,Lake
83643,39085,Lake
,39057,Greene
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
97724,39135,Preble
,39141,Ross
,39023,Clark
,39023,Clark
,39173,Wood
,39061,Hamilton
,39089,Licking
88721,39113,Montgomery
88721,39113,Montgomery
88721,39113,Montgomery
,39113,Montgomery
,39159,Union
83705,39053,Gallia
,39173,Wood
79976,39141,Ross
,39023,Clark
,39023,Clark
,39025,Clermont
,39025,Clermont
98711,39041,Delaware
93320,39113,Montgomery
,39005,Ashland
92854,39087,Lawrence
96651,39027,Clinton
92853,39001,Adams
,39169,Wayne
95342,39141,Ross
,39067,Harrison
95342,39131,Pike
,39171,Williams
,39171,Williams
77246,39113,Montgomery
77248,39113,Montgomery
80339,39113,Montgomery
80339,39113,Montgomery
80339,39113,Montgomery
80339,39113,Montgomery
76242,39093,Lorain
76242,39093,Lorain
81161,39113,Montgomery
81161,39113,Montgomery
76242,39093,Lorain
75995,39103,Medina
76242,39093,Lorain
76691,39011,Auglaize
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76691,39003,Allen
76359,39155,Trumbull
83968,39155,Trumbull
83968,39155,Trumbull
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
83968,39155,Trumbull
83968,39155,Trumbull
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
75467,39003,Allen
25734,39093,Lorain
87660,39151,Stark
87660,39151,Stark
87660,39151,Stark
87660,39151,Stark
87660,39151,Stark
87660,39151,Stark
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
80988,39035,Cuyahoga
87534,39109,Miami
87534,39109,Miami
87061,39027,Clinton
18710,39153,Summit
18710,39153,Summit
18710,39153,Summit
86893,39103,Medina
87061,39027,Clinton
18710,39153,Summit
86067,39049,Franklin
86067,39049,Franklin
86067,39049,Franklin
88771,39113,Montgomery
88252,39095,Lucas
88252,39095,Lucas
88252,39095,Lucas
88252,39095,Lucas
88252,39095,Lucas
88252,39095,Lucas
88252,39095,Lucas
88386,39011,Auglaize
18710,39153,Summit
18710,39153,Summit
86067,39049,Franklin
86067,39049,Franklin
86067,39049,Franklin
86067,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
86893,39103,Medina
88548,39153,Summit
88548,39153,Summit
75995,39103,Medina
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
76282,39049,Franklin
18710,39153,Summit
92079,39173,Wood
80140,39103,Medina
80195,39103,Medina
88826,39139,Richland
81932,39005,Ashland
13631,39015,Brown
77260,39099,Mahoning
77260,39099,Mahoning
77260,39099,Mahoning
77260,39155,Trumbull
77260,39155,Trumbull
77260,39155,Trumbull
77260,39155,Trumbull
77260,39155,Trumbull
77260,39155,Trumbull
81933,39093,Lorain
92077,39173,Wood
86926,39095,Lucas
88310,39049,Franklin
88310,39049,Franklin
88310,39049,Franklin
88310,39049,Franklin
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
77260,39099,Mahoning
77260,39155,Trumbull
77260,39155,Trumbull
88310,39049,Franklin
88310,39049,Franklin
,39153,Summit
84621,39155,Trumbull
84621,39155,Trumbull
85299,39151,Stark
85299,39151,Stark
88310,39049,Franklin
88310,39049,Franklin
88310,39049,Franklin
,39151,Stark
,39151,Stark
,39151,Stark
82956,39153,Summit
82956,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
,39153,Summit
92465,39173,Wood
93562,39109,Miami
93496,39049,Franklin
93496,39049,Franklin
91548,39013,Belmont
,39013,Belmont
,39067,Harrison
0,39075,Holmes
76266,39075,Holmes
93184,39145,Scioto
94668,39169,Wayne
92566,39159,Union
91851,39127,Perry
88824,39005,Ashland
94023,39061,Hamilton
90882,39169,Wayne
90905,39043,Erie
93794,39145,Scioto
93312,39095,Lucas
94688,39103,Medina
94688,39103,Medina
93184,39145,Scioto
93184,39145,Scioto
93184,39145,Scioto
85102,39135,Preble
92356,39019,Carroll
92438,39047,Fayette
86293,39097,Madison
,39029,Columbiana
86870,39013,Belmont
86870,39013,Belmont
82972,39061,Hamilton
82972,39061,Hamilton
82972,39061,Hamilton
91466,39061,Hamilton
94023,39061,Hamilton
94023,39061,Hamilton
88084,39095,Lucas
88084,39095,Lucas
84868,39049,Franklin
84868,39049,Franklin
84868,39049,Franklin
93318,39113,Montgomery
89168,39035,Cuyahoga
89168,39035,Cuyahoga
89168,39035,Cuyahoga
89168,39035,Cuyahoga
94754,39061,Hamilton
94754,39061,Hamilton
,39095,Lucas
,39095,Lucas
,39173,Wood
85688,39049,Franklin
,39095,Lucas
93561,39109,Miami
76465,39049,Franklin
94754,39061,Hamilton
94754,39061,Hamilton
85299,39151,Stark
85299,39151,Stark
88827,39139,Richland
94668,39169,Wayne
25597,39101,Marion
87374,39109,Miami
,39109,Miami
86649,39049,Franklin
90653,39049,Franklin
94147,39033,Crawford
94147,39033,Crawford
84563,39153,Summit
84563,39153,Summit
92309,39153,Summit
93496,39049,Franklin
93496,39049,Franklin
88790,39061,Hamilton
88790,39061,Hamilton
,39151,Stark
94023,39061,Hamilton
92900,39015,Brown
92900,39015,Brown
96243,39057,Greene
96421,39061,Hamilton
96421,39061,Hamilton
96421,39017,Butler
93230,39057,Greene
93230,39113,Montgomery
93230,39113,Montgomery
,39085,Lake
,39085,Lake
88665,39035,Cuyahoga
88665,39035,Cuyahoga
96344,39095,Lucas
97327,39119,Muskingum
95196,39023,Clark
86294,39117,Morrow
92563,39117,Morrow
91769,39049,Franklin
76462,39129,Pickaway
84449,39071,Highland
93604,39095,Lucas
,39029,Columbiana
96439,39113,Montgomery
96439,39113,Montgomery
83843,39121,Noble
83912,39165,Warren
,39143,Sandusky
,39173,Wood
,39173,Wood
,39069,Henry
,39147,Seneca
85971,39129,Pickaway
96243,39057,Greene
95341,39141,Ross
95344,39001,Adams
,39085,Lake
93230,39057,Greene
,39035,Cuyahoga
,39035,Cuyahoga
,39035,Cuyahoga
,39085,Lake
,39085,Lake
,39085,Lake
,39085,Lake
,39085,Lake
,39085,Lake
,39085,Lake
96344,39095,Lucas
96344,39095,Lucas
96344,39095,Lucas
96344,39095,Lucas
96195,39133,Portage
90415,39153,Summit
90415,39153,Summit
90415,39153,Summit
90415,39153,Summit
90415,39153,Summit
90415,39153,Summit
90415,39153,Summit
90415,39153,Summit
90415,39153,Summit
,39165,Warren
76266,39075,Holmes
76266,39075,Holmes
88043,39013,Belmont
88043,39013,Belmont
,39041,Delaware
,39041,Delaware
95272,39057,Greene
93601,39085,Lake
94668,39169,Wayne
79366,39041,Delaware
79366,39041,Delaware
79366,39041,Delaware
,39029,Columbiana
94166,39029,Columbiana
,39095,Lucas
,39095,Lucas
95126,39107,Mercer
83775,39111,Monroe
84542,39111,Monroe
97327,39119,Muskingum
97327,39119,Muskingum
97327,39119,Muskingum
93273,39045,Fairfield
,39053,Gallia
87148,39053,Gallia
,39123,Ottawa
,39123,Ottawa
,39143,Sandusky
,39173,Wood
,39009,Athens
91452,39009,Athens
96221,39017,Butler
79666,39049,Franklin
86212,39049,Franklin
,39069,Henry
,39147,Seneca
85269,39171,Williams
89401,39001,Adams
,39035,Cuyahoga
,39085,Lake
,39085,Lake
,39085,Lake
,39085,Lake
96227,39103,Medina
96227,39103,Medina
96227,39103,Medina
90415,39153,Summit
76266,39075,Holmes
76266,39075,Holmes
94668,39169,Wayne
82825,39073,Hocking
,39095,Lucas
,39095,Lucas
84542,39111,Monroe
84542,39111,Monroe
,39123,Ottawa
,39143,Sandusky
84573,39163,Vinton
,39009,Athens
84573,39009,Athens
84508,39073,Hocking
84333,39115,Morgan
,39121,Noble
,39123,Ottawa
,39147,Seneca
,39147,Seneca
93643,39163,Vinton
87220,39001,Adams
75466,39015,Brown
93347,39015,Brown
88043,39013,Belmont
95272,39057,Greene
79366,39041,Delaware
79366,39041,Delaware
82825,39073,Hocking
,39029,Columbiana
96439,39113,Montgomery
93007,39037,Darke
82832,39073,Hocking
,39095,Lucas
82832,39163,Vinton
84414,39009,Athens
87148,39053,Gallia
87148,39053,Gallia
83844,39105,Meigs
83844,39105,Meigs
,39143,Sandusky
,39143,Sandusky
,39143,Sandusky
,39143,Sandusky
96093,39159,Union
96093,39159,Union
22523,39167,Washington
,39173,Wood
84508,39009,Athens
,39069,Henry
85971,39129,Pickaway
,39147,Seneca
,39147,Seneca
84573,39163,Vinton
,39143,Sandusky
95122,39171,Williams
87333,39071,Highland
91937,39015,Brown
95126,39011,Auglaize
88233,39081,Jefferson
83843,39111,Monroe
83843,39121,Noble
83843,39121,Noble
87160,39157,Tuscarawas
91452,39105,Meigs
,39173,Wood
83843,39121,Noble
,39171,Williams
87214,39071,Highland
88720,39071,Highland
75442,39079,Jackson
87181,39131,Pike
87181,39131,Pike
,39029,Columbiana
,39063,Hancock
88944,39081,Jefferson
86594,39015,Brown
88964,39119,Muskingum
89464,39049,Franklin
25735,39049,Franklin
85147,39085,Lake
83912,39165,Warren
95244,39149,Shelby
95244,39149,Shelby
85147,39085,Lake
95556,39035,Cuyahoga
95556,39035,Cuyahoga
82825,39009,Athens
98061,39153,Summit
98061,39153,Summit
,39061,Hamilton
82967,39061,Hamilton
82967,39061,Hamilton
82968,39061,Hamilton
82968,39061,Hamilton
82968,39061,Hamilton
82968,39061,Hamilton
82968,39061,Hamilton
82967,39025,Clermont
82967,39025,Clermont
97652,39035,Cuyahoga
97652,39035,Cuyahoga
97652,39035,Cuyahoga
97652,39035,Cuyahoga
97652,39035,Cuyahoga
98727,39035,Cuyahoga
98727,39035,Cuyahoga
86453,39049,Franklin
93359,39049,Franklin
96798,39049,Franklin
97373,39049,Franklin
97105,39113,Montgomery
91726,39057,Greene
82967,39165,Warren
82967,39165,Warren
95926,39023,Clark
93777,39149,Shelby
79991,39095,Lucas
97279a,39173,Wood
97279a,39173,Wood
97279a,39173,Wood
97279a,39173,Wood
92010,39141,Ross
23961,39055,Geauga
23961,39055,Geauga
23961,39035,Cuyahoga
23961,39035,Cuyahoga
,39143,Sandusky
22984,39069,Henry
22984,39069,Henry
99590,39047,Fayette
99590,39047,Fayette
97373,39159,Union
81488,39013,Belmont
90365,39151,Stark
,39017,Butler
,39017,Butler
82968,39025,Clermont
82968,39025,Clermont
82968,39025,Clermont
96465,39129,Pickaway
96465,39129,Pickaway
96987,39035,Cuyahoga
96987,39035,Cuyahoga
85631,39035,Cuyahoga
85631,39035,Cuyahoga
85631,39035,Cuyahoga
85631,39035,Cuyahoga
87262,39041,Delaware
97933,39057,Greene
97933,39057,Greene
97933,39057,Greene
97933,39057,Greene
97097,39157,Tuscarawas
95542,39143,Sandusky
95542,39143,Sandusky
95542,39143,Sandusky
,39143,Sandusky
,39143,Sandusky
96474,39101,Marion
87187,39017,Butler
77146,39175,Wyandot
77146,39175,Wyandot
87279,39015,Brown
87279,39015,Brown
82295,39073,Hocking
94362,39079,Jackson
79976,39141,Ross
92010,39141,Ross
92010,39141,Ross
97373,39129,Pickaway
,39147,Seneca
,39171,Williams
,39171,Williams
,39171,Williams
94121,39001,Adams
,39173,Wood
97279a,39173,Wood
97279a,39173,Wood
97279a,39173,Wood
,39095,Lucas
,39095,Lucas
83081,39131,Pike
83081,39131,Pike
81488,39013,Belmont
81488,39013,Belmont
86934,39151,Stark
97770,39141,Ross
,39061,Hamilton
,39061,Hamilton
87091,39025,Clermont
87091,39025,Clermont
87091,39025,Clermont
87091,39025,Clermont
,39165,Warren
,39165,Warren
,39165,Warren
94721,39035,Cuyahoga
94721,39035,Cuyahoga
94721,39035,Cuyahoga
87187,39017,Butler
87187,39017,Butler
22984,39069,Henry
22984,39069,Henry
22984,39069,Henry
86588,39079,Jackson
89482,39081,Jefferson
87100,39135,Preble
87100,39135,Preble
87100,39135,Preble
87100,39135,Preble
87100,39135,Preble
87100,39135,Preble
97931,39099,Mahoning
87400,39107,Mercer
,39147,Seneca
87262,39041,Delaware
88604,39041,Delaware
,39141,Ross
97279a,39173,Wood
97279a,39173,Wood
,39173,Wood
87179,39047,Fayette
87179,39047,Fayette
,39165,Warren
,39165,Warren
,39165,Warren
,39165,Warren
94632,39023,Clark
22984,39069,Henry
90931,39103,Medina
22984,39069,Henry
,39127,Perry
87400,39011,Auglaize
93773,39011,Auglaize
87187,39017,Butler
87187,39017,Butler
97373,39047,Fayette
90913,39055,Geauga
92608,39055,Geauga
94529,39099,Mahoning
87400,39107,Mercer
84453,39145,Scioto
,39147,Seneca
,39147,Seneca
93889,39155,Trumbull
,39171,Williams
96899,39001,Adams
84471,39027,Clinton
84471,39027,Clinton
88604,39041,Delaware
87094,39057,Greene
87094,39057,Greene
87094,39057,Greene
87094,39057,Greene
87094,39057,Greene
87094,39057,Greene
87094,39057,Greene
87094,39057,Greene
