,PID,YearForecastMade,ForecastMethod,OpeningYear,OYADTForecast,DesignYear,DYADTForecast,Notes,NearActualOpenYear,NearOpenYrCount,RecentYr,RecentYrCnt,ActualOpeningYear,TollType,FunctionalClass,Methodology,AreaType,ImpromentType,State,diffPOY_NAOY,diffPOY_RY,diffAOY_RY,diffPOY_AOY,diffAOY_NAOY,Year,ActualCount,AdjustedForecast
361,79449,2006,RC,2009.0,2900.0,2021,3110.0,,2010.0,3140.0,2010.0,3140.0,2009.0,1,3.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,3140.0,2917.5
362,79449,2006,RC,2009.0,8380.0,2021,8820.0,,2010.0,10960.0,2010.0,10960.0,2009.0,1,3.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,10960.0,8416.666666666666
363,79449,2006,RC,2009.0,5670.0,2021,6220.0,,2010.0,8680.0,2010.0,8680.0,2009.0,1,3.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,8680.0,5715.833333333333
364,79449,2006,RC,2009.0,4100.0,2021,4140.0,,2010.0,3190.0,2010.0,3190.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,3190.0,4103.333333333333
365,79449,2006,RC,2009.0,5310.0,2021,5310.0,,2010.0,4770.0,2010.0,4770.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,4770.0,5310.0
366,79449,2006,RC,2009.0,10280.0,2021,10550.0,,2010.0,7870.0,2010.0,7870.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,7870.0,10302.5
367,25683,2006,MR,2009.0,10290.0,2021,11430.0,,2010.0,7970.0,2010.0,7970.0,2008.0,1,4.0,6,1.0,1,41,-1.0,1.0,-2.0,1.0,-2.0,2010.0,7970.0,10385.0
368,25683,2006,MR,2009.0,12370.0,2021,13920.0,,2010.0,13460.0,2010.0,13460.0,2008.0,1,4.0,6,1.0,1,41,-1.0,1.0,-2.0,1.0,-2.0,2010.0,13460.0,12499.166666666666
369,80169,2006,RC,2009.0,25570.0,2021,31380.0,,2008.0,24350.0,2008.0,24350.0,2009.0,1,4.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,24350.0,25085.833333333332
370,80169,2006,RC,2009.0,10840.0,2021,13690.0,,2008.0,9530.0,2008.0,9530.0,2009.0,1,4.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,9530.0,10602.5
371,80183,2006,MR,2009.0,5230.0,2021,5710.0,,2010.0,4440.0,2010.0,4440.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,4440.0,5270.0
372,79449,2006,RC,2009.0,5930.0,2021,6400.0,,2010.0,5290.0,2010.0,5290.0,2009.0,1,5.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,5290.0,5969.166666666667
373,80395,2007,RC,2009.0,19900.0,2029,29300.0,,2008.0,17340.0,2008.0,17340.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,17340.0,19430.0
374,78043,2007,MR,2009.0,36620.0,2029,46760.0,,2007.0,30940.0,2010.0,31410.0,2008.0,1,1.0,6,1.0,1,41,2.0,1.0,-2.0,1.0,1.0,2010.0,31410.0,37127.0
375,76536,2007,MR,2009.0,6740.0,2029,11950.0,,2011.0,6080.0,2011.0,6080.0,2009.0,1,4.0,6,1.0,2,41,-2.0,2.0,-2.0,0.0,-2.0,2011.0,6080.0,7261.0
376,23574,2007,RC,2009.0,7750.0,2029,11550.0,,2010.0,6070.0,2010.0,6070.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,6070.0,7940.0
377,23574,2007,RC,2009.0,7240.0,2029,10460.0,,2010.0,6640.0,2010.0,6640.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,6640.0,7401.0
378,23574,2007,RC,2009.0,4430.0,2029,5920.0,,2010.0,4630.0,2010.0,4630.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,4630.0,4504.5
379,23574,2007,RC,2009.0,5140.0,2029,7360.0,,2010.0,4590.0,2010.0,4590.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,4590.0,5251.0
380,80173,2007,RC,2009.0,3280.0,2021,3590.0,,2009.0,2990.0,2009.0,2990.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,2990.0,3280.0
381,80173,2007,RC,2009.0,3550.0,2021,4530.0,,2009.0,2990.0,2009.0,2990.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,2990.0,3550.0
382,80173,2007,RC,2009.0,2900.0,2021,3450.0,,2009.0,2380.0,2009.0,2380.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,2380.0,2900.0
383,80173,2007,RC,2009.0,4360.0,2021,5010.0,,2009.0,3330.0,2009.0,3330.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,3330.0,4360.0
384,80173,2007,RC,2009.0,6110.0,2021,7000.0,,2009.0,5220.0,2009.0,5220.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,5220.0,6110.0
385,80173,2007,RC,2009.0,4520.0,2021,5050.0,,2009.0,5720.0,2009.0,5720.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,5720.0,4520.0
386,80173,2007,RC,2009.0,4510.0,2021,5040.0,,2009.0,4570.0,2009.0,4570.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,4570.0,4510.0
387,80173,2007,RC,2009.0,3200.0,2021,3200.0,,2009.0,3730.0,2009.0,3730.0,2009.0,1,4.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,3730.0,3200.0
388,77562,2007,MR,2009.0,1700.0,2029,2270.0,,2008.0,1600.0,2008.0,1600.0,2009.0,1,6.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,1600.0,1671.5
389,79029,2007,MR,2009.0,10353.0,2029,10540.0,,2008.0,11040.0,2008.0,11040.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,11040.0,10343.65
390,79029,2007,MR,2009.0,11520.0,2029,11520.0,,2008.0,11040.0,2008.0,11040.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,11040.0,11520.0
391,79029,2007,MR,2009.0,11340.0,2029,11340.0,,2008.0,11040.0,2008.0,11040.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,11040.0,11340.0
392,79029,2007,MR,2009.0,12880.0,2029,12880.0,,2008.0,11040.0,2008.0,11040.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,11040.0,12880.0
393,79029,2007,MR,2009.0,12770.0,2029,12770.0,,2008.0,11040.0,2008.0,11040.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,11040.0,12770.0
394,79029,2007,MR,2009.0,11690.0,2029,11690.0,,2008.0,11040.0,2008.0,11040.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,11040.0,11690.0
395,79029,2007,MR,2009.0,15340.0,2029,15340.0,,2008.0,13700.0,2008.0,13700.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13700.0,15340.0
396,79029,2007,MR,2009.0,16650.0,2029,16650.0,,2008.0,13700.0,2008.0,13700.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13700.0,16650.0
397,79029,2007,MR,2009.0,6760.0,2029,6860.0,,2008.0,6780.0,2008.0,6780.0,2009.0,1,3.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,6780.0,6755.0
398,19567,2007,UNK,2009.0,6120.0,2029,7320.0,,2009.0,4390.0,2009.0,4390.0,2009.0,1,3.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,4390.0,6120.0
399,79029,2007,MR,2009.0,9410.0,2029,9750.0,,2008.0,5990.0,2008.0,5990.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,5990.0,9393.0
400,79029,2007,MR,2009.0,16840.0,2029,18080.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,16778.0
401,79029,2007,MR,2009.0,15550.0,2029,16700.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,15492.5
402,79029,2007,MR,2009.0,14610.0,2029,15710.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,14555.0
403,79029,2007,MR,2009.0,14110.0,2029,14980.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,14066.5
404,79029,2007,MR,2009.0,13400.0,2029,13920.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,13374.0
405,79029,2007,MR,2009.0,12900.0,2029,13440.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,12873.0
406,79029,2007,MR,2009.0,12070.0,2029,12590.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,12044.0
407,79029,2007,MR,2009.0,12050.0,2029,12530.0,,2008.0,13180.0,2008.0,13180.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,13180.0,12026.0
408,79029,2007,MR,2009.0,7520.0,2029,9160.0,,2008.0,7760.0,2008.0,7760.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,7760.0,7438.0
409,79029,2007,MR,2009.0,8890.0,2029,9150.0,,2008.0,8190.0,2008.0,8190.0,2009.0,1,4.0,6,1.0,12,41,1.0,-1.0,1.0,0.0,1.0,2008.0,8190.0,8877.0
410,76990,2007,MR,2009.0,2360.0,2029,2450.0,,2007.0,2380.0,2007.0,2380.0,2009.0,1,5.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2007.0,2380.0,2351.0
411,22245,2008,MR,2009.0,24740.0,2029,39550.0,,2009.0,19340.0,2009.0,19340.0,2009.0,1,1.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0,19340.0,24740.0
412,22245,2008,MR,2009.0,23650.0,2029,38530.0,,2009.0,19170.0,2009.0,19170.0,2009.0,1,1.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0,19170.0,23650.0
413,25575,2008,RC,2009.0,20760.0,2021,25420.0,,2010.0,17970.0,2010.0,17970.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,17970.0,21148.333333333332
414,25575,2008,RC,2009.0,21460.0,2021,26230.0,,2010.0,19000.0,2010.0,19000.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,19000.0,21857.5
415,83273,2008,UNK,2009.0,62100.0,2029,95100.0,,2009.0,48840.0,2009.0,48840.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,48840.0,62100.0
416,83273,2008,UNK,2009.0,67000.0,2029,95100.0,,2009.0,52430.0,2009.0,52430.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,52430.0,67000.0
417,22245,2008,MR,2009.0,9910.0,2029,11010.0,"Significant Count Drop, construction",2009.0,1640.0,2009.0,1640.0,2009.0,1,3.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0,1640.0,9910.0
418,81485,2008,RC,2009.0,16510.0,2021,18030.0,,2009.0,15110.0,2009.0,15110.0,2009.0,1,3.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,15110.0,16510.0
419,81485,2008,RC,2009.0,18030.0,2021,22180.0,,2009.0,15150.0,2009.0,15150.0,2009.0,1,3.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,15150.0,18030.0
420,23800,2008,RC,2009.0,25720.0,2021,34250.0,,2010.0,22200.0,2010.0,22200.0,2009.0,1,3.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,22200.0,26430.833333333332
421,84353,2008,RC,2009.0,6600.0,2029,8040.0,,2010.0,6000.0,2010.0,6000.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,6000.0,6672.0
422,23022,2008,MR,2009.0,3500.0,2029,3880.0,,2010.0,3600.0,2010.0,3600.0,2009.0,1,4.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,3600.0,3519.0
423,22245,2008,MR,2009.0,27770.0,2029,42340.0,,2009.0,19170.0,2009.0,19170.0,2009.0,1,1.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0,19170.0,27770.0
424,22245,2008,MR,2009.0,30910.0,2029,46950.0,,2009.0,23070.0,2009.0,23070.0,2009.0,1,1.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0,23070.0,30910.0
425,84096,2008,MR,2009.0,161750.0,2029,165420.0,,2010.0,141060.0,2010.0,141060.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,141060.0,161933.5
426,83273,2008,UNK,2009.0,66900.0,2029,93600.0,,2009.0,57610.0,2009.0,57610.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,57610.0,66900.0
427,83273,2008,UNK,2009.0,81100.0,2029,99100.0,,2010.0,63540.0,2010.0,63540.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,63540.0,82000.0
428,83273,2008,UNK,2009.0,99000.0,2029,115600.0,,2010.0,79840.0,2010.0,79840.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,79840.0,99830.0
429,83273,2008,UNK,2009.0,106100.0,2029,120700.0,,2010.0,86170.0,2010.0,86170.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,86170.0,106830.0
430,83273,2008,UNK,2009.0,104200.0,2029,118300.0,,2010.0,84460.0,2010.0,84460.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,84460.0,104905.0
431,83273,2008,UNK,2009.0,102100.0,2029,115500.0,,2010.0,82670.0,2010.0,82670.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,82670.0,102770.0
432,83273,2008,UNK,2009.0,106000.0,2029,115100.0,,2010.0,87560.0,2010.0,87560.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,87560.0,106455.0
433,23799,2008,MR,2009.0,31560.0,2021,35360.0,,2008.0,33740.0,2008.0,33740.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,33740.0,31243.333333333332
434,23799,2008,MR,2009.0,38600.0,2021,41720.0,,2008.0,41350.0,2008.0,41350.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,41350.0,38340.0
435,23799,2008,MR,2009.0,45900.0,2021,48070.0,,2008.0,48410.0,2008.0,48410.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,48410.0,45719.166666666664
436,23800,2008,RC,2009.0,32110.0,2021,41160.0,,2010.0,28490.0,2010.0,28490.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,28490.0,32864.166666666664
437,22245,2008,MR,2009.0,15730.0,2029,16410.0,"Significant Count Drop, construction",2009.0,4690.0,2009.0,4690.0,2009.0,1,3.0,6,1.0,11,41,0.0,0.0,0.0,0.0,0.0,2009.0,4690.0,15730.0
438,86769,2009,RC,2009.0,2990.0,2029,6740.0,,2009.0,2990.0,2009.0,2990.0,2009.0,1,3.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2009.0,2990.0,2990.0
439,77568,2009,MR,2009.0,89700.0,2029,116050.0,,2010.0,86960.0,2010.0,86960.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,86960.0,91017.5
440,25528,2009,MR,2009.0,106420.0,2021,115820.0,,2010.0,90150.0,2010.0,90150.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,90150.0,107203.33333333333
441,25528,2009,MR,2009.0,92000.0,2021,104270.0,,2010.0,77990.0,2010.0,77990.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,77990.0,93022.5
442,25528,2009,MR,2009.0,90050.0,2021,102970.0,,2010.0,76290.0,2010.0,76290.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,76290.0,91126.66666666667
443,25528,2009,MR,2009.0,85070.0,2021,87040.0,,2010.0,64800.0,2010.0,64800.0,2009.0,1,1.0,6,1.0,1,41,-1.0,1.0,-1.0,0.0,-1.0,2010.0,64800.0,85234.16666666667
444,87349,2009,MR,2009.0,75600.0,2029,85800.0,,2008.0,70890.0,2008.0,70890.0,2009.0,1,1.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2008.0,70890.0,75090.0
445,21927,2005,MR,2010.0,9250.0,2030,11310.0,NB,2010.0,9710.0,2010.0,9710.0,2007.0,1,3.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,9710.0,9250.0
446,21927,2005,MR,2010.0,12450.0,2030,14710.0,NB,2010.0,12860.0,2010.0,12860.0,2007.0,1,1.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,12860.0,12450.0
447,21927,2005,MR,2010.0,32310.0,2030,36040.0,NB,2010.0,29070.0,2010.0,29070.0,2007.0,1,1.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,29070.0,32310.0
448,21927,2005,MR,2010.0,18980.0,2030,20010.0,NB,2010.0,16580.0,2010.0,16580.0,2007.0,1,4.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,16580.0,18980.0
449,21927,2005,MR,2010.0,19140.0,2030,20040.0,NB,2010.0,10900.0,2010.0,10900.0,2007.0,1,4.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,10900.0,19140.0
450,21927,2005,MR,2010.0,12320.0,2030,12320.0,NB,2010.0,10900.0,2010.0,10900.0,2007.0,1,4.0,6,1.0,11,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,10900.0,12320.0
451,22200,2006,MR,2010.0,64960.0,2030,79840.0,,2010.0,61100.0,2010.0,61100.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0,61100.0,64960.0
452,22200,2006,MR,2010.0,117320.0,2030,133960.0,,2010.0,107250.0,2010.0,107250.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0,107250.0,117320.0
453,22200,2006,MR,2010.0,102450.0,2030,113360.0,,2010.0,95930.0,2010.0,95930.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0,95930.0,102450.0
454,22200,2006,MR,2010.0,127440.0,2030,133830.0,,2010.0,121500.0,2010.0,121500.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0,121500.0,127440.0
455,22200,2006,MR,2010.0,83210.0,2030,87850.0,,2010.0,72690.0,2010.0,72690.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0,72690.0,83210.0
456,23835,2007,MR,2010.0,38310.0,2030,47330.0,,2010.0,27030.0,2010.0,27030.0,2010.0,1,1.0,6,1.0,1,41,0.0,0.0,0.0,0.0,0.0,2010.0,27030.0,38310.0
457,23835,2007,MR,2010.0,42970.0,2030,52370.0,,2008.0,34800.0,2008.0,34800.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,34800.0,42030.0
458,23835,2007,MR,2010.0,42530.0,2030,52050.0,,2008.0,33820.0,2008.0,33820.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,33820.0,41578.0
459,23835,2007,MR,2010.0,41500.0,2030,51270.0,,2008.0,32540.0,2008.0,32540.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,32540.0,40523.0
460,23835,2007,MR,2010.0,39850.0,2030,49230.0,,2008.0,31250.0,2008.0,31250.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,31250.0,38912.0
461,23835,2007,MR,2010.0,38000.0,2030,46940.0,,2008.0,29780.0,2008.0,29780.0,2010.0,1,1.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,29780.0,37106.0
462,80613,2007,RC,2010.0,4110.0,2030,4640.0,,2008.0,2670.0,2008.0,2670.0,2010.0,1,5.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,2670.0,4057.0
463,83301,2007,MR,2010.0,81000.0,2030,96200.0,,2009.0,61970.0,2009.0,61970.0,2007.0,1,1.0,6,1.0,1,41,1.0,-1.0,-2.0,3.0,-2.0,2009.0,61970.0,80240.0
464,83301,2007,MR,2010.0,91200.0,2030,107610.0,,2010.0,65300.0,2010.0,65300.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,65300.0,91200.0
465,83301,2007,MR,2010.0,84070.0,2030,98060.0,,2010.0,63710.0,2010.0,63710.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,63710.0,84070.0
466,83301,2007,MR,2010.0,78530.0,2030,88920.0,,2010.0,56200.0,2010.0,56200.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,56200.0,78530.0
467,83301,2007,MR,2010.0,87630.0,2030,103460.0,,2010.0,63540.0,2010.0,63540.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,63540.0,87630.0
468,83301,2007,MR,2010.0,108110.0,2030,123820.0,,2010.0,79840.0,2010.0,79840.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,79840.0,108110.0
469,83301,2007,MR,2010.0,110490.0,2030,122860.0,,2010.0,82670.0,2010.0,82670.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,82670.0,110490.0
470,83301,2007,MR,2010.0,113350.0,2030,121930.0,,2010.0,87560.0,2010.0,87560.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,87560.0,113350.0
471,83301,2007,MR,2010.0,102690.0,2030,106920.0,,2010.0,90150.0,2010.0,90150.0,2007.0,1,1.0,6,1.0,1,41,0.0,0.0,-3.0,3.0,-3.0,2010.0,90150.0,102690.0
472,21147,2007,MR,2010.0,14210.0,2030,13470.0,,2008.0,8670.0,2008.0,8670.0,2010.0,1,3.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,8670.0,14284.0
473,82505,2007,MR,2010.0,19730.0,2030,23910.0,,2009.0,21020.0,2009.0,21020.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,21020.0,19521.0
474,82505,2007,MR,2010.0,38850.0,2030,43330.0,,2009.0,33860.0,2009.0,33860.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,33860.0,38626.0
475,82505,2007,MR,2010.0,38660.0,2030,38660.0,,2009.0,33850.0,2009.0,33850.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,33850.0,38660.0
476,82505,2007,MR,2010.0,33560.0,2030,33560.0,,2009.0,26910.0,2009.0,26910.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,26910.0,33560.0
477,82505,2007,MR,2010.0,28290.0,2030,28290.0,,2009.0,27000.0,2009.0,27000.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,27000.0,28290.0
478,82505,2007,MR,2010.0,18460.0,2030,18460.0,,2009.0,19290.0,2009.0,19290.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,19290.0,18460.0
479,80145,2007,RC,2010.0,7040.0,2030,7530.0,,2008.0,7200.0,2008.0,7200.0,2010.0,1,4.0,6,1.0,1,41,2.0,-2.0,2.0,0.0,2.0,2008.0,7200.0,6991.0
480,25203,2008,MR,2010.0,49110.0,2030,51270.0,,2010.0,47810.0,2010.0,47810.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0,47810.0,49110.0
481,25203,2008,MR,2010.0,48870.0,2030,50640.0,,2010.0,47220.0,2010.0,47220.0,2009.0,1,1.0,6,1.0,1,41,0.0,0.0,-1.0,1.0,-1.0,2010.0,47220.0,48870.0
482,79745,2008,RC,2010.0,11940.0,2018,13020.0,,2009.0,11690.0,2009.0,11690.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,11690.0,11805.0
483,79745,2008,RC,2010.0,12140.0,2018,13390.0,,2009.0,11370.0,2009.0,11370.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,11370.0,11983.75
484,77318,2008,RC,2010.0,18370.0,2022,21820.0,,2009.0,14700.0,2009.0,14700.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,14700.0,18082.5
485,81243,2008,RC,2010.0,9360.0,2030,12100.0,,2009.0,7090.0,2009.0,7090.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,7090.0,9223.0
486,81243,2008,RC,2010.0,7310.0,2030,9880.0,,2009.0,7090.0,2009.0,7090.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,7090.0,7181.5
487,82824,2008,RC,2010.0,19650.0,2030,20940.0,,2009.0,19070.0,2009.0,19070.0,2010.0,1,3.0,6,1.0,1,41,1.0,-1.0,1.0,0.0,1.0,2009.0,19070.0,19585.5
