,PID,YearForecastMade,ForecastMethod,OpeningYear,OYADTForecast,DesignYear,DYADTForecast,Notes,NearActualOpenYear,NearOpenYrCount,RecentYr,RecentYrCnt,ActualOpeningYear,TollType,FunctionalClass,Methodology,AreaType,ImpromentType,State,diffPOY_NAOY,diffPOY_RY,diffAOY_RY,diffPOY_AOY,diffAOY_NAOY
4543,77527,2016,,2016.0,136000.0,2036,159000.0,Functional Class unreliable,2015.0,136653.0,,,,1,1.0,6,,12,41,1.0,,,,
4544,77527,2016,,2016.0,120000.0,2036,135000.0,Functional Class unreliable,2015.0,104361.0,,,,1,1.0,6,,12,41,1.0,,,,
4545,90900,2016,,2016.0,147000.0,2036,156000.0,Functional Class unreliable,2015.0,159701.0,,,,1,1.0,6,,12,41,1.0,,,,
4546,90900,2016,,2016.0,99000.0,2036,107000.0,Functional Class unreliable,2015.0,107118.0,,,,1,1.0,6,,12,41,1.0,,,,
4547,90900,2016,,2016.0,122000.0,2036,132000.0,Functional Class unreliable,2015.0,129954.0,,,,1,1.0,6,,12,41,1.0,,,,
4548,90900,2016,,2016.0,113000.0,2036,121000.0,Functional Class unreliable,2015.0,118745.0,,,,1,1.0,6,,12,41,1.0,,,,
4549,,2016,,2016.0,46000.0,2016,46000.0,Functional Class unreliable,2015.0,44649.0,,,,1,1.0,6,1.0,12,41,1.0,,,,
4550,84468,2016,,2016.0,25000.0,2037,31000.0,Functional Class unreliable,2015.0,22783.0,,,,1,1.0,6,,12,41,1.0,,,,
4551,,2016,,2016.0,18000.0,2036,18000.0,Functional Class unreliable,2015.0,18812.0,,,,1,1.0,6,,12,41,1.0,,,,
4552,103155,2016,,2016.0,50000.0,2036,57000.0,Functional Class unreliable,2015.0,46840.0,,,,1,1.0,6,,12,41,1.0,,,,
4553,,2016,,2016.0,30150.0,2036,3150.0,Functional Class unreliable,2015.0,29169.0,,,,1,1.0,6,,2,41,1.0,,,,
4554,,2016,,2016.0,20000.0,2036,27000.0,Functional Class unreliable,2015.0,19654.0,,,,1,1.0,6,,12,41,1.0,,,,
4555,101533,2016,,2016.0,15000.0,2036,18000.0,Functional Class unreliable,2015.0,15288.0,,,,1,1.0,6,1.0,12,41,1.0,,,,
4556,,2016,,2016.0,15000.0,2036,18000.0,Functional Class unreliable,2015.0,15288.0,,,,1,1.0,6,1.0,12,41,1.0,,,,
4557,,2016,,2016.0,12000.0,2028,13000.0,Functional Class unreliable,2015.0,14769.0,,,,1,1.0,6,1.0,12,41,1.0,,,,
4558,,2016,,2016.0,16000.0,2028,18000.0,Functional Class unreliable,2015.0,16712.0,,,,1,1.0,6,,12,41,1.0,,,,
4559,,2016,,2016.0,13000.0,2028,14000.0,Functional Class unreliable,2015.0,15896.0,,,,1,1.0,6,,12,41,1.0,,,,
4560,,2016,,2016.0,19000.0,2036,20000.0,Functional Class unreliable,2015.0,19396.0,,,,1,3.0,6,,12,41,1.0,,,,
4561,,2016,,2016.0,27000.0,2036,35000.0,Functional Class unreliable,2015.0,29521.0,,,,1,3.0,6,,12,41,1.0,,,,
4562,,2016,,2016.0,17030.0,2036,21980.0,Functional Class unreliable,2015.0,24451.0,,,,1,3.0,6,,1,41,1.0,,,,
4563,101435,2016,,2016.0,28000.0,2026,30000.0,Functional Class unreliable,2015.0,27139.0,,,,1,3.0,6,,12,41,1.0,,,,
4564,101435,2016,,2016.0,13000.0,2026,14000.0,Functional Class unreliable,2015.0,12464.0,,,,1,3.0,6,,12,41,1.0,,,,
4565,102283,2016,,2016.0,20000.0,2036,20000.0,Functional Class unreliable,2015.0,20680.0,,,,1,3.0,6,,12,41,1.0,,,,
4566,,2016,,2016.0,26350.0,2036,28010.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4567,,2016,,2016.0,25400.0,2036,27030.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4568,,2016,,2016.0,25310.0,2036,26940.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4569,,2016,,2016.0,24810.0,2036,26440.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4570,,2016,,2016.0,24810.0,2036,26440.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4571,,2016,,2016.0,24510.0,2036,26140.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4572,,2016,,2016.0,24520.0,2036,26150.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4573,,2016,,2016.0,24230.0,2036,25730.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4574,,2016,,2016.0,23180.0,2036,24630.0,Functional Class unreliable,2015.0,23055.0,,,,1,3.0,6,,12,41,1.0,,,,
4575,,2016,,2016.0,14000.0,2036,17000.0,Functional Class unreliable,2015.0,14063.0,,,,1,3.0,6,,12,41,1.0,,,,
4576,103059,2016,,2016.0,32000.0,2036,37000.0,Functional Class unreliable,2015.0,21307.0,,,,1,3.0,6,,12,41,1.0,,,,
4577,90903,2016,,2016.0,4000.0,2036,5100.0,Functional Class unreliable,2015.0,3971.0,,,,1,3.0,6,1.0,12,41,1.0,,,,
4578,99336,2016,,2016.0,9970.0,2036,10820.0,Functional Class unreliable,2015.0,7722.0,,,,1,3.0,6,,2,41,1.0,,,,
4579,99336,2016,,2016.0,10910.0,2036,11820.0,Functional Class unreliable,2015.0,7722.0,,,,1,3.0,6,,2,41,1.0,,,,
4580,99336,2016,,2016.0,10070.0,2036,10090.0,Functional Class unreliable,2015.0,7722.0,,,,1,3.0,6,,2,41,1.0,,,,
4581,,2016,,2016.0,17000.0,2036,17000.0,Functional Class unreliable,2015.0,17540.0,,,,1,3.0,6,,12,41,1.0,,,,
4582,84468,2016,,2016.0,4300.0,2037,4600.0,Functional Class unreliable,2015.0,1952.0,,,,1,4.0,6,,12,41,1.0,,,,
4583,84468,2016,,2016.0,4400.0,2037,5600.0,Functional Class unreliable,2015.0,2063.0,,,,1,4.0,6,,12,41,1.0,,,,
4584,84468,2016,,2016.0,11000.0,2037,12000.0,Functional Class unreliable,2015.0,7248.0,,,,1,4.0,6,,12,41,1.0,,,,
4585,84468,2016,,2016.0,1700.0,2037,1700.0,Functional Class unreliable,2015.0,3044.0,,,,1,4.0,6,,12,41,1.0,,,,
4586,,2016,,2016.0,7580.0,2036,10180.0,Functional Class unreliable,2015.0,6227.0,,,,1,4.0,6,,2,41,1.0,,,,
4587,,2016,,2016.0,13000.0,2036,14000.0,Functional Class unreliable,2015.0,12874.0,,,,1,4.0,6,,12,41,1.0,,,,
4588,,2016,,2016.0,6400.0,2036,6700.0,Functional Class unreliable,2015.0,6227.0,,,,1,4.0,6,,12,41,1.0,,,,
4589,101435,2016,,2016.0,5200.0,2026,6400.0,Functional Class unreliable,2015.0,4844.0,,,,1,4.0,6,,12,41,1.0,,,,
4590,101435,2016,,2016.0,4700.0,2026,6000.0,Functional Class unreliable,2015.0,3661.0,,,,1,4.0,6,,12,41,1.0,,,,
4591,,2016,,2016.0,18000.0,2036,23000.0,Functional Class unreliable,2015.0,17835.0,,,,1,4.0,6,,12,41,1.0,,,,
4592,,2016,,2016.0,4400.0,2036,4700.0,Functional Class unreliable,2015.0,4642.0,,,,1,4.0,6,1.0,12,41,1.0,,,,
4593,,2016,,2016.0,13000.0,2036,15000.0,Functional Class unreliable,2015.0,12798.0,,,,1,5.0,6,,12,41,1.0,,,,
4594,,2016,,2016.0,3100.0,2028,3100.0,Functional Class unreliable,2015.0,3629.0,,,,1,5.0,6,,12,41,1.0,,,,
4595,,2016,,2016.0,4000.0,2028,4000.0,Functional Class unreliable,2015.0,3629.0,,,,1,5.0,6,,12,41,1.0,,,,
4596,,2016,,2016.0,1600.0,2028,1700.0,Functional Class unreliable,2015.0,1648.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4597,100980,2016,,2016.0,3100.0,2036,4000.0,Functional Class unreliable,2015.0,3008.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4598,99697,2016,,2016.0,5000.0,2036,6300.0,Functional Class unreliable,2015.0,4985.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4599,99697,2016,,2016.0,4400.0,2036,5100.0,Functional Class unreliable,2015.0,4341.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4600,,2016,,2016.0,2100.0,2028,2100.0,Functional Class unreliable,2015.0,2099.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4601,101508,2016,,2016.0,880.0,2036,880.0,Functional Class unreliable,2015.0,1025.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4602,,2016,,2016.0,170.0,2028,170.0,Functional Class unreliable,2015.0,178.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4603,,2016,,2016.0,520.0,2028,520.0,Functional Class unreliable,2015.0,464.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4604,,2016,,2016.0,2400.0,2028,2600.0,Functional Class unreliable,2015.0,2302.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4605,,2016,,2016.0,2200.0,2028,2500.0,Functional Class unreliable,2015.0,4551.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4606,101525,2016,,2016.0,1100.0,2036,1100.0,Functional Class unreliable,2015.0,1184.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4607,92603,2016,,2016.0,1600.0,2036,1800.0,Functional Class unreliable,2015.0,1661.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4608,,2016,,2016.0,930.0,2036,960.0,Functional Class unreliable,2015.0,964.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4609,,2016,,2016.0,3900.0,2028,4200.0,Functional Class unreliable,2015.0,2999.0,,,,1,5.0,6,1.0,12,41,1.0,,,,
4610,101500,2016,,2016.0,1100.0,2036,1600.0,Functional Class unreliable,2015.0,834.0,,,,1,5.0,6,,12,41,1.0,,,,
4611,,2016,,2016.0,840.0,2028,840.0,Functional Class unreliable,2015.0,880.0,,,,1,6.0,6,1.0,12,41,1.0,,,,
4612,82632,2011,MR,2017.0,18310.0,2037,20520.0,,2015.0,12054.0,2011.0,13010.0,,1,3.0,6,1.0,2,41,2.0,-6.0,,,
4613,82632,2011,MR,2017.0,14560.0,2037,16450.0,,2015.0,18369.0,2011.0,18180.0,,1,3.0,6,1.0,2,41,2.0,-6.0,,,
4614,82632,2011,MR,2017.0,13880.0,2037,14820.0,,2015.0,14335.0,2011.0,14510.0,,1,4.0,6,1.0,2,41,2.0,-6.0,,,
4615,82632,2011,MR,2017.0,10290.0,2037,10690.0,,2015.0,14486.0,2011.0,16330.0,,1,4.0,6,1.0,2,41,2.0,-6.0,,,
4616,80192,2012,UNK,2017.0,11575.0,2037,13280.0,,2015.0,10450.0,,,,1,5.0,6,1.0,11,41,2.0,,,,
4617,80192,2012,UNK,2017.0,11564.0,2037,16047.0,,2015.0,8254.0,,,,1,5.0,6,1.0,11,41,2.0,,,,
4618,80192,2012,UNK,2017.0,2475.0,2037,2502.0,,2015.0,2632.0,,,,1,5.0,6,1.0,11,41,2.0,,,,
4619,80192,2012,UNK,2017.0,4472.0,2037,5152.0,,2015.0,4082.0,,,,1,5.0,6,1.0,11,41,2.0,,,,
4620,80192,2012,UNK,2017.0,15255.0,2037,20399.0,,2015.0,10880.0,,,,1,5.0,6,1.0,11,41,2.0,,,,
4621,,2012,UNK,2017.0,2700.0,2037,2700.0,,2015.0,3167.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4622,12343,2012,UNK,2017.0,102440.0,2037,110200.0,,2015.0,118745.0,2010.0,99720.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4623,81725,2012,UNK,2017.0,37730.0,2037,41020.0,,2015.0,23296.0,2010.0,36900.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4624,81725,2012,UNK,2017.0,35350.0,2037,38560.0,,2015.0,43301.0,2010.0,36900.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4625,80192,2012,UNK,2017.0,23685.0,2037,27630.0,,2015.0,36813.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4626,92910,2012,UNK,2017.0,61440.0,2037,63920.0,,2015.0,68753.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4627,92910,2012,UNK,2017.0,91052.0,2037,92940.0,,2015.0,82613.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4628,80192,2012,UNK,2017.0,38911.0,2037,40045.0,,2015.0,44746.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4629,93592,2012,UNK,2017.0,90630.0,2037,108380.0,,2015.0,73725.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4630,93592,2012,UNK,2017.0,96110.0,2037,112620.0,,2015.0,81343.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4631,76032,2012,UNK,2017.0,75570.0,2037,78330.0,,2015.0,83634.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4632,76032,2012,UNK,2017.0,70390.0,2037,73420.0,,2015.0,75973.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4633,93592,2012,UNK,2017.0,100890.0,2037,116740.0,,2015.0,70185.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4634,93592,2012,UNK,2017.0,95700.0,2037,109550.0,,2015.0,82196.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4635,93592,2012,UNK,2017.0,23200.0,2037,24270.0,,2015.0,10091.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4636,93592,2012,UNK,2017.0,23720.0,2037,23920.0,,2015.0,20360.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4637,93594,2012,UNK,2017.0,95510.0,2037,111320.0,,2015.0,68350.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4638,93594,2012,UNK,2017.0,95700.0,2037,111550.0,,2015.0,68350.0,,,,1,1.0,6,1.0,2,41,2.0,,,,
4639,94156,2012,UNK,2017.0,133000.0,2037,169000.0,,2015.0,121099.0,,,,1,1.0,6,1.0,12,41,2.0,,,,
4640,76721,2012,UNK,2017.0,87680.0,2037,113730.0,,2015.0,75874.0,2010.0,78400.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4641,76721,2012,UNK,2017.0,80830.0,2037,110100.0,,2015.0,75874.0,2010.0,70600.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4642,76721,2012,UNK,2017.0,64200.0,2037,88040.0,,2015.0,67704.0,2010.0,55870.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4643,76721,2012,UNK,2017.0,63680.0,2037,87210.0,,2015.0,53008.0,2010.0,55870.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4644,76721,2012,UNK,2017.0,61800.0,2037,89830.0,,2015.0,53008.0,2010.0,52020.0,,1,1.0,6,1.0,1,41,2.0,-7.0,,,
4645,92024,2012,UNK,2017.0,14220.0,2037,14220.0,,2015.0,11396.0,,,,1,3.0,6,1.0,1,41,2.0,,,,
4646,92910,2012,UNK,2017.0,24540.0,2037,24590.0,,2015.0,19151.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4647,92910,2012,UNK,2017.0,27510.0,2037,27580.0,,2015.0,22925.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4648,92910,2012,UNK,2017.0,23760.0,2037,23880.0,,2015.0,15888.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4649,23414,2012,UNK,2017.0,23590.0,2037,23590.0,,2015.0,18542.0,,,,1,4.0,6,1.0,1,41,2.0,,,,
4650,93594,2012,UNK,2017.0,111810.0,2037,127620.0,,2015.0,76028.0,,,,1,4.0,6,1.0,2,41,2.0,,,,
4651,88614,2012,UNK,2017.0,15000.0,2037,18000.0,,2015.0,10268.0,,,,1,4.0,6,1.0,12,41,2.0,,,,
4652,93229,2012,UNK,2017.0,2700.0,2037,2700.0,,2015.0,3167.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4653,92561,2013,UNK,2017.0,44660.0,2037,48860.0,,2015.0,44313.0,,,,1,1.0,6,1.0,3,41,2.0,,,,
4654,92910,2013,UNK,2017.0,116240.0,2037,118130.0,,2015.0,16473.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4655,92910,2013,UNK,2017.0,91050.0,2037,92940.0,,2015.0,22925.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4656,92638,2013,UNK,2017.0,27030.0,2037,30070.0,,2015.0,77321.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4657,92638,2013,UNK,2017.0,30289.0,2037,33320.0,,2015.0,77321.0,,,,1,1.0,6,1.0,11,41,2.0,,,,
4658,92561,2013,UNK,2017.0,37310.0,2037,40800.0,,2015.0,26696.0,,,,1,1.0,6,1.0,3,41,2.0,,,,
4659,92561,2013,UNK,2017.0,42500.0,2037,46530.0,,2015.0,41699.0,,,,1,1.0,6,1.0,3,41,2.0,,,,
4660,93253,2013,UNK,2017.0,37000.0,2037,46000.0,,2015.0,33328.0,,,,1,1.0,6,1.0,12,41,2.0,,,,
4661,,2013,UNK,2017.0,19000.0,2027,20000.0,,2015.0,20655.0,,,,1,3.0,6,1.0,12,41,2.0,,,,
4662,93259,2013,UNK,2017.0,5000.0,2037,6400.0,,2015.0,4590.0,,,,1,3.0,6,1.0,12,41,2.0,,,,
4663,91608,2013,UNK,2017.0,72000.0,2037,75000.0,,2015.0,61393.0,,,,1,3.0,6,1.0,12,41,2.0,,,,
4664,92638,2013,UNK,2017.0,135500.0,2037,151380.0,Functional Class unreliable,2015.0,119893.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4665,92910,2013,UNK,2017.0,61440.0,2037,63920.0,Functional Class unreliable,2015.0,8199.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4666,92910,2013,UNK,2017.0,24540.0,2037,24590.0,Functional Class unreliable,2015.0,19151.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4667,92910,2013,UNK,2017.0,19300.0,2037,19310.0,Functional Class unreliable,2015.0,8199.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4668,92910,2013,UNK,2017.0,27510.0,2037,27580.0,Functional Class unreliable,2015.0,22925.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4669,92910,2013,UNK,2017.0,28170.0,2037,28240.0,Functional Class unreliable,2015.0,22925.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4670,92910,2013,UNK,2017.0,37840.0,2037,37920.0,Functional Class unreliable,2015.0,22925.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4671,92910,2013,UNK,2017.0,32810.0,2037,32820.0,Functional Class unreliable,2015.0,22925.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4672,92910,2013,UNK,2017.0,22530.0,2037,22550.0,Functional Class unreliable,2015.0,22925.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4673,92638,2013,UNK,2017.0,23560.0,2037,26630.0,Functional Class unreliable,2015.0,77321.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4674,92638,2013,UNK,2017.0,141060.0,2037,155710.0,Functional Class unreliable,2015.0,124195.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4675,92638,2013,UNK,2017.0,26360.0,2037,29030.0,Functional Class unreliable,2015.0,77321.0,,,,1,3.0,6,1.0,11,41,2.0,,,,
4676,92561,2013,UNK,2017.0,16520.0,2037,16820.0,Functional Class unreliable,2015.0,12216.0,,,,1,3.0,6,1.0,3,41,2.0,,,,
4677,95318,2013,UNK,2017.0,26100.0,2037,36230.0,Functional Class unreliable,2015.0,13683.0,,,,1,3.0,6,1.0,2,41,2.0,,,,
4678,95318,2013,UNK,2017.0,23170.0,2037,29130.0,Functional Class unreliable,2015.0,6570.0,,,,1,3.0,6,1.0,2,41,2.0,,,,
4679,93254,2013,UNK,2017.0,870.0,2037,930.0,Functional Class unreliable,2015.0,1098.0,,,,1,3.0,6,1.0,12,41,2.0,,,,
4680,94539,2013,UNK,2017.0,2700.0,2037,2900.0,Functional Class unreliable,2015.0,3167.0,,,,1,3.0,6,1.0,12,41,2.0,,,,
4681,88612,2013,UNK,2017.0,890.0,2037,890.0,Functional Class unreliable,2015.0,946.0,,,,1,3.0,6,1.0,12,41,2.0,,,,
4682,96095,2013,UNK,2017.0,41370.0,2037,62590.0,Functional Class unreliable,2015.0,38430.0,,,,1,4.0,6,1.0,1,41,2.0,,,,
4683,82370,2013,UNK,2017.0,51450.0,2034,77010.0,Functional Class unreliable,2015.0,45023.0,,,,1,4.0,6,1.0,11,41,2.0,,,,
4684,82370,2013,UNK,2017.0,54660.0,2034,79680.0,Functional Class unreliable,2015.0,45023.0,,,,1,4.0,6,1.0,11,41,2.0,,,,
4685,92910,2013,UNK,2017.0,75540.0,2037,77650.0,Functional Class unreliable,2015.0,15888.0,,,,1,4.0,6,1.0,11,41,2.0,,,,
4686,92910,2013,UNK,2017.0,19110.0,2037,19120.0,Functional Class unreliable,2015.0,8199.0,,,,1,4.0,6,1.0,11,41,2.0,,,,
4687,92910,2013,UNK,2017.0,23760.0,2037,23880.0,Functional Class unreliable,2015.0,15888.0,,,,1,4.0,6,1.0,11,41,2.0,,,,
4688,92638,2013,UNK,2017.0,20020.0,2037,23080.0,Functional Class unreliable,2015.0,77321.0,,,,1,4.0,6,1.0,11,41,2.0,,,,
4689,91559,2013,UNK,2017.0,9000.0,2037,11000.0,Functional Class unreliable,2015.0,8290.0,,,,1,4.0,6,1.0,12,41,2.0,,,,
4690,,2013,UNK,2017.0,2900.0,2037,4300.0,Functional Class unreliable,2015.0,2116.0,,,,1,4.0,6,1.0,12,41,2.0,,,,
4691,94539,2013,UNK,2017.0,2700.0,2029,2800.0,Functional Class unreliable,2015.0,3167.0,,,,1,4.0,6,1.0,12,41,2.0,,,,
4692,90289,2013,UNK,2017.0,25000.0,2037,27000.0,Functional Class unreliable,2015.0,23055.0,,,,1,4.0,6,1.0,12,41,2.0,,,,
4693,,2013,UNK,2017.0,20000.0,2037,23000.0,Functional Class unreliable,2015.0,20983.0,,,,1,4.0,6,1.0,12,41,2.0,,,,
4694,92910,2013,UNK,2017.0,23730.0,2037,23750.0,Functional Class unreliable,2015.0,15888.0,,,,1,5.0,6,1.0,11,41,2.0,,,,
4695,92638,2013,UNK,2017.0,19670.0,2037,22840.0,Functional Class unreliable,2015.0,67900.0,,,,1,5.0,6,1.0,11,41,2.0,,,,
4696,87628,2013,UNK,2017.0,110000.0,2037,123000.0,Functional Class unreliable,2015.0,108421.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4697,90653,2013,UNK,2017.0,18000.0,2037,20000.0,Functional Class unreliable,2015.0,19331.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4698,94539,2013,UNK,2017.0,2700.0,2037,2900.0,Functional Class unreliable,2015.0,3167.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4699,91607,2013,UNK,2017.0,11000.0,2037,12000.0,Functional Class unreliable,2015.0,15738.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4700,92561,2013,UNK,2017.0,46360.0,2037,50760.0,,2015.0,43792.0,,,,1,4.0,6,1.0,3,41,2.0,,,,
4701,94680,2013,UNK,2017.0,5500.0,2037,7100.0,,2015.0,5747.0,,,,1,4.0,6,1.0,12,41,2.0,,,,
4702,,2013,UNK,2017.0,1900.0,2037,1900.0,,2015.0,1714.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4703,93253,2013,UNK,2017.0,470.0,2037,620.0,,2015.0,320.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4704,94680,2013,UNK,2017.0,630.0,2037,720.0,,2015.0,114.0,,,,1,6.0,6,1.0,12,41,2.0,,,,
4706,84301,2013,UNK,2017.0,14880.0,2037,15740.0,,2015.0,13714.0,,,,1,3.0,6,1.0,2,41,2.0,,,,
4707,84301,2013,UNK,2017.0,12450.0,2037,13980.0,,2015.0,9416.0,,,,1,3.0,6,1.0,2,41,2.0,,,,
4708,84301,2013,UNK,2017.0,14500.0,2037,16970.0,,2015.0,7324.0,,,,1,3.0,6,1.0,2,41,2.0,,,,
4709,93593,2013,UNK,2017.0,14570.0,2037,15580.0,,2015.0,19704.0,,,,1,4.0,6,1.0,2,41,2.0,,,,
4710,93593,2013,UNK,2017.0,22370.0,2037,24060.0,,2015.0,21616.0,,,,1,4.0,6,1.0,2,41,2.0,,,,
4711,84301,2013,UNK,2017.0,12070.0,2037,12950.0,,2015.0,10958.0,,,,1,4.0,6,1.0,2,41,2.0,,,,
4712,93593,2013,UNK,2017.0,5790.0,2037,7560.0,,2015.0,4965.0,,,,1,4.0,6,1.0,2,41,2.0,,,,
4713,93292,2013,UNK,2017.0,21000.0,2037,27000.0,,2015.0,14557.0,,,,1,5.0,6,1.0,12,41,2.0,,,,
4714,77269,2014,,2017.0,92070.0,2037,92070.0,"Changed Opening year ADT Forecast based on Mark Byram's research; Functional Class unreliable
",2015.0,95528.0,,,,1,1.0,6,,11,41,2.0,,,,
4715,77269,2014,,2017.0,111440.0,2037,111440.0,"Changed Opening year ADT Forecast based on Mark Byram's research; Functional Class unreliable
",2015.0,101178.0,,,,1,1.0,6,,11,41,2.0,,,,
4716,82975,2014,,2017.0,103000.0,2037,109000.0,Functional Class unreliable,2015.0,91193.0,,,,1,1.0,6,,12,41,2.0,,,,
4717,82975,2014,,2017.0,64000.0,2037,64000.0,Functional Class unreliable,2015.0,58790.0,,,,1,1.0,6,,12,41,2.0,,,,
4718,82975,2014,,2017.0,75000.0,2037,76000.0,Functional Class unreliable,2015.0,30733.0,,,,1,1.0,6,,12,41,2.0,,,,
4719,82975,2014,,2017.0,103000.0,2037,106000.0,Functional Class unreliable,2015.0,98076.0,,,,1,1.0,6,,12,41,2.0,,,,
4720,82975,2014,,2017.0,116000.0,2037,120000.0,Functional Class unreliable,2015.0,98076.0,,,,1,1.0,6,,12,41,2.0,,,,
4721,82975,2014,,2017.0,130000.0,2037,134000.0,Functional Class unreliable,2015.0,125546.0,,,,1,1.0,6,,12,41,2.0,,,,
4722,82975,2014,,2017.0,119000.0,2037,124000.0,Functional Class unreliable,2015.0,115258.0,,,,1,1.0,6,,12,41,2.0,,,,
4723,82975,2014,,2017.0,134000.0,2037,135000.0,Functional Class unreliable,2015.0,132212.0,,,,1,1.0,6,,12,41,2.0,,,,
4724,82975,2014,,2017.0,117000.0,2037,119000.0,Functional Class unreliable,2015.0,115268.0,,,,1,1.0,6,,12,41,2.0,,,,
4725,82975,2014,,2017.0,142000.0,2037,150000.0,Functional Class unreliable,2015.0,139021.0,,,,1,1.0,6,,12,41,2.0,,,,
4726,79668,2014,,2017.0,139000.0,2031,150000.0,Functional Class unreliable,2015.0,123004.0,,,,1,1.0,6,,12,41,2.0,,,,
4727,79668,2014,,2017.0,129000.0,2031,136000.0,Functional Class unreliable,2015.0,123004.0,,,,1,1.0,6,,12,41,2.0,,,,
4728,,2014,,2017.0,191000.0,2029,227000.0,Functional Class unreliable,2015.0,92596.0,,,,1,1.0,6,,12,41,2.0,,,,
4729,79668,2014,,2017.0,97000.0,2031,101000.0,Functional Class unreliable,2015.0,90909.0,,,,1,1.0,6,,12,41,2.0,,,,
4730,79668,2014,,2017.0,105000.0,2031,122000.0,Functional Class unreliable,2015.0,95595.0,,,,1,1.0,6,,12,41,2.0,,,,
4731,79668,2014,,2017.0,124000.0,2031,130000.0,Functional Class unreliable,2015.0,111409.0,,,,1,1.0,6,,12,41,2.0,,,,
4732,79668,2014,,2017.0,94000.0,2031,98000.0,Functional Class unreliable,2015.0,84780.0,,,,1,1.0,6,,12,41,2.0,,,,
