,BriefDescription,Length_miles,FunctionalClass,ImprovementType,State,InternalProjectID,main_ProjectInformation_ProjectID,County,TollType,ForecastYear,TrafficForecast,ForecastYearType,YearForecastProduced,ForecastMethodology,SegmentDescription,main_TrafficForecast_ProjectID,SegmentID,Year_ofObservation,Count,DiffYear
2311,TH 52 - From Mendota Rd. to Annapolis St.,0.300000012,,,28.0,SPARS 75,28-8542-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6000.0,1.0,1972.0,1,", , , SB",8542.0,,1985,6800,0.0
2312,TH 52 - From Mendota Rd. to Annapolis St.,0.699999988,,,28.0,SPARS 75,28-8543-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6000.0,1.0,1972.0,1,", , , TH 52North of TH 110South of Mendota Rd.NB",8543.0,,1985,8000,0.0
2313,TH 52 - From Mendota Rd. to Annapolis St.,0.699999988,,,28.0,SPARS 75,28-8544-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6000.0,1.0,1972.0,1,", , , SB",8544.0,,1985,8000,0.0
2314,TH 52 - From Mendota Rd. to Annapolis St.,0.400000006,,,28.0,SPARS 75,28-8545-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6800.0,1.0,1972.0,1,", , , TH 52North of Mendota Rd.South of Marie Ave.EB",8545.0,,1985,8300,0.0
2315,TH 52 - From Mendota Rd. to Annapolis St.,0.400000006,,,28.0,SPARS 75,28-8546-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6800.0,1.0,1972.0,1,", , , WB",8546.0,,1985,8300,0.0
2316,TH 52 - From Mendota Rd. to Annapolis St.,0.300000012,,,28.0,SPARS 75,28-8547-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,7000.0,1.0,1972.0,1,", , , TH 52North of Marie Ave.South of Lothenbach Ave.SB",8547.0,,1985,9375,0.0
2317,TH 52 - From Mendota Rd. to Annapolis St.,0.300000012,,,28.0,SPARS 75,28-8548-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6600.0,1.0,1972.0,1,", , , NB",8548.0,,1985,9375,0.0
2318,TH 52 - From Mendota Rd. to Annapolis St.,0.25,,,28.0,SPARS 75,28-8549-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6500.0,1.0,1972.0,1,", , , TH 52North of Lothenbach Ave.South of Wentworth Ave.NB",8549.0,,1985,10550,0.0
2319,TH 52 - From Mendota Rd. to Annapolis St.,0.25,,,28.0,SPARS 75,28-8550-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,6500.0,1.0,1972.0,1,", , , SB",8550.0,,1985,10550,0.0
2320,TH 52 - From Mendota Rd. to Annapolis St.,0.25,,,28.0,SPARS 75,28-8551-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,7100.0,1.0,1972.0,1,", , , TH 52North of Wentworth Ave.South of Thompson Ave.NB",8551.0,,1985,10800,0.0
2321,TH 52 - From Mendota Rd. to Annapolis St.,0.25,,,28.0,SPARS 75,28-8552-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,7100.0,1.0,1972.0,1,", , , SB",8552.0,,1985,10800,0.0
2322,TH 52 - From Mendota Rd. to Annapolis St.,0.289999992,,,28.0,SPARS 75,28-8553-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,8700.0,1.0,1972.0,1,", , , TH 52North of Thompson Ave.South of Emerson Ave.NB",8553.0,,1985,10675,0.0
2323,TH 52 - From Mendota Rd. to Annapolis St.,0.289999992,,,28.0,SPARS 75,28-8554-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,8700.0,1.0,1972.0,1,", , , SB",8554.0,,1985,10675,0.0
2324,TH 52 - From Mendota Rd. to Annapolis St.,0.200000003,,,28.0,SPARS 75,28-8555-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,9400.0,1.0,1972.0,1,", , , TH 52North of Logan Ave.South of Moreland Ave.NB",8555.0,,1985,9425,0.0
2325,TH 52 - From Mendota Rd. to Annapolis St.,0.200000003,,,28.0,SPARS 75,28-8556-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,9400.0,1.0,1972.0,1,", , , SB",8556.0,,1985,9425,0.0
2326,TH 52 - From Mendota Rd. to Annapolis St.,0.10000000099999999,,,28.0,SPARS 75,28-8557-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,9900.0,1.0,1972.0,1,", , , TH 52North of Moreland Ave.South of Ormie St.NB",8557.0,,1985,9425,0.0
2327,TH 52 - From Mendota Rd. to Annapolis St.,0.10000000099999999,,,28.0,SPARS 75,28-8558-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,9900.0,1.0,1972.0,1,", , , SB",8558.0,,1985,9425,0.0
2328,TH 52 - From Mendota Rd. to Annapolis St.,0.059999999000000005,,,28.0,SPARS 75,28-8559-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,10300.0,1.0,1972.0,1,", , , TH 52North of Ormie St.South of Butler AveNB",8559.0,,1985,9425,0.0
2329,TH 52 - From Mendota Rd. to Annapolis St.,0.059999999000000005,,,28.0,SPARS 75,28-8560-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,10300.0,1.0,1972.0,1,", , , SB",8560.0,,1985,9425,0.0
2330,TH 52 - From Mendota Rd. to Annapolis St.,0.10000000099999999,,,28.0,SPARS 75,28-8561-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,10900.0,1.0,1972.0,1,", , , TH 52North of Butler Ave.South of Stanley St.NB",8561.0,,1985,7125,0.0
2331,TH 52 - From Mendota Rd. to Annapolis St.,0.10000000099999999,,,28.0,SPARS 75,28-8562-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,10900.0,1.0,1972.0,1,", , , SB",8562.0,,1985,7125,0.0
2332,TH 52 - From Mendota Rd. to Annapolis St.,0.14000000099999999,,,28.0,SPARS 75,28-8563-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,11200.0,1.0,1972.0,1,", , , TH 52North of Bernard St.South of Haskell StNB",8563.0,,1985,6625,0.0
2333,TH 52 - From Mendota Rd. to Annapolis St.,0.14000000099999999,,,28.0,SPARS 75,28-8564-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,11200.0,1.0,1972.0,1,", , , SB",8564.0,,1985,6625,0.0
2334,TH 52 - From Mendota Rd. to Annapolis St.,0.07,,,28.0,SPARS 75,28-8565-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,11300.0,1.0,1972.0,1,", , , TH 52North of Haskell St.South of Hurley St.NB",8565.0,,1985,6625,0.0
2335,TH 52 - From Mendota Rd. to Annapolis St.,0.07,,,28.0,SPARS 75,28-8566-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,11300.0,1.0,1972.0,1,", , , SB",8566.0,,1985,6625,0.0
2336,TH 52 - From Mendota Rd. to Annapolis St.,0.059999999000000005,,,28.0,SPARS 75,28-8567-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,11400.0,1.0,1972.0,1,", , , TH 52North of Hurley St.South of Annapolis St.NB",8567.0,,1985,6625,0.0
2337,TH 52 - From Mendota Rd. to Annapolis St.,0.059999999000000005,,,28.0,SPARS 75,28-8568-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Dakota,1,1985.0,11300.0,1.0,1972.0,1,", , , SB",8568.0,,1985,6625,0.0
2338,TH 52 - From Mendota Rd. to Annapolis St.,0.10000000099999999,,,28.0,SPARS 75,28-8569-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Ramsey,1,1985.0,12000.0,1.0,1972.0,1,", , , TH 52North of Annapolis St.NB",8569.0,,1985,6650,0.0
2339,TH 52 - From Mendota Rd. to Annapolis St.,0.10000000099999999,,,28.0,SPARS 75,28-8570-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,Ramsey,1,1985.0,12000.0,1.0,1972.0,1,", , , SB",8570.0,,1985,6650,0.0
2340,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.209999993,,,28.0,SPARS 75A,28-8571-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,4000.0,1.0,1974.0,1,", , , TH 49 (Dodd Rd.)South of TH 110NB",8571.0,,1985,6650,0.0
2341,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.209999993,,,28.0,SPARS 75A,28-8572-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,4000.0,1.0,1974.0,1,", , , SB",8572.0,,1985,6650,0.0
2342,TH 49 (Dodd Rd.) - From TH 110 to I-35E,1.0,,,28.0,SPARS 75A,28-8573-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,3300.0,1.0,1974.0,1,", , , TH 49 (Dodd Rd.)North of TH 110South of Co. Rd. 8 (Wentworth Ave.)NB",8573.0,,1985,3163,0.0
2343,TH 49 (Dodd Rd.) - From TH 110 to I-35E,1.0,,,28.0,SPARS 75A,28-8574-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,3300.0,1.0,1974.0,1,", , , SB",8574.0,,1985,3163,0.0
2344,TH 49 (Dodd Rd.) - From TH 110 to I-35E,1.200000048,,,28.0,SPARS 75A,28-8575-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,4500.0,1.0,1974.0,1,", , , TH 49 (Dodd Rd.)North of Co. Rd. 8South of CSAH 63 (Delaware Ave.)NB",8575.0,,1985,2425,0.0
2345,TH 49 (Dodd Rd.) - From TH 110 to I-35E,1.200000048,,,28.0,SPARS 75A,28-8576-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,4500.0,1.0,1974.0,1,", , , SB",8576.0,,1985,2325,0.0
2346,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.23000000399999998,,,28.0,SPARS 75A,28-8577-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,6700.0,1.0,1974.0,1,", , , TH 49 (Dodd Rd.)North of CSAH 63 (Delaware Ave.)South of TH 49 (Smith Ave.)NB",8577.0,,1985,2325,0.0
2347,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.23000000399999998,,,28.0,SPARS 75A,28-8578-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,6700.0,1.0,1974.0,1,", , , SB",8578.0,,1985,2325,0.0
2348,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.25,,,28.0,SPARS 75A,28-8579-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,5100.0,1.0,1974.0,1,", , , TH 49 (Smith Ave.)North of TH 49 (Dodd Rd.)South of Co. Rd. 2 (W. Annapolis St.)NB",8579.0,,1985,2425,0.0
2349,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.25,,,28.0,SPARS 75A,28-8580-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Dakota,1,1985.0,5100.0,1.0,1974.0,1,", , , SB",8580.0,,1985,2325,0.0
2350,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.649999976,,,28.0,SPARS 75A,28-8581-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,8400.0,1.0,1974.0,1,", , , TH 49 (Smith Ave.)North of Co. Rd. 2 (W. Annapolis St.)South of George St.NB",8581.0,,1985,3875,0.0
2351,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.649999976,,,28.0,SPARS 75A,28-8582-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,8400.0,1.0,1974.0,1,", , , SB",8582.0,,1985,3875,0.0
2352,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.129999995,,,28.0,SPARS 75A,28-8583-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,9400.0,1.0,1974.0,1,", , , TH 49 (Smith Ave.)North of George St.South of Cherokee Ave,NB",8583.0,,1985,2985,0.0
2353,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.129999995,,,28.0,SPARS 75A,28-8584-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,9400.0,1.0,1974.0,1,", , , SB",8584.0,,1985,2985,0.0
2354,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.23000000399999998,,,28.0,SPARS 75A,28-8585-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,10100.0,1.0,1974.0,1,", , , TH 49 (Smith Ave.)North of Cherokee Ave.South of Mississippi RiverNB",8585.0,,1985,6850,0.0
2355,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.23000000399999998,,,28.0,SPARS 75A,28-8586-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,10100.0,1.0,1974.0,1,", , , SB",8586.0,,1985,6850,0.0
2356,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.300000012,,,28.0,SPARS 75A,28-8587-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,6200.0,1.0,1974.0,1,", , , TH 49 (Smith Ave.)North of Cliff St.South of Exchange St.NB",8587.0,,1985,450,0.0
2357,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.200000003,,,28.0,SPARS 75A,28-8588-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,31900.0,1.0,1974.0,1,", , , F.A.I. 35ESouth of Ramsey St.NB",8588.0,,1985,6200,0.0
2358,TH 49 (Dodd Rd.) - From TH 110 to I-35E,0.200000003,,,28.0,SPARS 75A,28-8589-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,Ramsey,1,1985.0,31900.0,1.0,1974.0,1,", , , SB",8589.0,,1985,6200,0.0
2359,TH 95 - From TH 61 to CSAH 18,0.839999974,,,28.0,SPARS 77,28-8590-SPARS 77-TH 95 - From TH 61 to CSAH 18,Washington,1,1992.0,4532.0,1.0,1972.0,1,", , , TH 95North of TH 61 & 10South of CR-78  (110th st.)NB",8590.0,,1992,1325,0.0
2360,TH 95 - From TH 61 to CSAH 18,0.839999974,,,28.0,SPARS 77,28-8591-SPARS 77-TH 95 - From TH 61 to CSAH 18,Washington,1,1992.0,4532.0,1.0,1972.0,1,", , , SB",8591.0,,1992,1325,0.0
2361,TH 95 - From TH 61 to CSAH 18,0.699999988,,,28.0,SPARS 77,28-8592-SPARS 77-TH 95 - From TH 61 to CSAH 18,Washington,1,1992.0,2946.0,1.0,1972.0,1,", , , TH 95South of CSAH 20 (70th St. S)NB",8592.0,,1992,1050,0.0
2362,TH 95 - From TH 61 to CSAH 18,0.699999988,,,28.0,SPARS 77,28-8593-SPARS 77-TH 95 - From TH 61 to CSAH 18,Washington,1,1992.0,2946.0,1.0,1972.0,1,", , , SB",8593.0,,1992,1050,0.0
2363,TH 95 - From TH 61 to CSAH 18,3.0,,,28.0,SPARS 77,28-8594-SPARS 77-TH 95 - From TH 61 to CSAH 18,Washington,1,1992.0,2152.0,1.0,1972.0,1,", , , TH 95North of CSAH 20 (70th St. S)South of CSAH 18 (40th St.)NB",8594.0,,1992,1100,0.0
2364,TH 95 - From TH 61 to CSAH 18,3.0,,,28.0,SPARS 77,28-8595-SPARS 77-TH 95 - From TH 61 to CSAH 18,Washington,1,1992.0,2152.0,1.0,1972.0,1,", , , SB",8595.0,,1992,1100,0.0
2365,TH 55 - From 52nd St. to 44th St.,0.200000003,,,28.0,SPARS 78,28-8596-SPARS 78-TH 55 - From 52nd St. to 44th St.,Hennepin,1,1985.0,38800.0,1.0,1972.0,1,", , , TH 55South of Minnehaha Prkw.NB",8596.0,,1985,9200,0.0
2366,TH 55 - From 52nd St. to 44th St.,0.200000003,,,28.0,SPARS 78,28-8597-SPARS 78-TH 55 - From 52nd St. to 44th St.,Hennepin,1,1985.0,38800.0,1.0,1972.0,1,", , , SB",8597.0,,1985,9200,0.0
2367,TH 55 - From 52nd St. to 44th St.,0.150000006,,,28.0,SPARS 78,28-8598-SPARS 78-TH 55 - From 52nd St. to 44th St.,Hennepin,1,1985.0,44000.0,1.0,1972.0,1,", , , TH 55North of 44th St.NB",8598.0,,1985,9375,0.0
2368,TH 55 - From 52nd St. to 44th St.,0.150000006,,,28.0,SPARS 78,28-8599-SPARS 78-TH 55 - From 52nd St. to 44th St.,Hennepin,1,1985.0,44000.0,1.0,1972.0,1,", , , SB",8599.0,,1985,9375,0.0
2369,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.9300000070000001,,,28.0,FEIS New U.S. Hwy 10,28-8600-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,25100.0,1.0,1987.0,1,", , , US-10 & SR-47East of Egret Blvd.West of Foley Blvd.EB",8600.0,,2000,40500,0.0
2370,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.9300000070000001,,,28.0,FEIS New U.S. Hwy 10,28-8601-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,25100.0,1.0,1987.0,1,", , , WB",8601.0,,2000,40500,0.0
2371,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.14000000099999999,,,28.0,FEIS New U.S. Hwy 10,28-8602-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,15800.0,1.0,1987.0,1,", , , US-10 & SR-47East of Foley Blvd.EB",8602.0,,2000,22500,0.0
2372,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.349999994,,,28.0,FEIS New U.S. Hwy 10,28-8603-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,15800.0,1.0,1987.0,1,", , , WB",8603.0,,2000,22500,0.0
2373,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.349999994,,,28.0,FEIS New U.S. Hwy 10,28-8604-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,32200.0,1.0,1987.0,1,", , , New US-10East of University Ave.West of SR-65EB",8604.0,,2000,30000,0.0
2374,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.6399999859999999,,,28.0,FEIS New U.S. Hwy 10,28-8605-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,32200.0,1.0,1987.0,1,", , , WB",8605.0,,2000,30000,0.0
2375,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.0,,,28.0,FEIS New U.S. Hwy 10,28-8606-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,37200.0,1.0,1987.0,1,", , , New US-10East of SR-65West of Airport Rd.EB",8606.0,,2000,30500,0.0
2376,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.0,,,28.0,FEIS New U.S. Hwy 10,28-8607-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,37200.0,1.0,1987.0,1,", , , WB",8607.0,,2000,30500,0.0
2377,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.7000000480000002,,,28.0,FEIS New U.S. Hwy 10,28-8608-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,34700.0,1.0,1987.0,1,", , , New US-10East of Airport Rd.West of I-35WEB",8608.0,,2000,31000,0.0
2378,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.7000000480000002,,,28.0,FEIS New U.S. Hwy 10,28-8609-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,34700.0,1.0,1987.0,1,", , , WB",8609.0,,2000,31000,0.0
2379,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.550000012,,,28.0,FEIS New U.S. Hwy 10,28-8610-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,17000.0,1.0,1987.0,1,", , , I-35WNorth of new US-10NB",8610.0,,2000,35500,0.0
2380,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.550000012,,,28.0,FEIS New U.S. Hwy 10,28-8611-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,17000.0,1.0,1987.0,1,", , , SB",8611.0,,2000,35500,0.0
2381,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.5,,,28.0,FEIS New U.S. Hwy 10,28-8612-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,45700.0,1.0,1987.0,1,", , , I-35WSouth of new US-10North of CR-1NB",8612.0,,2000,59000,0.0
2382,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.5,,,28.0,FEIS New U.S. Hwy 10,28-8613-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,45700.0,1.0,1987.0,1,", , , SB",8613.0,,2000,59000,0.0
2383,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.100000024,,,28.0,FEIS New U.S. Hwy 10,28-8614-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,38400.0,1.0,1987.0,1,", , , I-35WSouth of CR-1North of old US-10NB",8614.0,,2000,52000,0.0
2384,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.100000024,,,28.0,FEIS New U.S. Hwy 10,28-8615-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,38400.0,1.0,1987.0,1,", , , SB",8615.0,,2000,52000,0.0
2385,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.23000000399999998,,,28.0,FEIS New U.S. Hwy 10,28-8616-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,14800.0,1.0,1987.0,1,", , , old US-10East of SR-47West of University Ave.EB",8616.0,,2000,21500,0.0
2386,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,0.23000000399999998,,,28.0,FEIS New U.S. Hwy 10,28-8617-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,14800.0,1.0,1987.0,1,", , , WB",8617.0,,2000,21500,0.0
2387,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.679999948,,,28.0,FEIS New U.S. Hwy 10,28-8618-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,15500.0,1.0,1987.0,1,", , , old US-10East of University Ave.West of SR-65EB",8618.0,,2000,30000,0.0
2388,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.679999948,,,28.0,FEIS New U.S. Hwy 10,28-8619-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,15500.0,1.0,1987.0,1,", , , WB",8619.0,,2000,30000,0.0
2389,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.200000048,,,28.0,FEIS New U.S. Hwy 10,28-8620-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,15750.0,1.0,1987.0,1,", , , old US-10East of SR-65West of Silver Lake Rd.EB",8620.0,,2000,13250,0.0
2390,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,1.200000048,,,28.0,FEIS New U.S. Hwy 10,28-8621-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Anoka,1,2000.0,15750.0,1.0,1987.0,1,", , , WB",8621.0,,2000,13250,0.0
2391,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,2.0,,,28.0,FEIS New U.S. Hwy 10,28-8622-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,14550.0,1.0,1987.0,1,", , , old US-10East of Silver Lake Rd.West of I-35WEB",8622.0,,2000,13250,0.0
2392,New U.S. Hwy 10 - Between Egret Boulevard and I-35W,2.0,,,28.0,FEIS New U.S. Hwy 10,28-8623-FEIS New U.S. Hwy 10-New U.S. Hwy 10 - Between Egret Boulevard and I-35W,Ramsey,1,2000.0,14550.0,1.0,1987.0,1,", , , WB",8623.0,,2000,13250,0.0
2393,TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,1.200000048,,,28.0,FEIS TH 3,28-8624-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,Dakota,1,1990.0,10035.0,1.0,1987.0,1,", , , TH 3North of 70th StSouth of County Rd. 18 (Upper 55th St. ENB",8624.0,,1990,4800,0.0
2394,TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,1.200000048,,,28.0,FEIS TH 3,28-8625-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,Dakota,1,1990.0,10035.0,1.0,1987.0,1,", , , SB",8625.0,,1990,4800,0.0
2395,TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,0.639999986,,,28.0,FEIS TH 3,28-8626-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,Dakota,1,1990.0,11490.0,1.0,1987.0,1,", , , TH 3North of County Rd. 18 (Upper 55th St. ESouth of I-494NB",8626.0,,1990,8000,0.0
2396,TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,0.639999986,,,28.0,FEIS TH 3,28-8627-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,Dakota,1,1990.0,11490.0,1.0,1987.0,1,", , , SB",8627.0,,1990,8000,0.0
2397,TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,0.7099999790000001,,,28.0,FEIS TH 3,28-8628-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-494,Dakota,1,2000.0,6435.0,1.0,1987.0,1,", , , TH 3 (TH 55)North of TH 55South of 80th StNB",8628.0,,2000,12000,0.0
2398,TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-495,0.7099999790000001,,,28.0,FEIS TH 3,28-8629-FEIS TH 3-TH 3 - (Is actually TH 52) -  From Jct. TH 55 to Jct. I-495,Dakota,1,2000.0,6435.0,1.0,1987.0,1,", , , SB",8629.0,,2000,12000,0.0
