Forecast_Method,count,mean,std,min,5%,50%,95%,max
1.0,252.0,-0.09968075488095368,31.239841743355363,-77.56642512,-39.344976023,-5.217501501999999,55.05987887949998,147.36842109999998
2.0,7.0,-2.180435745,13.559361340652949,-16.99604743,-16.425535087,-0.346620451,13.886645962,14.02173913
4.0,179.0,-8.416370768005589,21.759531607495486,-85.86206897,-44.914320685999996,-9.747292418999999,27.155237200000002,90.74074074
5.0,177.0,-12.573209761429384,20.748403735706013,-86.64546057,-47.726600882,-12.12121212,18.518658476,65.64308682
6.0,676.0,-5.360876394770714,23.6683883340784,-68.82352941,-34.393220735,-6.449970636,29.4870224725,227.6024741
