Agency,count,mean,std,min,25%,50%,75%,max
1,381.0,17.406738284385828,14.885528278381363,0.0,6.164383562,13.95833333,23.68742369,93.37979094
2,1.0,6.227206419,,6.227206419,6.227206419,6.227206419,6.227206419,6.227206419
3,3.0,49.82815875666666,35.81272245793599,15.11258278,31.419507850000002,47.72643292,67.185946745,86.64546057
4,99.0,31.939151874606058,27.950466032945563,0.955497382,10.708562165,27.84958872,42.819405635,147.36842109999998
5,562.0,13.681268490076526,12.889638521746052,0.0,4.054449179500001,10.83232025,19.55768708,118.36228290000001
6,132.0,15.86774943000758,14.771751226661127,0.21367521399999997,6.127995920250001,11.606636415,20.283389095000004,90.74074074
7,113.0,24.065737430212398,34.25893566216861,0.285477673,5.409997988,12.969341499999999,31.31539349,227.6024741
