,InternalProjectID_x,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,ImprovementType,YearForecastProduced,ForecastYear,State,Year_ofObservation,Decade_Count,Decade_ForecastProduced,Decade_Opening,Diff_Year,ForecastHorizon,InternalProjectID_y,FunctionalClass
333,408638-1,26000.0,24500.0,1500.0,1500.0,6.12244898,6.12244898,1.0,2002.0,2006.0,FL,2008.0,4,5,2002-2008,4.0,4,25673,5
334,408639-1,2600.0,2800.0,-200.0,200.0,-7.142857143,7.142857143,1.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,25676,5
335,408905-1,41500.0,27200.0,14300.0,14300.0,52.57352941,52.57352941,12.0,2006.0,2007.0,FL,2009.0,5,5,2002-2008,1.0,1,25677,4
336,409093-1,7900.0,22200.0,-14300.0,14300.0,-64.41441441,64.41441441,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,25677,5
337,409165-1,32750.0,27950.0,4800.0,4800.0,17.17352415,17.17352415,1.0,2002.0,2004.0,FL,2006.0,4,5,2002-2008,2.0,2,25677,6
338,409166-1,15789.0,13400.0,2389.0,2389.0,17.82835821,17.82835821,1.0,2002.0,2004.0,FL,2006.0,4,5,2002-2008,2.0,2,25679,3
339,409167-1,9800.0,14900.0,-5100.0,5100.0,-34.22818792,34.22818792,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,25679,4
340,409173-1,2100.0,2300.0,-200.0,200.0,-8.695652174,8.695652174,1.0,2004.0,2004.0,FL,2006.0,4,5,2002-2008,0.0,0,25679,5
341,409180-1,6833.333333,6700.0,133.3333333,133.3333333,1.990049751,1.990049751,1.0,2002.0,2004.0,FL,2006.0,4,5,2002-2008,2.0,2,25681,4
342,409846-1,35000.0,29800.0,5200.0,5200.0,17.44966443,17.44966443,1.0,2003.0,2004.0,FL,2006.0,4,5,2002-2008,1.0,1,25683,4
343,409847-1,47500.0,45000.0,2500.0,2500.0,5.555555556,5.555555556,1.0,2002.0,2004.0,FL,2006.0,4,5,2002-2008,2.0,2,25695,3
344,409870-1,11282.0,16200.0,-4918.0,4918.0,-30.35802469,30.35802469,4.0,2006.0,2010.0,FL,2012.0,5,5,2008-2012,4.0,4,25695,4
345,410250-1,5500.0,6500.0,-1000.0,1000.0,-15.38461538,15.38461538,4.0,2004.0,2009.0,FL,2011.0,5,5,2008-2012,5.0,5,25697,3
346,410777-1,12500.0,11600.0,900.0,900.0,7.75862069,7.75862069,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,25698,4
347,410983-1,43229.66667,48700.0,-5470.333333,5470.333333,-11.23271732,11.23271732,4.0,2003.0,2007.0,FL,2009.0,5,5,2002-2008,4.0,4,25700,3
348,411092-1,10200.0,16900.0,-6700.0,6700.0,-39.64497041,39.64497041,1.0,2006.0,2011.0,FL,2013.0,6,5,2008-2012,5.0,5,25700,4
349,411116-1,11500.0,17400.0,-5900.0,5900.0,-33.90804598,33.90804598,1.0,2002.0,2003.0,FL,2005.0,4,5,2002-2008,1.0,1,25713,1
350,411256-3,14100.0,13300.0,800.0,800.0,6.015037594,6.015037594,4.0,2005.0,2009.0,FL,2011.0,5,5,2008-2012,4.0,4,25733,1
351,411256-4,12200.0,13600.0,-1400.0,1400.0,-10.29411765,10.29411765,4.0,2006.0,2011.0,FL,2013.0,6,5,2008-2012,5.0,5,25733,3
352,411257-3,14500.0,16500.0,-2000.0,2000.0,-12.12121212,12.12121212,4.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,25733,4
353,411257-4,13900.0,12200.0,1700.0,1700.0,13.93442623,13.93442623,4.0,2005.0,2010.0,FL,2012.0,5,5,2008-2012,5.0,5,25734,1
354,411476-1,20500.0,29800.0,-9300.0,9300.0,-31.20805369,31.20805369,1.0,2003.0,2010.0,FL,2012.0,5,5,2008-2012,7.0,6,2576,3
355,411603-1,25000.0,38800.0,-13800.0,13800.0,-35.56701031,35.56701031,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,25760,1
356,411603-1A,31250.0,40950.0,-9700.0,9700.0,-23.68742369,23.68742369,1.0,2004.0,2006.0,FL,2008.0,4,5,2002-2008,2.0,2,25768,3
357,411612-1,15500.0,15900.0,-400.0,400.0,-2.51572327,2.51572327,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,25769,3
358,411613-1,7400.0,10200.0,-2800.0,2800.0,-27.45098039,27.45098039,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,2577,3
359,411613-1A,6550.0,5900.0,650.0,650.0,11.01694915,11.01694915,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,2577,4
360,411614-1,15700.0,14650.0,1050.0,1050.0,7.167235495,7.167235495,1.0,2003.0,2005.0,FL,2007.0,4,5,2002-2008,2.0,2,2621,3
361,411660-1,13700.0,14600.0,-900.0,900.0,-6.164383562,6.164383562,1.0,2002.0,2003.0,FL,2005.0,4,5,2002-2008,1.0,1,2627,3
362,411661-1,5200.0,6700.0,-1500.0,1500.0,-22.3880597,22.3880597,1.0,2002.0,2003.0,FL,2005.0,4,5,2002-2008,1.0,1,2649,3
363,411662-1,4200.0,5200.0,-1000.0,1000.0,-19.23076923,19.23076923,1.0,2002.0,2003.0,FL,2005.0,4,5,2002-2008,1.0,1,2653,3
364,411664-1,27875.0,25750.0,2125.0,2125.0,8.252427184,8.252427184,1.0,2002.0,2004.0,FL,2006.0,4,5,2002-2008,2.0,2,2671,3
365,411666-1,21000.0,20100.0,900.0,900.0,4.47761194,4.47761194,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,2690,3
366,411667-1,29500.0,40600.0,-11100.0,11100.0,-27.33990148,27.33990148,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,2698,6
367,411672-1,21940.0,23320.0,-1380.0,1380.0,-5.917667238,5.917667238,1.0,2002.0,2004.0,FL,2006.0,4,5,2002-2008,2.0,2,2717,5
368,411727-1,5100.0,5495.0,-395.0,395.0,-7.188353048,7.188353048,1.0,2003.0,2005.0,FL,2007.0,4,5,2002-2008,2.0,2,2726,4
369,411728-1,43500.0,49400.0,-5900.0,5900.0,-11.94331984,11.94331984,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,2729,4
370,411730-1,58500.0,67900.0,-9400.0,9400.0,-13.84388807,13.84388807,1.0,2002.0,2006.0,FL,2008.0,4,5,2002-2008,4.0,4,2737,4
371,411742-1,23745.33333,25566.66667,-1821.3333329999998,1821.3333329999998,-7.123859192,7.123859192,1.0,2007.0,2009.0,FL,2011.0,5,5,2008-2012,2.0,2,2739,4
372,411777-1,34321.5,32665.0,1656.5,1656.5,5.071177101,5.071177101,1.0,2002.0,2006.0,FL,2008.0,4,5,2002-2008,4.0,4,2764,5
373,411778-1,28500.0,28400.0,100.0,100.0,0.352112676,0.352112676,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,2833,1
374,411781-1,11600.0,10950.0,650.0,650.0,5.936073059,5.936073059,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,2834,4
375,411782-1,19500.0,28250.0,-8750.0,8750.0,-30.97345133,30.97345133,1.0,2002.0,2006.0,FL,2008.0,4,5,2002-2008,4.0,4,2840,3
376,411783-1,7300.0,6900.0,400.0,400.0,5.7971014489999995,5.7971014489999995,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,2840,4
377,411787-1,6300.0,7900.0,-1600.0,1600.0,-20.25316456,20.25316456,1.0,2002.0,2004.0,FL,2006.0,4,5,2002-2008,2.0,2,2840,5
378,411809-1,36713.75,36950.0,-236.25,236.25,-0.639377537,0.639377537,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,2891,4
379,411981-1,16000.0,19160.0,-3160.0,3160.0,-16.49269311,16.49269311,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,2923,3
380,411983-1,25250.0,22100.0,3150.0,3150.0,14.25339367,14.25339367,1.0,2003.0,2005.0,FL,2007.0,4,5,2002-2008,2.0,2,2923,4
381,411985-1,18500.0,13300.0,5200.0,5200.0,39.09774436,39.09774436,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,2926,4
382,411993-1,24250.0,21800.0,2450.0,2450.0,11.23853211,11.23853211,1.0,2002.0,2005.0,FL,2007.0,4,5,2002-2008,3.0,3,2926,5
383,411997-1,38000.0,39200.0,-1200.0,1200.0,-3.06122449,3.06122449,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,2927,3
384,412357-1,4900.0,4700.0,200.0,200.0,4.255319149,4.255319149,5.0,2003.0,2005.0,FL,2007.0,4,5,2002-2008,2.0,2,2927,5
385,413473-1,10300.0,6000.0,4300.0,4300.0,71.66666667,71.66666667,12.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,2962,3
386,413570-1,31500.0,27600.0,3900.0,3900.0,14.13043478,14.13043478,1.0,2003.0,2005.0,FL,2007.0,4,5,2002-2008,2.0,2,2963,3
387,413571-1,18700.0,15200.0,3500.0,3500.0,23.02631579,23.02631579,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,2963,5
388,413574-1,27000.0,19500.0,7500.0,7500.0,38.46153846,38.46153846,1.0,2003.0,2005.0,FL,2007.0,4,5,2002-2008,2.0,2,3055,1
389,413575-1,17200.0,14500.0,2700.0,2700.0,18.62068966,18.62068966,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3055,8
390,413576-1,27000.0,33700.0,-6700.0,6700.0,-19.88130564,19.88130564,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3073,4
391,413577-1,41000.0,39100.0,1900.0,1900.0,4.859335038,4.859335038,1.0,2004.0,2006.0,FL,2008.0,4,5,2002-2008,2.0,2,3076,1
392,413578-1,47000.0,46400.0,600.0,600.0,1.2931034479999999,1.2931034479999999,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3082,4
393,413582-1,28000.0,32700.0,-4700.0,4700.0,-14.37308869,14.37308869,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3082,5
394,413583-1,42000.0,38500.0,3500.0,3500.0,9.090909091,9.090909091,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3135,5
395,413584-1,32000.0,33200.0,-1200.0,1200.0,-3.614457831,3.614457831,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3200,6
396,413585-1,27000.0,40400.0,-13400.0,13400.0,-33.16831683,33.16831683,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3202,5
397,413586-1,6500.0,4400.0,2100.0,2100.0,47.72727273,47.72727273,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3209,4
398,413587-1,14300.0,13800.0,500.0,500.0,3.623188406,3.623188406,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3209,5
399,413589-1,27000.0,25200.0,1800.0,1800.0,7.142857143,7.142857143,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3231,4
400,413590-1,46000.0,47930.0,-1930.0,1930.0,-4.026705612,4.026705612,1.0,2004.0,2006.0,FL,2008.0,4,5,2002-2008,2.0,2,3231,5
401,413592-1,15050.0,20050.0,-5000.0,5000.0,-24.93765586,24.93765586,1.0,2004.0,2006.0,FL,2008.0,4,5,2002-2008,2.0,2,3253,4
402,413594-1,54000.0,47200.0,6800.0,6800.0,14.40677966,14.40677966,1.0,2004.0,2006.0,FL,2008.0,4,5,2002-2008,2.0,2,3278,1
403,413595-1,3700.0,4200.0,-500.0,500.0,-11.9047619,11.9047619,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3317,3
404,413596-1,11500.0,12100.0,-600.0,600.0,-4.958677686000001,4.958677686000001,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3317,5
405,413603-1,41500.0,36500.0,5000.0,5000.0,13.69863014,13.69863014,1.0,2003.0,2006.0,FL,2008.0,4,5,2002-2008,3.0,3,3324,1
406,415973-1,7700.0,15400.0,-7700.0,7700.0,-50.0,50.0,4.0,2009.0,2011.0,FL,2013.0,6,5,2008-2012,2.0,2,3331,5
407,415977-1,29000.0,21100.0,7900.0,7900.0,37.44075829,37.44075829,4.0,2004.0,2006.0,FL,2008.0,4,5,2002-2008,2.0,2,3362,3
408,415978-1,23000.0,20800.0,2200.0,2200.0,10.57692308,10.57692308,4.0,2004.0,2007.0,FL,2009.0,5,5,2002-2008,3.0,3,3362,4
409,416153-1,9500.0,14500.0,-5000.0,5000.0,-34.48275862,34.48275862,1.0,2005.0,2005.0,FL,2007.0,4,5,2002-2008,0.0,0,3364,5
410,416187-1,20650.0,24000.0,-3350.0,3350.0,-13.95833333,13.95833333,4.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,3366,5
411,416188-1,35500.0,42100.0,-6600.0,6600.0,-15.67695962,15.67695962,1.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,3374,5
412,416189-1,53000.0,58100.0,-5100.0,5100.0,-8.777969019,8.777969019,4.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,3376,5
413,416194-1,17700.0,23400.0,-5700.0,5700.0,-24.35897436,24.35897436,4.0,2004.0,2009.0,FL,2011.0,5,5,2008-2012,5.0,5,3384,4
414,416219-1,18200.0,21800.0,-3600.0,3600.0,-16.51376147,16.51376147,4.0,2006.0,2010.0,FL,2012.0,5,5,2008-2012,4.0,4,3385,5
415,416221-1,5100.0,4750.0,350.0,350.0,7.368421053,7.368421053,4.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,3394,1
416,416407-1,18200.0,19700.0,-1500.0,1500.0,-7.614213198,7.614213198,4.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,3394,3
417,416408-1,32500.0,48500.0,-16000.0,16000.0,-32.98969072,32.98969072,12.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,3394,8
418,416518-1,1600.0,3050.0,-1450.0,1450.0,-47.54098361,47.54098361,2.0,2009.0,2011.0,FL,2013.0,6,5,2008-2012,2.0,2,3434,3
419,416657-1,14900.0,17200.0,-2300.0,2300.0,-13.37209302,13.37209302,4.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,3434,4
420,416740-1,36000.0,44300.0,-8300.0,8300.0,-18.73589165,18.73589165,12.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,3456,1
421,416753-1,10500.0,13100.0,-2600.0,2600.0,-19.84732824,19.84732824,4.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,3456,3
422,416773-1,28000.0,32700.0,-4700.0,4700.0,-14.37308869,14.37308869,12.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,3456,4
423,416798-1,13200.0,14600.0,-1400.0,1400.0,-9.589041096,9.589041096,4.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,3489,3
424,416893-1,37500.0,22900.0,14600.0,14600.0,63.75545852,63.75545852,4.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,3490,5
425,416939-1,69750.0,83050.0,-13300.0,13300.0,-16.01444913,16.01444913,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,3493,3
426,417006-1,9400.0,9300.0,100.0,100.0,1.075268817,1.075268817,2.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,3507,5
427,417141-1,4300.0,4000.0,300.0,300.0,7.5,7.5,1.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,3512,3
428,417153-1,19200.0,22400.0,-3200.0,3200.0,-14.28571429,14.28571429,1.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,3512,4
429,417154-1,8300.0,6950.0,1350.0,1350.0,19.42446043,19.42446043,1.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,3531,4
430,417158-1,6000.0,6100.0,-100.0,100.0,-1.6393442619999998,1.6393442619999998,2.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,3558,5
431,417165-1,10500.0,13200.0,-2700.0,2700.0,-20.45454545,20.45454545,4.0,2005.0,2008.0,FL,2010.0,5,5,2002-2008,3.0,3,3609,3
432,417247-1,9300.0,6795.0,2505.0,2505.0,36.86534216,36.86534216,2.0,2005.0,2007.0,FL,2009.0,5,5,2002-2008,2.0,2,404418-1,3
433,417378-1,7800.0,9700.0,-1900.0,1900.0,-19.58762887,19.58762887,12.0,2009.0,2009.0,FL,2011.0,5,5,2008-2012,0.0,0,404525-1,3
434,417380-1,5300.0,4700.0,600.0,600.0,12.76595745,12.76595745,12.0,2009.0,2009.0,FL,2011.0,5,5,2008-2012,0.0,0,405506-2,3
435,418321-1,28500.0,28300.0,200.0,200.0,0.7067137809999999,0.7067137809999999,4.0,2006.0,2011.0,FL,2013.0,6,5,2008-2012,5.0,5,406869-3,1
436,418328-1,27500.0,32300.0,-4800.0,4800.0,-14.86068111,14.86068111,4.0,2005.0,2010.0,FL,2012.0,5,5,2008-2012,5.0,5,406869-4,1
437,418647-1,14500.0,26600.0,-12100.0,12100.0,-45.4887218,45.4887218,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,406869-5,1
438,419367-1,8400.0,22700.0,-14300.0,14300.0,-62.99559471,62.99559471,4.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,406869-6,1
439,419370-1,5600.0,5300.0,300.0,300.0,5.660377358,5.660377358,4.0,2012.0,2014.0,FL,2016.0,6,5,After 2012,2.0,2,408638-1,3
440,419557-1,11600.0,12700.0,-1100.0,1100.0,-8.661417323,8.661417323,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,408639-1,3
441,419561-1,11390.0,15500.0,-4110.0,4110.0,-26.51612903,26.51612903,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,408905-1,4
442,419562-1,32000.0,26700.0,5300.0,5300.0,19.85018727,19.85018727,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,409093-1,4
443,419563-1,55500.0,28700.0,26800.0,26800.0,93.37979094,93.37979094,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,409165-1,3
444,419564-1,5300.0,7100.0,-1800.0,1800.0,-25.35211268,25.35211268,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,409166-1,3
445,419581-1,50000.0,47700.0,2300.0,2300.0,4.821802935,4.821802935,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,409167-1,4
446,419582-1,54000.0,57500.0,-3500.0,3500.0,-6.086956522,6.086956522,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,409173-1,3
447,419583-1,3200.0,5000.0,-1800.0,1800.0,-36.0,36.0,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,409180-1,4
448,419584-1,18900.0,16900.0,2000.0,2000.0,11.83431953,11.83431953,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,409846-1,3
449,419585-1,28000.0,30500.0,-2500.0,2500.0,-8.196721311000001,8.196721311000001,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,409847-1,3
450,419586-1,19000.0,15900.0,3100.0,3100.0,19.49685535,19.49685535,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,409870-1,3
451,419587-1,7600.0,18000.0,-10400.0,10400.0,-57.77777778,57.77777778,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,410250-1,4
452,419587-2,16000.0,23500.0,-7500.0,7500.0,-31.91489362,31.91489362,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,410777-1,4
453,419588-1,29000.0,34200.0,-5200.0,5200.0,-15.20467836,15.20467836,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,410983-1,3
454,419588-2,18200.0,20200.0,-2000.0,2000.0,-9.900990099,9.900990099,1.0,2006.0,2008.0,FL,2010.0,5,5,2002-2008,2.0,2,411092-1,3
455,419589-1,9400.0,12900.0,-3500.0,3500.0,-27.13178295,27.13178295,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411116-1,3
456,419591-1,29000.0,34900.0,-5900.0,5900.0,-16.90544413,16.90544413,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,411256-3,3
457,419592-1,13700.0,15600.0,-1900.0,1900.0,-12.17948718,12.17948718,1.0,2007.0,2009.0,FL,2011.0,5,5,2008-2012,2.0,2,411256-4,3
458,419593-1,13700.0,12400.0,1300.0,1300.0,10.48387097,10.48387097,1.0,2007.0,2009.0,FL,2011.0,5,5,2008-2012,2.0,2,411257-3,3
459,419595-1,43500.0,49000.0,-5500.0,5500.0,-11.2244898,11.2244898,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,411257-4,3
460,419596-1,39000.0,50000.0,-11000.0,11000.0,-22.0,22.0,1.0,2006.0,2009.0,FL,2011.0,5,5,2008-2012,3.0,3,411476-1,3
461,419597-1A,12500.0,13700.0,-1200.0,1200.0,-8.759124088,8.759124088,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411603-1,3
462,421621-1,28000.0,30800.0,-2800.0,2800.0,-9.090909091,9.090909091,1.0,2008.0,2011.0,FL,2013.0,6,5,2008-2012,3.0,3,411603-1A,3
463,421974-1,16100.0,25200.0,-9100.0,9100.0,-36.11111111,36.11111111,1.0,2008.0,2011.0,FL,2013.0,6,5,2008-2012,3.0,3,411612-1,4
464,421975-1,35000.0,37200.0,-2200.0,2200.0,-5.913978495,5.913978495,1.0,2008.0,2010.0,FL,2012.0,5,5,2008-2012,2.0,2,411613-1,3
465,421976-1,10400.0,14600.0,-4200.0,4200.0,-28.76712329,28.76712329,1.0,2008.0,2011.0,FL,2013.0,6,5,2008-2012,3.0,3,411613-1A,3
466,421977-1,19600.0,24300.0,-4700.0,4700.0,-19.34156379,19.34156379,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411614-1,4
467,421978-1,7100.0,7400.0,-300.0,300.0,-4.054054054,4.054054054,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411660-1,3
468,421979-1,2900.0,3000.0,-100.0,100.0,-3.333333333,3.333333333,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411661-1,3
469,421981-1,24500.0,22100.0,2400.0,2400.0,10.85972851,10.85972851,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411662-1,3
470,421986-1,4700.0,4250.0,450.0,450.0,10.58823529,10.58823529,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411664-1,3
471,421988-1,14300.0,14200.0,100.0,100.0,0.704225352,0.704225352,1.0,2009.0,2011.0,FL,2013.0,6,5,2008-2012,2.0,2,411666-1,3
472,421989-1,36500.0,37300.0,-800.0,800.0,-2.144772118,2.144772118,1.0,2008.0,2011.0,FL,2013.0,6,5,2008-2012,3.0,3,411667-1,3
473,421990-1,14008.0,14200.0,-192.0,192.0,-1.352112676,1.352112676,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411672-1,3
474,421991-1,28881.0,45000.0,-16119.0,16119.0,-35.82,35.82,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411727-1,3
475,422001-1,12900.0,15100.0,-2200.0,2200.0,-14.56953642,14.56953642,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411728-1,3
476,422002-1,29500.0,45000.0,-15500.0,15500.0,-34.44444444,34.44444444,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411730-1,3
477,422003-1,25000.0,26000.0,-1000.0,1000.0,-3.8461538460000004,3.8461538460000004,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411742-1,3
478,422004-1,14700.0,17700.0,-3000.0,3000.0,-16.94915254,16.94915254,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411777-1,3
479,422005-1,14700.0,15200.0,-500.0,500.0,-3.289473684,3.289473684,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411778-1,3
480,422008-1,16500.0,18500.0,-2000.0,2000.0,-10.81081081,10.81081081,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411781-1,3
481,422009-1,36500.0,42100.0,-5600.0,5600.0,-13.30166271,13.30166271,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411782-1,3
482,422010-1,13500.0,15900.0,-2400.0,2400.0,-15.09433962,15.09433962,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411783-1,3
483,422011-1,19500.0,24900.0,-5400.0,5400.0,-21.68674699,21.68674699,1.0,2008.0,2011.0,FL,2013.0,6,5,2008-2012,3.0,3,411787-1,1
484,422012-1,17700.0,16600.0,1100.0,1100.0,6.626506023999999,6.626506023999999,1.0,2008.0,2010.0,FL,2012.0,5,5,2008-2012,2.0,2,411809-1,3
485,422018-1,25250.0,27300.0,-2050.0,2050.0,-7.509157509,7.509157509,1.0,2008.0,2010.0,FL,2012.0,5,5,2008-2012,2.0,2,411981-1,4
486,422019-1,22500.0,23400.0,-900.0,900.0,-3.8461538460000004,3.8461538460000004,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411983-1,3
487,422020-1,28000.0,32000.0,-4000.0,4000.0,-12.5,12.5,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411983-1,4
488,422022-1,21500.0,25100.0,-3600.0,3600.0,-14.34262948,14.34262948,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411985-1,3
489,422023-1,4500.0,6100.0,-1600.0,1600.0,-26.229508199999998,26.229508199999998,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411993-1,3
490,422024-1,14006.0,14100.0,-94.0,94.0,-0.666666667,0.666666667,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,411997-1,3
491,422024-2,19800.0,17700.0,2100.0,2100.0,11.86440678,11.86440678,1.0,2009.0,2013.0,FL,2015.0,6,5,After 2012,4.0,4,412357-1,3
492,422026-1,12300.0,17300.0,-5000.0,5000.0,-28.901734100000002,28.901734100000002,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,413473-1,3
493,422027-1,23600.0,27450.0,-3850.0,3850.0,-14.02550091,14.02550091,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,413570-1,3
494,422028-1,11500.0,13500.0,-2000.0,2000.0,-14.81481481,14.81481481,1.0,2008.0,2010.0,FL,2012.0,5,5,2008-2012,2.0,2,413571-1,3
495,422030-1,19500.0,36600.0,-17100.0,17100.0,-46.72131148,46.72131148,1.0,2007.0,2010.0,FL,2012.0,5,5,2008-2012,3.0,3,413574-1,4
496,422030-2,14000.0,36500.0,-22500.0,22500.0,-61.64383562,61.64383562,1.0,2010.0,2012.0,FL,2014.0,6,5,2008-2012,2.0,2,413575-1,3
