InternalProjectID,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,ImprovementType,YearForecastProduced,ForecastYear,State,Year_ofObservation,Decade_Count,Decade_ForecastProduced,Decade_Opening,Diff_Year,ForecastHorizon
82689,5942,6677.8,-735.8,735.8,-11.01859894,11.01859894,2,2008,2010,OH,2008,4,5,2008-2012,2,2
82757,10875,13459,-2584,2584,-19.19904896,19.19904896,11,2008,2012,OH,2008,4,5,2008-2012,4,4
82771,3285,3340,-55,55,-1.646706587,1.646706587,1,2010,2012,OH,2012,5,5,2008-2012,2,2
82772,5450,5325,125,125,2.34741784,2.34741784,1,2011,2012,OH,2011,5,5,2008-2012,1,1
82773,9910,10778.3325,-868.3325,868.3325,-8.05627865,8.05627865,1,2011,2013,OH,2011,5,5,After 2012,2,2
82774,1920,2365,-445,445,-18.81606765,18.81606765,1,2010,2012,OH,2011,5,5,2008-2012,2,2
82812,1230,1232.5,-2.5,2.5,-0.202839757,0.202839757,1,2008,2010,OH,2009,5,5,2008-2012,2,2
82824,19070,19585.5,-515.5,515.5,-2.63204922,2.63204922,1,2008,2010,OH,2009,5,5,2008-2012,2,2
82826,250,249.17,0.83,0.83,0.333105912,0.333105912,12,2012,2014,OH,2013,6,5,After 2012,2,2
82838,446,550,-104,104,-18.90909091,18.90909091,12,2012,2014,OH,2015,6,5,After 2012,2,2
83044,110775,117799.4167,-7024.416667,7024.416667,-5.963031792,5.963031792,1,2010,2011,OH,2010,5,5,2008-2012,1,1
83079,25190,22414.25,2775.75,2775.75,12.38386294,12.38386294,2,2008,2012,OH,2009,5,5,2008-2012,4,4
83138,10012,9828.05,183.95,183.95,1.871683599,1.871683599,1,2008,2011,OH,2010,5,5,2008-2012,3,3
83203,6720,7270,-550,550,-7.565337001,7.565337001,2,2008,2014,OH,2009,5,5,After 2012,6,6
83245,58012.5,57314.375,698.125,698.125,1.218062659,1.218062659,11,2007,2010,OH,2007,4,5,2008-2012,3,3
83273,71457.77778,88754.44444,-17296.66667,17296.66667,-19.48822594,19.48822594,1,2008,2009,OH,2009.666667,5,5,2008-2012,1,1
83301,72326.66667,95145.55556,-22818.88889,22818.88889,-23.98313695,23.98313695,1,2007,2010,OH,2009.888889,5,5,2008-2012,3,3
83410,693.3333333,789.4466667,-96.11333333,96.11333333,-12.1747722,12.1747722,1,2010,2011,OH,2010,5,5,2008-2012,1,1
83414,1326.666667,1810.276667,-483.61,483.61,-26.71470107,26.71470107,1,2010,2011,OH,2010,5,5,2008-2012,1,1
83415,1070,1246.39,-176.39,176.39,-14.15207118,14.15207118,1,2010,2011,OH,2010,5,5,2008-2012,1,1
83417,17730,19785.83,-2055.83,2055.83,-10.39041577,10.39041577,1,2010,2011,OH,2010,5,5,2008-2012,1,1
83418,3376.666667,3153.333333,223.3333333,223.3333333,7.082452431,7.082452431,1,2011,2012,OH,2011.333333,5,5,2008-2012,1,1
83456,20170,19485.25,684.75,684.75,3.514196636,3.514196636,3,2009,2012,OH,2011,5,5,2008-2012,3,3
83489,73371,72520,851,851,1.173469388,1.173469388,1,2009,2012,OH,2012,5,5,2008-2012,3,3
83500,128265,135067,-6802,6802,-5.036019161,5.036019161,2,2010,2014,OH,2010,5,5,After 2012,4,4
83540,2010,2647,-637,637,-24.06497922,24.06497922,1,2008,2013,OH,2012,5,5,After 2012,5,5
83548,24000,26971,-2971,2971,-11.0155352,11.0155352,2,2008,2014,OH,2010,5,5,After 2012,6,6
83555,15530,15940,-410,410,-2.572145546,2.572145546,1,2010,2014,OH,2010,5,5,After 2012,4,4
83560,21575,25114.33333,-3539.333333,3539.333333,-14.09288189,14.09288189,11,2009,2010,OH,2009,5,5,2008-2012,1,1
83571,25005,31058,-6053,6053,-19.48934252,19.48934252,2,2008,2013,OH,2013,6,5,After 2012,5,5
83620,51870,64368.25,-12498.25,12498.25,-19.41679322,19.41679322,1,2009,2010,OH,2009.5,5,5,2008-2012,1,1
83621,6000,8600,-2600,2600,-30.23255814,30.23255814,1,2008,2010,OH,2010,5,5,2008-2012,2,2
83652,2050,2175,-125,125,-5.747126437,5.747126437,1,2009,2011,OH,2010,5,5,2008-2012,2,2
83653,12310,12015.5,294.5,294.5,2.451000791,2.451000791,1,2010,2011,OH,2010,5,5,2008-2012,1,1
83667,3855,4720.75,-865.75,865.75,-18.33924694,18.33924694,2,2009,2012,OH,2011,5,5,2008-2012,3,3
83709,2510,3800,-1290,1290,-33.94736842,33.94736842,12,2012,2014,OH,2013,6,5,After 2012,2,2
83827,1190,930,260,260,27.95698925,27.95698925,12,2012,2014,OH,2014,6,5,After 2012,2,2
83883,116762,117200,-438,438,-0.373720137,0.373720137,12,2012,2013,OH,2013,6,5,After 2012,1,1
83901,62680,68760,-6080,6080,-8.842350204,8.842350204,1,2009,2010,OH,2010,5,5,2008-2012,1,1
83965,59640,64360.83,-4720.83,4720.83,-7.334942697,7.334942697,1,2009,2010,OH,2009,5,5,2008-2012,1,1
84096,141060,161933.5,-20873.5,20873.5,-12.89016788,12.89016788,1,2008,2009,OH,2010,5,5,2008-2012,1,1
84280,6325,8574.5,-2249.5,2249.5,-26.23476588,26.23476588,1,2009.5,2011.5,OH,2010.5,5,5,2008-2012,2,2
84353,6000,6672,-672,672,-10.07194245,10.07194245,1,2008,2009,OH,2010,5,5,2008-2012,1,1
84425,119783.3333,131093.6667,-11310.33333,11310.33333,-8.627673343,8.627673343,11,2008,2011,OH,2009,5,5,2008-2012,3,3
84435,8985,9701.75,-716.75,716.75,-7.3878424,7.3878424,2,2008,2010,OH,2009,5,5,2008-2012,2,2
84483,121010,139230,-18220,18220,-13.08626015,13.08626015,1,2008,2010,OH,2010,5,5,2008-2012,2,2
84497,141576.6667,165091.5,-23514.83333,23514.83333,-14.24351546,14.24351546,1,2008,2010,OH,2009,5,5,2008-2012,2,2
84506,100530,122976.6667,-22446.66667,22446.66667,-18.25278508,18.25278508,11,2009,2013,OH,2013,6,5,After 2012,4,4
84527,12802,13330,-528,528,-3.960990248,3.960990248,1,2011,2013,OH,2013,6,5,After 2012,2,2
84556,15080,18350,-3270,3270,-17.82016349,17.82016349,2,2009,2014,OH,2010,5,5,After 2012,5,5
84557,27620,32912.75,-5292.75,5292.75,-16.08115396,16.08115396,11,2010,2014,OH,2010,5,5,After 2012,4,4
84629,62090,63820,-1730,1730,-2.710748982,2.710748982,1,2009,2014,OH,2010,5,5,After 2012,5,5
84699,28735,28204.6875,530.3125,530.3125,1.880228242,1.880228242,11,2008,2013,OH,2008,4,5,After 2012,5,5
84700,28023.33333,27196.94444,826.3888889,826.3888889,3.038535783,3.038535783,11,2008,2013,OH,2008,4,5,After 2012,5,5
84750,8060,7600,460,460,6.052631579,6.052631579,12,2013,2013,OH,2013,6,5,After 2012,0,0
84778,2360,2530,-170,170,-6.719367589,6.719367589,1,2008,2010,OH,2010,5,5,2008-2012,2,2
84964,8800,4030,4770,4770,118.3622829,118.3622829,1,2011,2016,OH,2011,5,5,After 2012,5,5
85052,6541.5,6027.5,514,514,8.527581916,8.527581916,1,2011,2013,OH,2013,6,5,After 2012,2,2
85114,45330,54596.335,-9266.335,9266.335,-16.97244879,16.97244879,2,2009,2011,OH,2009,5,5,2008-2012,2,2
85162,23993,25891.2,-1898.2,1898.2,-7.331448523,7.331448523,3,2009,2014,OH,2010,5,5,After 2012,5,5
85200,5093.333333,4696,397.3333333,397.3333333,8.461101647,8.461101647,2,2009,2011,OH,2009,5,5,2008-2012,2,2
85201,14885,12046,2839,2839,23.56798937,23.56798937,2,2009,2011,OH,2009,5,5,2008-2012,2,2
85206,81565,89804,-8239,8239,-9.174424302,9.174424302,1,2010,2011,OH,2010,5,5,2008-2012,1,1
85220,60970,62282,-1312,1312,-2.106547638,2.106547638,1,2010,2012,OH,2010,5,5,2008-2012,2,2
85276,58830,58650,180,180,0.306905371,0.306905371,1,2011,2012,OH,2012,5,5,2008-2012,1,1
85296,13100,11638,1462,1462,12.56229593,12.56229593,2,2010,2014,OH,2013,6,5,After 2012,4,4
85331,960,832,128,128,15.38461538,15.38461538,2,2009,2010,OH,2009,5,5,2008-2012,1,1
85347,96110,107450,-11340,11340,-10.55374593,10.55374593,1,2010,2010,OH,2010,5,5,2008-2012,0,0
86215,119000,148840,-29840,29840,-20.04837409,20.04837409,1,2009,2010,OH,2010,5,5,2008-2012,1,1
86712,1310,1224,86,86,7.026143791,7.026143791,1,2009,2011,OH,2010,5,5,2008-2012,2,2
86769,2990,2990,0,0,0,0,1,2009,2009,OH,2009,5,5,2008-2012,0,0
86797,19060,22547.5,-3487.5,3487.5,-15.46734671,15.46734671,1,2009,2014,OH,2009,5,5,After 2012,5,5
86816,3806.666667,3807.223333,-0.556666667,0.556666667,-0.014621329,0.014621329,1,2009,2010,OH,2009,5,5,2008-2012,1,1
86824,88165,86382,1783,1783,2.064087426,2.064087426,1,2009,2014,OH,2010,5,5,After 2012,5,5
86944,1846,2190,-344,344,-15.70776256,15.70776256,1,2010,2013,OH,2013,6,5,After 2012,3,3
87130,34930,36190,-1260,1260,-3.481624758,3.481624758,1,2011,2013,OH,2013,6,5,After 2012,2,2
87437,4970,4478,492,492,10.98704779,10.98704779,1,2009,2012,OH,2010,5,5,2008-2012,3,3
87441,2230,2237,-7,7,-0.312919088,0.312919088,1,2009,2012,OH,2011,5,5,2008-2012,3,3
87525,14950,16730.5,-1780.5,1780.5,-10.64224022,10.64224022,1,2010,2011,OH,2010,5,5,2008-2012,1,1
87920,47672,48284,-612,612,-1.267500621,1.267500621,1,2011,2013,OH,2013,6,5,After 2012,2,2
88004,8380,9934.5,-1554.5,1554.5,-15.64749107,15.64749107,1,2010,2012,OH,2011,5,5,2008-2012,2,2
88547,76020,86093.5,-10073.5,10073.5,-11.70065104,11.70065104,1,2010,2011,OH,2010,5,5,2008-2012,1,1
88591,107760,120850,-13090,13090,-10.83160943,10.83160943,1,2011,2013,OH,2013,6,5,After 2012,2,2
8864,23500,29200,-5700,5700,-19.52054795,19.52054795,1,2008,2013,FL,2015,6,5,After 2012,5,5
8865,23000,29100,-6100,6100,-20.96219931,20.96219931,12,2008,2012,FL,2014,6,5,2008-2012,4,4
88655,9950,9450,500,500,5.291005291,5.291005291,1,2011,2012,OH,2012,5,5,2008-2012,1,1
8866,19800,24100,-4300,4300,-17.84232365,17.84232365,12,2008,2011,FL,2013,6,5,2008-2012,3,3
8867,41000,47700,-6700,6700,-14.04612159,14.04612159,1,2008,2013,FL,2015,6,5,After 2012,5,5
8868,16600,30100,-13500,13500,-44.85049834,44.85049834,1,2008,2013,FL,2015,6,5,After 2012,5,5
88682,1050,1045,5,5,0.4784689,0.4784689,1,2011,2013,OH,2011,5,5,After 2012,2,2
8869,33000,39200,-6200,6200,-15.81632653,15.81632653,1,2008,2012,FL,2014,6,5,2008-2012,4,4
8870,23000,30300,-7300,7300,-24.09240924,24.09240924,1,2008,2012,FL,2014,6,5,2008-2012,4,4
8871,41000,37400,3600,3600,9.625668449,9.625668449,12,2008,2012,FL,2014,6,5,2008-2012,4,4
8872,24500,25500,-1000,1000,-3.921568627,3.921568627,12,2008,2012,FL,2014,6,5,2008-2012,4,4
8873,15100,23900,-8800,8800,-36.82008368,36.82008368,12,2008,2012,FL,2014,6,5,2008-2012,4,4
8874,9000,15600,-6600,6600,-42.30769231,42.30769231,1,2008,2013,FL,2015,6,5,After 2012,5,5
8875,50500,61700,-11200,11200,-18.15235008,18.15235008,1,2008,2011,FL,2013,6,5,2008-2012,3,3
88754,23210,23216,-6,6,-0.025844245,0.025844245,1,2010,2012,OH,2010,5,5,2008-2012,2,2
88759,920,1800,-880,880,-48.88888889,48.88888889,12,2012,2013,OH,2013,6,5,After 2012,1,1
8876,3300,3700,-400,400,-10.81081081,10.81081081,12,2008,2013,FL,2015,6,5,After 2012,5,5
88768,2370,2300,70,70,3.043478261,3.043478261,12,2013,2013,OH,2013,6,5,After 2012,0,0
8877,41000,42900,-1900,1900,-4.428904429,4.428904429,12,2008,2011,FL,2013,6,5,2008-2012,3,3
8878,17100,22400,-5300,5300,-23.66071429,23.66071429,1,2008,2010,FL,2012,5,5,2008-2012,2,2
8879,17900,18800,-900,900,-4.787234043,4.787234043,1,2008,2010,FL,2012,5,5,2008-2012,2,2
8880,17200,16400,800,800,4.87804878,4.87804878,1,2008,2010,FL,2012,5,5,2008-2012,2,2
8881,14100,15400,-1300,1300,-8.441558442,8.441558442,1,2008,2010,FL,2012,5,5,2008-2012,2,2
88815,2120,2160,-40,40,-1.851851852,1.851851852,1,2011,2014,OH,2014,6,5,After 2012,3,3
8882,40000,36500,3500,3500,9.589041096,9.589041096,1,2008,2012,FL,2014,6,5,2008-2012,4,4
8883,5900,9900,-4000,4000,-40.4040404,40.4040404,1,2008,2012,FL,2014,6,5,2008-2012,4,4
8884,17300,14600,2700,2700,18.49315068,18.49315068,1,2008,2013,FL,2015,6,5,After 2012,5,5
8885,22000,23300,-1300,1300,-5.579399142,5.579399142,1,2008,2013,FL,2015,6,5,After 2012,5,5
8886,7000,9500,-2500,2500,-26.31578947,26.31578947,1,2008,2012,FL,2014,6,5,2008-2012,4,4
8887,5900,7600,-1700,1700,-22.36842105,22.36842105,12,2008,2012,FL,2014,6,5,2008-2012,4,4
8888,10600,14600,-4000,4000,-27.39726027,27.39726027,12,2008,2012,FL,2014,6,5,2008-2012,4,4
8889,8200,9400,-1200,1200,-12.76595745,12.76595745,1,2008,2010,FL,2012,5,5,2008-2012,2,2
8890,5100,5800,-700,700,-12.06896552,12.06896552,3,2008,2009,FL,2011,5,5,2008-2012,1,1
8891,16100,30800,-14700,14700,-47.72727273,47.72727273,1,2008,2013,FL,2015,6,5,After 2012,5,5
8892,51515,31100,20415,20415,65.64308682,65.64308682,3,2008,2011,FL,2013,6,5,2008-2012,3,3
8893,20400,30100,-9700,9700,-32.22591362,32.22591362,1,2008,2013,FL,2015,6,5,After 2012,5,5
8894,19200,25400,-6200,6200,-24.40944882,24.40944882,12,2008,2013,FL,2015,6,5,After 2012,5,5
8895,19500,33100,-13600,13600,-41.08761329,41.08761329,3,2008,2014,FL,2016,6,5,After 2012,6,6
8896,21000,25300,-4300,4300,-16.99604743,16.99604743,12,2008,2012,FL,2014,6,5,2008-2012,4,4
8897,42000,50500,-8500,8500,-16.83168317,16.83168317,3,2008,2014,FL,2016,6,5,After 2012,6,6
8898,22000,23400,-1400,1400,-5.982905983,5.982905983,1,2008,2011,FL,2013,6,5,2008-2012,3,3
8899,22000,27400,-5400,5400,-19.7080292,19.7080292,1,2008,2011,FL,2013,6,5,2008-2012,3,3
8900,28000,33300,-5300,5300,-15.91591592,15.91591592,1,2008,2012,FL,2014,6,5,2008-2012,4,4
8901,35000,39000,-4000,4000,-10.25641026,10.25641026,1,2008,2012,FL,2014,6,5,2008-2012,4,4
8902,12900,22600,-9700,9700,-42.92035398,42.92035398,1,2008,2014,FL,2016,6,5,After 2012,6,6
8903,1650,2900,-1250,1250,-43.10344828,43.10344828,1,2008,2011,FL,2013,6,5,2008-2012,3,3
8904,37000,43200,-6200,6200,-14.35185185,14.35185185,1,2008,2013,FL,2015,6,5,After 2012,5,5
8905,39500,45300,-5800,5800,-12.80353201,12.80353201,1,2008,2009,FL,2011,5,5,2008-2012,1,1
8906,34000,34900,-900,900,-2.578796562,2.578796562,12,2008,2012,FL,2014,6,5,2008-2012,4,4
8907,19500,31900,-12400,12400,-38.87147335,38.87147335,3,2008,2014,FL,2016,6,5,After 2012,6,6
8908,23500,31500,-8000,8000,-25.3968254,25.3968254,12,2008,2011,FL,2013,6,5,2008-2012,3,3
8909,7100,17200,-10100,10100,-58.72093023,58.72093023,3,2008,2014,FL,2016,6,5,After 2012,6,6
8910,17100,25100,-8000,8000,-31.87250996,31.87250996,3,2008,2014,FL,2016,6,5,After 2012,6,6
8911,11200,19700,-8500,8500,-43.14720812,43.14720812,3,2008,2014,FL,2016,6,5,After 2012,6,6
8912,31500,42000,-10500,10500,-25,25,1,2009,2013,FL,2015,6,5,After 2012,4,4
8913,46000,56300,-10300,10300,-18.29484902,18.29484902,1,2009,2013,FL,2015,6,5,After 2012,4,4
8914,45500,51800,-6300,6300,-12.16216216,12.16216216,1,2009,2013,FL,2015,6,5,After 2012,4,4
8915,23500,31700,-8200,8200,-25.86750789,25.86750789,1,2009,2013,FL,2015,6,5,After 2012,4,4
8916,50000,48900,1100,1100,2.249488753,2.249488753,1,2009,2012,FL,2014,6,5,2008-2012,3,3
8917,14600,21500,-6900,6900,-32.09302326,32.09302326,1,2009,2013,FL,2015,6,5,After 2012,4,4
89171,16360,17163,-803,803,-4.67866923,4.67866923,1,2010,2012,OH,2011,5,5,2008-2012,2,2
8918,40000,47000,-7000,7000,-14.89361702,14.89361702,1,2009,2014,FL,2016,6,5,After 2012,5,5
8919,17300,20100,-2800,2800,-13.93034826,13.93034826,1,2009,2012,FL,2014,6,5,2008-2012,3,3
8920,44500,51000,-6500,6500,-12.74509804,12.74509804,1,2009,2013,FL,2015,6,5,After 2012,4,4
8921,63000,72000,-9000,9000,-12.5,12.5,12,2009,2013,FL,2015,6,5,After 2012,4,4
8922,46000,50400,-4400,4400,-8.73015873,8.73015873,12,2009,2013,FL,2015,6,5,After 2012,4,4
8923,36500,41500,-5000,5000,-12.04819277,12.04819277,12,2009,2013,FL,2015,6,5,After 2012,4,4
8924,22200,27300,-5100,5100,-18.68131868,18.68131868,12,2009,2013,FL,2015,6,5,After 2012,4,4
8925,48500,56100,-7600,7600,-13.54723708,13.54723708,12,2009,2011,FL,2013,6,5,2008-2012,2,2
8926,78000,74000,4000,4000,5.405405405,5.405405405,12,2010,2012,FL,2014,6,5,2008-2012,2,2
8927,49000,69500,-20500,20500,-29.49640288,29.49640288,1,2010,2014,FL,2016,6,5,After 2012,4,4
8928,36500,43500,-7000,7000,-16.09195402,16.09195402,12,2010,2013,FL,2015,6,5,After 2012,3,3
8929,37500,38800,-1300,1300,-3.350515464,3.350515464,12,2010,2015,FL,2017,6,5,After 2012,5,5
8930,28000,39500,-11500,11500,-29.11392405,29.11392405,12,2010,2012,FL,2014,6,5,2008-2012,2,2
8931,50000,55000,-5000,5000,-9.090909091,9.090909091,12,2010,2013,FL,2015,6,5,After 2012,3,3
8932,54500,56300,-1800,1800,-3.197158082,3.197158082,12,2010,2013,FL,2015,6,5,After 2012,3,3
8933,36500,43000,-6500,6500,-15.11627907,15.11627907,12,2010,2013,FL,2015,6,5,After 2012,3,3
8934,50500,53800,-3300,3300,-6.133828996,6.133828996,12,2010,2012,FL,2014,6,5,2008-2012,2,2
8935,173372,197400,-24028,24028,-12.17223911,12.17223911,12,2010,2010,FL,2012,5,5,2008-2012,0,0
8936,47500,53500,-6000,6000,-11.21495327,11.21495327,12,2010,2013,FL,2015,6,5,After 2012,3,3
8937,181062,196600,-15538,15538,-7.90335707,7.90335707,12,2010,2013,FL,2015,6,5,After 2012,3,3
8938,28500,44100,-15600,15600,-35.37414966,35.37414966,12,2010,2014,FL,2016,6,5,After 2012,4,4
8939,41500,42000,-500,500,-1.19047619,1.19047619,12,2010,2015,FL,2017,6,5,After 2012,5,5
8940,25500,25000,500,500,2,2,12,2010,2013,FL,2015,6,5,After 2012,3,3
8941,11900,16200,-4300,4300,-26.54320988,26.54320988,12,2010,2014,FL,2016,6,5,After 2012,4,4
8942,5100,4200,900,900,21.42857143,21.42857143,1,2011,2014,FL,2016,6,5,After 2012,3,3
8943,38500,41600,-3100,3100,-7.451923077,7.451923077,1,2011,2014,FL,2016,6,5,After 2012,3,3
8944,37500,38000,-500,500,-1.315789474,1.315789474,1,2011,2014,FL,2016,6,5,After 2012,3,3
8945,221000,230500,-9500,9500,-4.121475054,4.121475054,12,2011,2015,FL,2017,6,5,After 2012,4,4
8946,204150,209700,-5550,5550,-2.646638054,2.646638054,12,2011,2015,FL,2017,6,5,After 2012,4,4
8947,15500,15400,100,100,0.649350649,0.649350649,12,2011,2015,FL,2017,6,5,After 2012,4,4
8948,18000,13700,4300,4300,31.38686131,31.38686131,3,2011,2015,FL,2017,6,5,After 2012,4,4
8949,13500,14200,-700,700,-4.929577465,4.929577465,3,2011,2015,FL,2017,6,5,After 2012,4,4
8950,14000,17900,-3900,3900,-21.7877095,21.7877095,12,2011,2015,FL,2017,6,5,After 2012,4,4
89505,22970,15230,7740,7740,50.82074852,50.82074852,1,2010,2012,OH,2012,5,5,2008-2012,2,2
8951,46000,51300,-5300,5300,-10.33138402,10.33138402,1,2011,2013,FL,2015,6,5,After 2012,2,2
8952,16000,18500,-2500,2500,-13.51351351,13.51351351,1,2011,2013,FL,2015,6,5,After 2012,2,2
8953,17000,20100,-3100,3100,-15.42288557,15.42288557,1,2011,2013,FL,2015,6,5,After 2012,2,2
8954,31500,37000,-5500,5500,-14.86486486,14.86486486,1,2011,2015,FL,2017,6,5,After 2012,4,4
8955,43000,43500,-500,500,-1.149425287,1.149425287,12,2011,2015,FL,2017,6,5,After 2012,4,4
8956,2321,3100,-779,779,-25.12903226,25.12903226,1,2011,2014,FL,2016,6,5,After 2012,3,3
8957,2321,14000,-11679,11679,-83.42142857,83.42142857,1,2011,2014,FL,2016,6,5,After 2012,3,3
8958,47000,45800,1200,1200,2.620087336,2.620087336,12,2011,2015,FL,2017,6,5,After 2012,4,4
8959,11000,12000,-1000,1000,-8.333333333,8.333333333,1,2011,2013,FL,2015,6,5,After 2012,2,2
8960,24000,25200,-1200,1200,-4.761904762,4.761904762,1,2011,2013,FL,2015,6,5,After 2012,2,2
8961,9800,12200,-2400,2400,-19.67213115,19.67213115,1,2011,2013,FL,2015,6,5,After 2012,2,2
8962,29000,35800,-6800,6800,-18.99441341,18.99441341,12,2011,2015,FL,2017,6,5,After 2012,4,4
8963,30000,36700,-6700,6700,-18.25613079,18.25613079,12,2011,2015,FL,2017,6,5,After 2012,4,4
8964,56500,54300,2200,2200,4.051565378,4.051565378,12,2011,2013,FL,2015,6,5,After 2012,2,2
8965,43000,51400,-8400,8400,-16.34241245,16.34241245,12,2011,2013,FL,2015,6,5,After 2012,2,2
8966,7300,9000,-1700,1700,-18.88888889,18.88888889,1,2011,2012,FL,2014,6,5,2008-2012,1,1
8967,16800,20500,-3700,3700,-18.04878049,18.04878049,1,2011,2014,FL,2016,6,5,After 2012,3,3
8968,21500,29500,-8000,8000,-27.11864407,27.11864407,1,2011,2014,FL,2016,6,5,After 2012,3,3
8969,14400,11800,2600,2600,22.03389831,22.03389831,1,2011,2015,FL,2017,6,5,After 2012,4,4
8970,16900,13000,3900,3900,30,30,12,2011,2015,FL,2017,6,5,After 2012,4,4
8971,40500,41500,-1000,1000,-2.409638554,2.409638554,1,2011,2014,FL,2016,6,5,After 2012,3,3
8972,52000,60500,-8500,8500,-14.04958678,14.04958678,1,2011,2014,FL,2016,6,5,After 2012,3,3
8973,32500,30700,1800,1800,5.863192182,5.863192182,12,2011,2015,FL,2017,6,5,After 2012,4,4
8974,10000,11000,-1000,1000,-9.090909091,9.090909091,12,2011,2015,FL,2017,6,5,After 2012,4,4
8975,5299,8100,-2801,2801,-34.58024691,34.58024691,12,2011,2015,FL,2017,6,5,After 2012,4,4
8976,3300,6400,-3100,3100,-48.4375,48.4375,12,2011,2015,FL,2017,6,5,After 2012,4,4
8977,50500,53600,-3100,3100,-5.78358209,5.78358209,2,2012,2015,FL,2017,6,5,After 2012,3,3
8978,23500,26700,-3200,3200,-11.98501873,11.98501873,1,2012,2015,FL,2017,6,5,After 2012,3,3
8979,32500,33200,-700,700,-2.108433735,2.108433735,1,2012,2014,FL,2016,6,5,After 2012,2,2
8980,10000,10800,-800,800,-7.407407407,7.407407407,1,2012,2014,FL,2016,6,5,After 2012,2,2
8981,34500,30900,3600,3600,11.65048544,11.65048544,1,2012,2015,FL,2017,6,5,After 2012,3,3
8982,14500,16700,-2200,2200,-13.17365269,13.17365269,1,2012,2015,FL,2017,6,5,After 2012,3,3
8983,13500,16100,-2600,2600,-16.14906832,16.14906832,1,2012,2015,FL,2017,6,5,After 2012,3,3
8984,16500,16300,200,200,1.226993865,1.226993865,1,2012,2015,FL,2017,6,5,After 2012,3,3
8985,14500,15800,-1300,1300,-8.227848101,8.227848101,1,2012,2015,FL,2017,6,5,After 2012,3,3
8986,30500,32200,-1700,1700,-5.279503106,5.279503106,1,2012,2015,FL,2017,6,5,After 2012,3,3
8987,51000,48600,2400,2400,4.938271605,4.938271605,12,2012,2015,FL,2017,6,5,After 2012,3,3
8988,29000,35300,-6300,6300,-17.8470255,17.8470255,12,2012,2015,FL,2017,6,5,After 2012,3,3
8989,3600,6700,-3100,3100,-46.26865672,46.26865672,1,2012,2014,FL,2016,6,5,After 2012,2,2
8990,9000,10500,-1500,1500,-14.28571429,14.28571429,1,2012,2015,FL,2017,6,5,After 2012,3,3
8991,9000,14500,-5500,5500,-37.93103448,37.93103448,1,2012,2015,FL,2017,6,5,After 2012,3,3
8992,19100,30300,-11200,11200,-36.96369637,36.96369637,1,2012,2013,FL,2015,6,5,After 2012,1,1
8993,75000,72200,2800,2800,3.878116343,3.878116343,12,2012,2015,FL,2017,6,5,After 2012,3,3
8994,59000,57900,1100,1100,1.899827288,1.899827288,1,2012,2015,FL,2017,6,5,After 2012,3,3
8995,57500,57700,-200,200,-0.346620451,0.346620451,2,2013,2015,FL,2017,6,5,After 2012,2,2
8996,221000,231000,-10000,10000,-4.329004329,4.329004329,12,2013,2015,FL,2017,6,5,After 2012,2,2
8997,204150,210000,-5850,5850,-2.785714286,2.785714286,12,2013,2015,FL,2017,6,5,After 2012,2,2
8998,54500,52800,1700,1700,3.21969697,3.21969697,6,2013,2015,FL,2017,6,5,After 2012,2,2
8999,28000,33200,-5200,5200,-15.6626506,15.6626506,6,2013,2015,FL,2017,6,5,After 2012,2,2
9000,13000,12200,800,800,6.557377049,6.557377049,1,2013,2015,FL,2017,6,5,After 2012,2,2
9001,7300,14800,-7500,7500,-50.67567568,50.67567568,2,2013,2015,FL,2017,6,5,After 2012,2,2
9002,9600,11200,-1600,1600,-14.28571429,14.28571429,2,2013,2015,FL,2017,6,5,After 2012,2,2
9003,7100,9300,-2200,2200,-23.65591398,23.65591398,3,2013,2015,FL,2017,6,5,After 2012,2,2
9004,45693,45400,293,293,0.645374449,0.645374449,2,2014,2015,FL,2017,6,5,After 2012,1,1
9005,5400,5700,-300,300,-5.263157895,5.263157895,12,2014,2014,FL,2016,6,5,After 2012,0,0
9006,22500,21900,600,600,2.739726027,2.739726027,1,2014,2015,FL,2017,6,5,After 2012,1,1
90357,4060,3560,500,500,14.04494382,14.04494382,1,2011,2013,OH,2013,6,5,After 2012,2,2
90423,9740,11000,-1260,1260,-11.45454545,11.45454545,12,2012,2013,OH,2013,6,5,After 2012,1,1
90434,11685,14340.8325,-2655.8325,2655.8325,-18.51937466,18.51937466,1,2011,2013,OH,2012,5,5,After 2012,2,2
90540,2730,2600,130,130,5,5,12,2013,2014,OH,2014,6,5,After 2012,1,1
91451,2439,2808.33,-369.33,369.33,-13.15123223,13.15123223,12,2012,2014,OH,2015,6,5,After 2012,2,2
91527,10641,11000,-359,359,-3.263636364,3.263636364,12,2012,2013,OH,2013,6,5,After 2012,1,1
91588,46120,49580,-3460,3460,-6.978620411,6.978620411,1,2011,2012,OH,2012,5,5,2008-2012,1,1
92406,530,1700,-1170,1170,-68.82352941,68.82352941,12,2012,2014,OH,2014,6,5,After 2012,2,2
92917,12400,13000,-600,600,-4.615384615,4.615384615,12,2012,2014,OH,2014,6,5,After 2012,2,2
94893,488,656.67,-168.67,168.67,-25.68565642,25.68565642,12,2012,2014,OH,2015,6,5,After 2012,2,2
95064,32846,33825,-979,979,-2.894308943,2.894308943,12,2013,2014,OH,2015,6,5,After 2012,1,1
