Forecast_Method,count,mean,std,min,25%,50%,75%,max
1.0,252.0,-0.09968075488095368,31.239841743355363,-77.56642512,-17.89578249,-5.217501501999999,10.7308574475,147.36842109999998
2.0,7.0,-2.180435745,13.559361340652949,-16.99604743,-14.954577215,-0.346620451,8.983516483,14.02173913
4.0,179.0,-8.416370768005589,21.759531607495486,-85.86206897,-18.925607749999998,-9.747292418999999,0.44779546849999996,90.74074074
5.0,177.0,-12.573209761429384,20.748403735706013,-86.64546057,-21.68674699,-12.12121212,-3.197158082,65.64308682
6.0,676.0,-5.360876394770714,23.6683883340784,-68.82352941,-17.21330321,-6.449970636,1.26604229875,227.6024741
